Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
New Horizon Media,,07/05/2008,Chennai,Publishing,Undisclosed,http://www.vccircle.com:80/2008/05/07/books-publisher-new-horizon-media-gets-funding-from-beacon-india/,Beacon India Private Equity Fund;Emergic Venture Capital
