Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Sohanlal Commodity Management,$7.55,28/03/2011,India,Agriculture,Unknown,http://yourstory.com:80/2011/03/mayfield-india-and-nexus-venture-partners-invest-rs-35-5crore-in-sohanlal-commodity-management-pvt-ltd/,Mayfield India;Nexus Venture Partners
