Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Avataar.me,$7.00,15/10/2020,Bengaluru,E-commerce,,https://inc42.com/buzz/deeptech-startup-avataar-me-raises-7-mn-from-sequoia-india/,
OYO,$807.00,15/10/2020,India,General,Series F,https://inc42.com/buzz/exclusive-oyo-rejigs-board-after-807-mn-fundraise-sequoias-mohit-bhatnagar-appointed-as-observer/,
Myntra,$103.00,17/10/2020,India,E-commerce,Acquisition,https://inc42.com/buzz/myntra-bags-103-mn-ahead-of-international-expansion-plans/,
LimeRoad,$1.32,17/10/2020,India,E-commerce,Series C,https://inc42.com/buzz/ecommerce-platform-limeroad-raises-inr-11-cr-from-ma-willmind/,US-based investment firm Tiger Global Management
Ultraviolette Automotive,$3.59,19/10/2020,Bengaluru,EV & Mobility,Series A,https://inc42.com/buzz/ultraviolette-raises-undisclosed-amount-from-gofrugal-technologies/,
ShopUp,$22.50,20/10/2020,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/shopup-raises-22-5-mn-funding-led-by-sequoia-capital-india/,Sequoia Capital India;Flourish Ventures
Slintel,$4.20,21/10/2020,Bengaluru,SaaS,Seed,https://inc42.com/buzz/slintel-raises-4-2-mn-from-accel-sequoia-to-expand-presence-in-us/,Accel;Stellaris Ventures;Sequoia Capital India;Stellaris Venture Partners;Accel Partners;Engage
Signzy,$5.40,21/10/2020,Bengaluru,Fintech,Series A,https://inc42.com/buzz/signzy-bags-5-4-mn-from-arkam-mastercard-to-cater-to-fintech-kyc-demand/,Arkam Ventures;American financial service company Mastercard;Staellaris;Kalaar;Kalaari Capital;Stellaris Venture Partners
Khatabook-Rival Dukaan,$6.00,19/10/2020,India,General,Seed,https://inc42.com/buzz/despite-hc-order-to-take-down-app-dukaan-bags-6-mn-from-matrix-lightspeed/,
Pocket FM,$4.91,21/10/2020,Bengaluru,General,Series A,https://entrackr.com/2020/10/exclusive-pocket-fm-rs-41-cr-in-series-a-valuation-scales-6x/,Vertex Venture in Feb 2020
Dukaan,$6.00,16/10/2020,Bengaluru,General,Seed,https://entrackr.com/2020/10/exclusive-dukaan-raises-6-mn-from-lightspeed-and-matrix-valuation-jumps-18x/,Lightspeed;Matrix;Matrix Partners;Haresh Chawla;Kunal Shah;Atul Jain among others
Supplynote,$1.60,21/10/2020,Noida,E-commerce,Seed,https://yourstory.com/2020/10/funding-supply-chain-automation-platform-supplynote-sosv-artesian-ventures,
SUGAR Cosmetics,$2.00,21/10/2020,Mumbai,General,Series C,https://yourstory.com/2020/10/mumbai-cosmetics-startup-sugar-debt-funding-stride-ventures,A91 Partners;IndiaQuotient
Dukaan,$6.00,19/10/2020,India,E-commerce,Pre-Seed,https://yourstory.com/2020/10/small-merchants-dukaan-seed-funding-matrix-partners-india-lightspeed-india,Matrix Partners India;Lightspeed India;Founding CEO of Network18;Viacom18
Rare Planet,$0.42,19/10/2020,Kolkata,Deeptech & AI,Pre-Series A,https://yourstory.com/2020/10/funding-lifestyle-startup-rare-planet-unim-venture-catalyst,Uni-M Ventures;Venture Catalyst;Venture Catalysts
Zomato,$52.00,15/10/2020,Gurugram,Foodtech,,https://yourstory.com/2020/10/funding-zomato-raises-kora-investment-ipo-tiger-global-foodtech,Tiger Global
Harmonizer India,,16/10/2020,India,Deeptech & AI,Seed,https://inc42.com/buzz/kapil-dev-invests-undisclosed-amount-in-deeptech-startup/,Kapil Dev
Universal Sportsbiz,$2.31,17/10/2020,Bengaluru,E-commerce,Series E,https://inc42.com/buzz/exclusive-virat-kohli-invests-1-8-mn-in-sachin-tendulkar-backed-universal-sportsbiz/,Virat Kohli;Cornerstone Sport LLP
Tring,,19/10/2020,India,Media & Entertainment,Series A,https://inc42.com/buzz/altbalaji-acquires-17-5-stake-in-celebrity-engagement-platform-tring/,ALTBalaji
Nykaa,,20/10/2020,Mumbai,E-commerce,Series F,https://inc42.com/buzz/bollywood-star-katrina-kaif-invests-in-beauty-marketplace-nykaa/,Katrina Kaif
Genius Teacher,$2.00,19/10/2020,Mumbai,Edtech,Seed,https://inc42.com/buzz/former-housing-com-cofounder-advitiya-sharmas-edtech-startup-bags-2-mn/,Whiteboard Capital;VKG Venture LLP;Abhijit Bose;Kunal Shah;Sandeep Tandon;Dhruv Agarwal
FanDuniya,,21/10/2020,India,Gaming,Acquisition,https://inc42.com/buzz/exclusive-dream11-acquires-ai-driven-fantasy-sports-startup-fanduniya/,Dream Sports
