Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Grad,$40.00,30/04/2021,India,Edtech,,https://inc42.com/buzz/upgrad-raises-40-mn-from-world-banks-ifc-at-850-mn-valuation/,
Mn,$637.00,01/05/2021,India,Edtech,Pre-IPO,https://inc42.com/buzz/funding-galore-from-lead-to-upgrad-637-mn-raised-by-indian-startups-april-26-may-1/,
Teachmint,$16.50,05/05/2021,India,Edtech,Series A,https://inc42.com/buzz/edtech-startup-teachmint-raises-16-5-mn-in-series-a-round/,Learn Capital;Lightspeed;Better Capital;Lightspeed India Partners;CM Ventures
Teachmint,$16.00,04/05/2021,Bengaluru,Edtech,Series A,https://entrackr.com/2021/05/exclusive-teachmint-raises-over-16-mn-in-series-a-round-led-by-learn-capital/,Learn Capital;Lightspeed in October
ElasticRun,$75.00,30/04/2021,Pune,E-commerce,Series D,https://yourstory.com/2021/04/pune-kirana-commerce-startup-funding-elasticrun-kalaari-capital,Avataar Ventures;Prosus Ventures
Avail Finance,$2.87,03/05/2021,Bengaluru,Fintech,Venture Debt,https://yourstory.com/2021/05/funding-fintech-startup-avail-finance-raises-debt-alteria-capital,Alteria Capital
Nivesh,$1.60,04/05/2021,Noida,Fintech,Pre-Series A,https://yourstory.com/2021/05/funding-noida-fintech-startup-nivesh-16m-pre-seriesa-round-ian-fund,IAN Fund;Alteria Capital
Investments,$1.00,04/05/2021,Mumbai,Fintech,Pre-Series A,https://yourstory.com/2021/05/funding-alert-arthya-wealth-and-investments-pre-series-a,
Degree,$1.00,04/05/2021,Mumbai,SaaS,Series A,https://yourstory.com/2021/05/funding-b2b-retail-saas-platform-6degree-sucseed-indovation-fund,
ElasticRun,$75.00,29/04/2021,India,Ecommerce,,https://inc42.com/buzz/kirana-commerce-platform-elasticrun-raises-75-mn/,Avataar Venture Partners;Prosus Ventures;Kalaari Capital
Meru Cabs,,03/05/2021,India,Travel Tech,Acquisition,https://inc42.com/buzz/mahindra-mahindra-completes-100-acquisition-of-meru-cabs/,Mahindra & Mahindra
WinZO,$13.00,03/05/2021,India,Media & Entertainment,Series B,https://inc42.com/buzz/winzo-gives-hike-4x-return-after-13mn-seriesb-funding/,Stephan Pagliuca;Makers Fund;Courtside Venture
upGrad,$40.00,30/04/2021,Mumbai,Edtech,,https://yourstory.com/2021/04/ifc-invest-upgrad-promoters-pare-stake-to-75percent,IFC
Sarathi Healthcare,$0.12,03/05/2021,India,Healthtech,Seed,https://yourstory.com/2021/05/funding-alert-agetech-startup-sarathi-healthcare-bharat,Nitin Sethi;Vishal Dhikale;Swapnil Bagul;Gaurav Satbhai;Jayshree Harak
Thingsup,$0.10,04/05/2021,Pune,IoT,,https://yourstory.com/2021/05/funding-iot-platform-thingsup-raises-gsf-accelerator,GSF Accelerator
Bigbasket,$1200.00,29/04/2021,Bengaluru,Ecommerce,Acquisition,https://yourstory.com/2021/04/cci-approves-tata-digital-acquisition-online-grocery-delivery-startup-bigbasket,Tata Digital
Revolt Intellicorp,$17.96,29/04/2021,Gurugram,EV,Acquisition,https://yourstory.com/2021/04/rattanindia-acquires-substantial-stake-ev-two-wheeler-revolt-intellicorp,RattanIndia Enterprises
Shipway Technology,$2.18,29/04/2021,India,SaaS,Acquisition,https://yourstory.com/2021/04/indiamart-acquires-stake-shipway-technology-truckhall,Indiamart
