Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Flipkart,$62.80,16/09/2020,India,E-commerce,Acquisition,https://inc42.com/buzz/amidst-border-standoff-flipkart-bags-62-8-mn-from-china-based-tencent/,
Premier League,$90.00,21/09/2020,Bengaluru,Gaming,Series A,https://inc42.com/buzz/with-ipl-2020-fever-rising-mobile-premier-league-bags-90-mn/,SIG Ventures;RTP global;MDI Ventures;Sequoia India;Times Internet;GoVentures;BEENEXT;Base Ventures;Venture Highway also participated in the round
Onsitego,$30.00,22/09/2020,Mumbai,Fintech,Series B,https://inc42.com/buzz/onsitego-raises-capital-from-ifc-extends-series-b-round-to-30-mn/,Zodius
BestDoc,$2.10,22/09/2020,Kochi,Healthtech,Pre-Series A,https://inc42.com/buzz/bestdoc-raises-2-1mn-from-accel-partners-arkam-ventures/,
Clairvolex,$1.92,22/09/2020,India,Deeptech & AI,Series A,https://inc42.com/buzz/exclusive-clairvolex-raises-inr-16-cr-debt-from-indusage-fund-jf-mauritius-spv/,California-based venture capital firm;Walden Riverwood Capital
Dream11,$411.00,19/09/2020,Delhi,Edtech,Series A,https://entrackr.com/2020/09/funding-in-indian-startups-this-week-14-sep-19-sep/,SIG Global India Fund;Munich Re Ventures;Tiger Global Management;TPG Tech Adjacencies;Chrys Capital;FootPath Ventures;Sequoia Capital India;Redpoint Ventures;Korea Investment Partners;Kalaari Capital;Saama Capital;DSG Consumer Partners;Alpha Wave Incubation;Nexus Venture Partners;RPS Ventures
Classplus,$10.00,18/09/2020,Delhi,Edtech,Series A,https://entrackr.com/2020/09/classplus-bags-10-mn-in-ongoing-funding-round-valuation-soars-by-83/,Alpha Wave Incubation which was joined by existing investors RTP Global;Blume Ventures
Dream11,$75.00,18/09/2020,India,Edtech,Series B,https://entrackr.com/2020/09/exclusive-mpl-scores-75-mn-round-led-by-sig-global/,SIG Global;SIG Global India Fund;Sequoia Capital;Go Ventures;Times Internet;Beenext;Bae Growth;PennBrook Capital also participated
Acko,$60.00,16/09/2020,Mumbai,E-commerce,Series D,https://entrackr.com/2020/09/acko-raises-60-mn-series-d-funding/,Munich Re Ventures;Germany based Munich Re Ventures;Acko utilizes data;RPS Ventures;Intact Ventures
MPL,$90.00,21/09/2020,India,Gaming,Series C,https://yourstory.com/2020/09/funding-sequoia-esports-startup-mpl-series-c-round,SIG;RTP Global;Sequoia Capital India;Go-Ventures;Base Partners
GenieTalk,$4.00,18/09/2020,Indore,SaaS,Series A,https://yourstory.com/2020/09/funding-alert-conversational-ai-startup-genietalk,
Zuper,$1.10,17/09/2020,Chennai,SaaS,Seed,https://yourstory.com/2020/09/saas-startup-zuper-funding-prime-venture-partners,Prime Venture Partners;Gunderson Dettemer
Infurnia,$1.00,17/09/2020,Bengaluru,General,,https://yourstory.com/2020/09/funding-alert-web-based-architecture-design-software-startup-infurnia,Pallav Nadhani;Founder of
Brinton Pharmaceuticals,$1.20,16/09/2020,Mumbai,E-commerce,Series B,https://yourstory.com/2020/09/funding-alert-brinton-pharma-raises-blacksoil-capital,
Assiduus Global,$1.00,16/09/2020,Bengaluru,Agritech,Series A,https://yourstory.com/2020/09/funding-ecommerce-startup-assiduus-global-series,IAN Fund;VC Firm K Partners
HPF Films,,16/09/2020,Bengaluru,Media & Entertainment,Acquisition,https://inc42.com/buzz/sharechat-acquires-another-startup-to-boost-content-operations/,ShareChat
Flipkart,$62.80,17/09/2020,Bengaluru,E-commerce,,https://inc42.com/buzz/flipkart-likely-to-go-public-in-2021-at-a-valuation-of-40-45-bn/,Tencent
YourShell,,17/09/2020,Delhi,E-commerce,Acquisition,https://inc42.com/buzz/student-accommodation-platform-stanza-living-acquires-yourshell/,Stanza Living
Origa Lease Finance,$2.00,18/09/2020,Mumbai,Fintech,Debt,https://inc42.com/buzz/leasetech-startup-origa-lease-finance-raises-2-mn-debt/,
LabInApp,,17/09/2020,Hubli,Edtech,Acquisition,https://inc42.com/buzz/byjus-acquires-labinapp-for-an-undisclosed-amount/,BYJU'S
Vivriti Capital,$13.60,22/09/2020,Chennai,Fintech,,https://inc42.com/buzz/vivriti-capital-bags-inr-100-cr-from-existing-investor-creation-investment/,Creation Investment
InsuranceDekho,$20.00,22/09/2020,India,Fintech,,https://yourstory.com/2020/09/funding-girnarsoft-20-million-insuranancedekho,GirnarSoft
AFK Gaming,$0.20,17/09/2020,India,Gaming,Pre-Series A,https://yourstory.com/2020/09/funding-alert-afk-gaming-pre-series-a-inflection-point-ventures,Inflection Point Ventures
Invento Robotics,,16/09/2020,Bengaluru,Deeptech & AI,Undisclosed,https://yourstory.com/2020/09/funding-bengaluru-startup-invento-robotics-undisclosed-covid19,MSPL Limited;Chiripal Group
Farmers Fresh Zone,$0.42,16/09/2020,Kerala,Agritech,,https://yourstory.com/2020/09/funding-alert-kerala-agritech-startup-farmers-fresh-zone-ian-fund,IAN Fund
LabInApp,,18/09/2020,India,Edtech,Acquisition,https://yourstory.com/2020/09/byjus-acquires-unitus-funded-edtech-startup-labinapp,BYJU'S
