Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Gaana,$51.00,02/09/2020,India,General,Series B,https://inc42.com/buzz/exclusive-gaana-bags-51-mn-in-debt-from-tencent-times-internet/,
Melorra,$8.90,07/09/2020,Bengaluru,E-commerce,Debt,https://inc42.com/buzz/exclusive-melorra-looks-to-raise-8-9-mn-led-by-shadow-holdings/,Shadow Holdings;Ravi Sheth;Rainmaker Ventures
Livspace,$90.00,03/09/2020,Bengaluru,General,Series D,https://inc42.com/buzz/livspace-bags-90-mn-from-kharis-capital-venturi-partners-others/,Switzerland-based investment firm Kharis Capital
Byju’s,$500.00,08/09/2020,Bengaluru,Edtech,Series D,https://entrackr.com/2020/09/byjus-raises-500-mn-ongoing-series-f-silver-lake/,Silver Lake;Silverlake;Coatue Management;Tiger Global;General Atlantic;Owl Ventures
Unacademy,$566.00,05/09/2020,India,Logistics,Series A,https://entrackr.com/2020/09/funding-in-indian-startups-this-week-31-aug-05-sep/,Softbank at a staggering valuation of $1;Tencent;Makers Fund;New York-based Courtside Ventures;Google;Lightstone;Switzerland based investment firm Kharis Capital;Venturi Partners;Southeast Asia;Alpha Wave Incubation;Caretech Pte Inc;Stride Ventures;Times Internet
WinZO,$15.93,03/09/2020,Delhi,Gaming,Series A,https://entrackr.com/2020/09/winzo-raises-rs-133-cr-series-b-valuation-touches-rs-460-cr/,Makers Fund;New York-based Courtside Ventures
Entropik,$7.19,03/09/2020,Bengaluru,Deeptech & AI,Pre-Series A,https://entrackr.com/2020/09/entropiraises-rs-60-cr-series-a-funding/,Alpha Wave Incubation
Unacademy,$150.00,02/09/2020,Bengaluru,Edtech,Series D,https://entrackr.com/2020/09/unacademy-raises-150-mn-softbank-1-45-bn-valuation/,SoftBank at $1;Softbank at a staggering $1;Softbank at a staggering valuation of $1;Naspers;Leeds Illuminate Global Fund
BluSmart,$7.00,07/09/2020,Mumbai,EV & Mobility,Pre-Series A,https://yourstory.com/2020/09/funding-alert-electric-vehicle-ride-hailing-platform-blusmart,Inflection Point Ventures;Venture Catalysts;Survam Partners;Mumbai Angels;Chhatisgarh Investments Ltd;JITO Angels;Lets Venture Fund;Kaplavriksh Fund
BuildPan,$5.00,04/09/2020,Indore,Agritech,Pre-Series A,https://yourstory.com/2020/09/funding-indore-saas-startup-buildpan-seed-round,
Aibono,$2.00,04/09/2020,Bengaluru,Agritech,Pre-Series A,https://yourstory.com/2020/09/funding-agritech-startup-aibono-secures-pre-series-round,Japanese venture capital firms;Lesing Artha
Vicara,$0.02,04/09/2020,Bengaluru,Deeptech & AI,Seed,https://yourstory.com/2020/09/funding-alert-deep-tech-startup-vicara-iti-growth-opportunities-fund,ITI Growth Opportunities Fund
Ultraviolette Automotive,$3.59,03/09/2020,India,EV & Mobility,Series B,https://yourstory.com/2020/09/funding-ultraviolette-automotive-series-b-investment-tvs-electric-vehicles-ev,TVS Motor Company;SoftBank Vision Fund 2
Biofourmis,$100.00,03/09/2020,Bengaluru,Healthtech,Series B,https://yourstory.com/2020/09/funding-alert-biofourmis-series-c-softbank-healthtech-healthcare,SoftBank Vision Fund 2;Sequoia India
Strata,$16.77,02/09/2020,Bengaluru,E-commerce,,https://yourstory.com/2020/09/funding-alert-strata-real-estate-investment,CEO;Avigna Space Industrial;Logistics Park
Koye Pharma,$3.59,02/09/2020,Mumbai,General,Venture Debt,https://yourstory.com/2020/06/funding-koye-pharma-startup-blacksoil-capital,BlackSoil is a new-age venture debt platform also focused on structured
SenseHawk,$5.10,02/09/2020,Bengaluru,Deeptech & AI,Series A,https://inc42.com/buzz/analytics-platform-sensehawk-bags-5-1-mn-set-to-expand-presence-in-abu-dhabi/,Alpha Wave Incubation;SAIF Partners
Zomato,$62.00,03/09/2020,Gurugram,Foodtech,,https://inc42.com/buzz/temasek-comes-to-zomatos-rescue-with-62-mn-funding/,Temasek
Pandorum Technologies,$5.50,07/09/2020,Bengaluru,Healthtech,Pre-Series B,https://inc42.com/buzz/exclusive-biotech-startup-pandorum-technologies-raises-over-inr-41-cr/,BTB Ventures;Capital Trust;IAN Fund;Kotak Investment Advisors;Karnataka Trustee Company
Cell Propulsion,,07/09/2020,Bengaluru,EV & Mobility,Pre-Series A,https://inc42.com/buzz/ev-startup-cell-propulsion-raises-pre-series-a-funding-from-growx-micelio/,growX ventures;Micelio;Endiya Partners
BYJU'S,$500.00,08/09/2020,Bengaluru,Edtech,Series F,https://inc42.com/buzz/jio-investor-silver-lake-values-byjus-at-10-8-bn-in-latest-round/,Silver Lake;Tiger Global;General Atlantic;Owl Ventures
Fantasy Akhada,,05/09/2020,India,Media & Entertainment,Seed,https://inc42.com/buzz/harsha-bhogle-invests-in-gaming-startup-fantasy-akhada/,Harsha Bhogle
MPL,$50.00,07/09/2020,Bengaluru,Gaming,Series B,https://entrackr.com/2020/09/exclusive-mpl-to-close-50-mn-series-b-round-led-by-sig/,SIG (Susquehanna International Group)
Railofy,$0.84,03/09/2020,Mumbai,Logistics,Seed,https://yourstory.com/2020/09/travel-protection-startup-railofy-funding-chiratae-ventures,Chiratae Ventures
Eloelo,$0.45,04/09/2020,Bengaluru,E-commerce,Seed,https://yourstory.com/2020/09/funding-alert-social-commerce-platform-eloelo-raises-seed-round,Waterbridge Ventures;AppyHigh Group;Ramakant Sharma;Rishi Vasudev
