Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Chingari,$19.00,08/10/2021,India,Web3 & Crypto,Series A,https://inc42.com/buzz/chingari-raises-19-mn-partners-with-solana-for-gari-tokens/,Republic Crypto;Galaxy Digital;Alameda Research;Solana Capital
Clarisights,$14.00,09/10/2021,Bengaluru,SaaS,Series A,https://inc42.com/buzz/clarisights-secures-14-mn-series-a-to-help-solve-the-attribution-puzzle/,Sequoia Capital India;Guillaume Cabane;Zach Coelius;Max Altschuler;Connor Murphy;Jens Lapinski
Bn,$1300.00,09/10/2021,India,Edtech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-over-1-3-bn-raised-by-indian-startups-this-week/,
Reshamandi,$30.00,12/10/2021,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/b2b-marketplace-reshamandi-raises-30-mn-series-a/,Creation Investments
Neobank Open,$100.00,12/10/2021,Bengaluru,General,Series C,https://inc42.com/buzz/exclusive-neobank-open-is-raising-100-mn-from-softbank-temasek/,Temasek;SBI Investment;Google
VerSe Innovation,$450.00,13/10/2021,Mumbai,General,Acquisition,https://inc42.com/buzz/verse-acquires-social-networking-app-golbol-for-enhancing-josh-cam/,Siguler Guff;Baillie Gifford;Carlyle Asia Partners
Toch.ai,$11.75,13/10/2021,Mumbai,SaaS,Series A,https://inc42.com/buzz/toch-ai-raises-11-75-mn-to-transform-the-digital-video-content-production-and-monetisation/,
Arcana Networks,$2.30,13/10/2021,Bengaluru,Web3 & Crypto,Seed,https://inc42.com/buzz/arcana-networks-raises-funds-for-building-decentralised-storage-data-privacy-platform-for-ethereum-dapps/,Hyperedge;Sahil Lavingia’s VC fund shl;Covalent’s Ganesh Swami;Ajeet Khurana;Builders Tribe;WazirX’s Nishal Shetty;Aave’s Ajit Tripathi;Arcana’s seed investors – AU21;Arcanum Capital
TrusTrace,$6.00,14/10/2021,Coimbatore,SaaS,Series A,https://inc42.com/buzz/trustrace-raises-series-a-funding-to-enable-supply-chain-transparency/,Industrifonden;Fairpoint Capital;BackingMinds;Fashion for Good
Orphicy,$0.30,13/10/2021,Ahmedabad,Edtech,,https://entrackr.com/2021/10/edtech-startup-orphicy-bags-rs-2-5-cr-from-nri-techies/,
Arcana Network,$2.30,13/10/2021,India,Web3 & Crypto,Seed,https://entrackr.com/2021/10/blockchain-startup-arcana-network-raises-2-3-mn-round/,Republic Crypto;Woodstock Fund;Balaji Srinivasan
Melorra,$24.00,13/10/2021,Bengaluru,D2C,Seed,https://entrackr.com/2021/10/melorra-raises-24-mn-round-led-by-9unicorns-and-others/,9Unicorns;Symphony International Holdings Limited
CarDekho,$250.00,13/10/2021,India,General,Series E,https://entrackr.com/2021/10/cardekho-raises-250-mn-to-drive-past-unicorn-valuation/,Sequoia Capital India;Sunley House
FloCareer,$5.70,12/10/2021,Bengaluru,SaaS,,https://entrackr.com/2021/10/saas-startup-flocareer-raises-5-7-mn/,Boston-based Data Point Capital
Open,$100.00,12/10/2021,India,General,Series B,https://entrackr.com/2021/10/open-raises-100-mn-in-series-c-round-led-by-temasek/,Temasek;Temasek was joined by Google;SBI Investment;3one4 Capital;Tiger Global
Ather Energy,$15.57,10/10/2021,Bengaluru,General,Series B,https://entrackr.com/2021/10/exclusive-ather-energy-raises-rs-130-cr-from-hero-group/,
Byju’s,$1170.00,09/10/2021,Bengaluru,Web3 & Crypto,Series C,https://entrackr.com/2021/10/funding-in-indian-startups-this-week-04-oct-09-oct/,Qatar Investment Authority;Evolvence
Materials,$2.00,08/10/2021,Bengaluru,EV & Mobility,Series A,https://entrackr.com/2021/10/log-9-materials-raises-2-mn-in-fresh-round-led-by-petronas-ventures/,Petronas Ventures;Malaysia-based Petronas Ventures;Amara Raja Batteries
Nap Chief,$0.24,14/10/2021,Coimbatore,D2C,Seed,https://yourstory.com/2021/10/funding-alert-nap-chief-raises-rs-2-crore-seed-,
FloCareer,$5.70,14/10/2021,Bengaluru,General,Series A,https://yourstory.com/2021/10/funding-startup-flocareer-raises-57-million-series-a-round,Data Point Capital;Uncorrelated Ventures
Read CarDekho,$250.00,13/10/2021,Jaipur,Fintech,Series E,https://yourstory.com/2021/10/startup-news-and-updates-daily-roundup-october-13,LeapFrog Investments;Elevar Equity;Bala Parthasarthy;Prime Ventures Managing Partner Nitin Gupta
