Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Madhouse Media,$0.23,02/01/2007,Delhi,Online DVD Rental,Seed,http://www.vccircle.com:80/2007/01/02/online-dvd-rental-firm-madhouse-gets-228k-angel-funding/,Band of Angels;Mumbai Angels
