Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BharatAgri,$6.50,16/09/2021,India,Agritech,Series A,https://inc42.com/buzz/agritech-startup-bharatagri-raises-6-5-mn-eyes-150k-subscriber-base/,Omnivore;India Quotient;021 Capital
Bright Money,$31.00,16/09/2021,Bengaluru,Fintech,,https://inc42.com/buzz/fintech-startup-bright-money-raises-31-mn-led-by-sequoia-capital-india-others/,Sequoia Capital India;Falcon Edge Capital;Hummingbird Ventures;Abhay;CRED’s Kunal Shah;Jupiter’s Jitendra Gupta;Zalora’s Gunjan Soni;Uber’s Pradeep Parameswaran;InMobi’s Naveen Tewari
Bidgely,$26.00,16/09/2021,Bengaluru,SaaS,Series C,https://inc42.com/buzz/saas-startup-bidgely-raises-26-mn-from-moore-strategic-ventures-others/,Moore Strategic Ventures;Accurant International;Future Energy Ventures;Georgian;Constellation Technology Ventures
PayMate,$4.00,17/09/2021,India,Fintech,Series D,https://inc42.com/buzz/exclusive-paymate-is-looking-to-raise-4-mn-in-a-fresh-round/,Felicitas
Mn,$569.00,18/09/2021,India,General,Series E,https://inc42.com/infocus/funding-galore/funding-galore-over-569-mn-raised-by-indian-startups-this-week/,
PayLater,$10.00,20/09/2021,India,Fintech,Acquisition,https://inc42.com/buzz/epaylater-raises-10-mn-for-expansion-product-enhancement/,
Deep Vision,$35.00,20/09/2021,Hyderabad,EV & Mobility,Series B,https://inc42.com/buzz/deeptech-startup-deep-vision-raises-35-mn-led-by-tiger-global/,Tiger Global;Exfinity Venture Partners;SiliconMotion;Western Digital
Cars24,$450.00,20/09/2021,Gurugram,E-commerce,Series F,https://inc42.com/buzz/cars24-raises-450-mn-before-going-public-valuation-soars-to-1-8-bn/,DST Global;Falcon Edge;SoftBank Vision Fund;Tencent
Eupheus Learning,$19.00,21/09/2021,India,Edtech,Series C,https://inc42.com/buzz/edtech-startup-eupheus-learning-acquires-classklap-in-19-mn-all-stock-deal/,
Momo,$15.00,21/09/2021,India,Foodtech,Series C,https://inc42.com/buzz/wow-momo-raises-over-15-mn-to-bolster-its-fmcg-business/,Tree Line Investment Management;IAN (Indian Angel Network) Fund
ZestMoney,$50.00,22/09/2021,Bengaluru,Fintech,Series C,https://inc42.com/buzz/fintech-startup-zestmoney-bags-50-mn-in-series-c-led-by-zip-co/,Zip Co
New Street,$4.00,22/09/2021,India,Deeptech & AI,,https://entrackr.com/2021/09/blockchain-startup-new-street-raises-4-mn/,Vittal Kadapakkam in the US;Mohit Davar;Chairman of International Association of Money Transfer Network;Unitus Ventures
TravClan,$2.20,22/09/2021,India,Fintech,Pre-Series A,https://entrackr.com/2021/09/travel-tech-startup-travclan-bags-2-2-mn-in-pre-series-a-round/,Singapore-based venture capital firm;TheVentures;Leo Capital
HappyCredit,$0.60,22/09/2021,Bengaluru,Fintech,Pre-Seed,https://entrackr.com/2021/09/fintech-startup-happycredit-raises-rs-5-cr-in-pre-seed-round/,
Medikabazaar,$60.00,22/09/2021,Mumbai,General,Series B,https://entrackr.com/2021/09/exclusive-medikabazaar-raises-nearly-60-mn-in-series-c-led-by-cdc-group/,CDC Group;CREAEGIS
FrontRow,$14.00,21/09/2021,Bengaluru,General,Series A,https://entrackr.com/2021/09/exclusive-frontrow-raises-14-mn-series-a-round-led-by-eight-roads-ventures/,Eight Roads Ventures
CuriousJr,$1.00,21/09/2021,Gurugram,Edtech,Seed,https://entrackr.com/2021/09/edtech-startup-curiousjr-raises-1-mn-in-seed-round/,WaterBridge Ventures;EnziaVentures
FloBiz,$31.00,20/09/2021,India,General,Series A,https://entrackr.com/2021/09/bookkeeping-app-flobiz-raises-31-mn-led-by-sequoia-think-investments/,Sequoia;Think Investments;Sequoia Capital India;Beenext
Design Cafe,$25.00,20/09/2021,Bengaluru,General,Series B,https://entrackr.com/2021/09/design-cafe-raises-25-mn-led-by-westbridge-capital/,WestBridge Capital;Fireside Ventures
Flatheads,$1.00,16/09/2021,India,Edtech,Pre-Series A,https://entrackr.com/2021/09/d2c-online-footwear-brand-flatheads-bags-1-mn-in-pre-series-a-round/,We Founder Circle;Dexter Angels
Apna,$100.00,16/09/2021,India,General,Series B,https://entrackr.com/2021/09/apna-raises-100-mn-led-by-tiger-global-to-become-unicorn/,Tiger Global to become unicorn;Tiger Global;Tiger Global Management at a valuation of $1;Insight Partners
Hera,$1.00,22/09/2021,Hyderabad,Healthtech,Seed,https://yourstory.com/2021/09/healthtech-startup-hera-raises-seed-round,
BeepKart,$3.00,22/09/2021,Bengaluru,General,Seed,https://yourstory.com/2021/09/funding-alert-beepkart-stellaris-venture-partners-chiratae-ventures,Stellaris Venture Partners;Chiratae Ventures;Sahil Barua (Delhivery);Vivekananda Hallekere (Bounce);Kunal Shah (CRED);Ramakant Sharma (Livspace);Rajesh Yabaji (Blackbuck)
Lio,$5.00,22/09/2021,India,SaaS,Seed,https://yourstory.com/2021/09/funding-alert-saas-startup-lio-sequoia-capital-lightspeed-ventures,
Endimension,$0.28,22/09/2021,India,Deeptech & AI,Seed,https://yourstory.com/2021/09/funding-alert-healthcare-ai-startup-endimension-inflection-point-ventures,
Emerging Vision,$4.00,21/09/2021,India,General,Series A,https://yourstory.com/2021/09/funding-spiritual-wellness-startup-emerging-vision-singapore,LightSpeed
LifeCell,$30.54,21/09/2021,India,General,,https://yourstory.com/2021/09/lifecell-raises-255-cr-led-by-orbimed-asia-partners,Orbimed Asia Partners
Hatti Kaapi,$1.20,21/09/2021,Bengaluru,Edtech,Pre-Series A,https://yourstory.com/2021/09/coffee-brand-hatti-kaapi-raises-pre-seriesa-funding-round,BlueWolf Capital;Investribe;Kochi Holdings;CreedCap Asia
Expertrons,$2.30,21/09/2021,Mumbai,Edtech,Pre-Series A,https://yourstory.com/2021/09/funding-alert-edtech-startup-expertrons-raises-funding-kunal-shah-anant-maheshwari,
FrontRow,$14.00,22/09/2021,India,General,Series A,https://yourstory.com/2021/09/funding-edtech-startup-frontrow-14-m-series-a-eight-roads-gsv,Eight Roads Ventures;GSV;Lightspeed;Elevation;Deepika Padukone’s Family Office
Tummoc,$35.00,20/09/2021,Bengaluru,EV & Mobility,Seed,https://yourstory.com/2021/09/funding-bengaluru-based-mobility-startup-tummoc,Vineet Singh
Monday,$4.00,20/09/2021,India,Fintech,Seed,https://yourstory.com/2021/09/fintech-saas-startup-inai-funding-9unicorns-paua-ventures,Berlin-based Paua Ventures
Supertails,$0.69,21/09/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/09/funding-pet-care-startup-supertails-venture-debt,Saama Capital;DSG Consumer Partners
Fivetran,$565.00,21/09/2021,India,General,Series D,https://yourstory.com/2021/09/funding-fivetran-raises-65million-acquire-hvr,Andreessen Horowitz;CEAS Investments;Matrix Partners
Aerchain,$3.00,21/09/2021,Bengaluru,SaaS,Pre-Series A,https://yourstory.com/2021/09/funding-alert-aerchain-raises-3-m-indiamart,IndiaMart;Season Two Ventures
Bluepad,$0.22,20/09/2021,Bengaluru,General,Pre-Seed,https://yourstory.com/2021/09/startup-funding-bluepad-titan-capital-angellist-syndicate,Titan Capital
Read CARS24,$450.00,20/09/2021,India,E-commerce,Series F,https://yourstory.com/2021/09/startup-news-and-updates-daily-roundup-september-20,DST Global;Falcon Edge;SoftBank Vision Fund 2;Tencent;Moore Strategic Ventures;Exor Seeds
Klub,$2.40,20/09/2021,India,General,Venture Debt,https://yourstory.com/2021/09/revenue-based-financing-klub-raises-debt-fund-trifecta-capital,
Mindler,$1.50,18/09/2021,New Delhi,Edtech,Pre-Series A,https://yourstory.com/2021/09/funding-alert-edtech-startup-mindler-raises-1-5-million-pre-series-a-funding,Ecosystem Ventures;Inflection Point Ventures;Chennai Angels
Genext Students,$17.00,17/09/2021,Mumbai,Deeptech & AI,Acquisition,https://yourstory.com/2021/09/edtech-startup-genext-students-raises-funds-navneet-education,
Paytail,$1.50,16/09/2021,India,Fintech,Seed,https://yourstory.com/2021/09/bnpl-fintech-startup-paytail-raises-seed-round,
Ayu Health,$6.30,16/09/2021,Bengaluru,Edtech,Series A,https://yourstory.com/2021/09/startup-news-and-updates-daily-roundup-september-16,Tiger Global;Owl Ventures;Insight Partners;Sequoia Capital India;Maverick Ventures;GSV Ventures
Fin,$1.10,16/09/2021,Pune,Fintech,Pre-Seed,https://yourstory.com/2021/09/funding-alert-fintech-startup-4fin-pre-seed-round,
Pine Labs,$100.00,16/09/2021,India,Fintech,,https://yourstory.com/2021/09/funding-fintech-startup-pine-labs-100-million-invesco-developing-markets,
Tynker,$200.00,16/09/2021,India,Edtech,Acquisition,https://inc42.com/buzz/byjus-acquires-coding-platform-tynker-for-about-200-mn/,BYJU's
Atomberg Technologies,,16/09/2021,Mumbai,Clean Tech,Series B,https://inc42.com/buzz/actor-deepika-padukone-invests-in-cleantech-startup-atomberg-technologies/,KA Enterprises;Deepika Padukone
OML Entertainment,$8.74,17/09/2021,Mumbai,Media & Entertainment,Acquisition,https://inc42.com/buzz/nodwin-gaming-acquires-gaming-adjacent-ips-of-oml-entertainment-for-inr-73-cr/,NODWIN Gaming;Nazara Technologies
