Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CarTrade,$107.78,09/08/2021,India,E-commerce,,https://inc42.com/buzz/cartrade-raises-inr-900-cr-from-anchor-investors-as-ipo-subscription-kicks-off/,
Grad,$185.00,09/08/2021,Mumbai,Edtech,Debt,https://inc42.com/buzz/upgrad-enters-unicorn-club-with-185-mn-fundraise/,
Credgenics,$25.00,10/08/2021,India,Fintech,Series A,https://inc42.com/buzz/credgenics-raises-25-mn-in-series-a-round-at-valuation-of-over-100-mn/,Westbridge Capital;Tanglin Venture Partners among others;Tanglin Venture Partners;CEO of BharatPe;Abhimanyu Munjal;MD;CEO of Hero Fincorp Group;Karthik Bhat;Kushal;Gautam;Accel Partners
Pickrr,$12.00,11/08/2021,India,E-commerce,Series B,https://inc42.com/buzz/logistics-tech-startup-pickrr-raises-12-mn-from-iifl-others/,IIFL;Amicus Capital;Ananta Capital;Omidyar Network India;Guild Capital
Zeni,$34.00,05/08/2021,India,Fintech,Series B,https://inc42.com/buzz/fintech-startup-zeni-raises-34-mn-led-by-elevation-capital-others/,Elevation Capital;Neeraj Arora;Saama Capital;Amit Singhal;Sierra Ventures;Twin Ventures;Dragon Capital;Liquid 2 Ventures
Faarms,$2.00,05/08/2021,India,Agritech,Seed,https://inc42.com/buzz/agritech-startup-faarms-raises-2-mn-led-by-global-angels/,Global Angels;Koh Boon Hwee
Bn,$1400.00,07/08/2021,Delhi,Fintech,Series E,https://inc42.com/infocus/funding-galore/indian-startup-funding-updates-unacademy-bharatpe-over-1-4-bn-raised-august-first-week/,
Miko,$29.00,11/08/2021,Mumbai,General,Series B,https://entrackr.com/2021/08/exclusive-miko-raises-29-mn-in-a-new-round/,IIFL;IvyCap Ventures in April
CoinDCX,$90.00,10/08/2021,India,Web3 & Crypto,Series C,https://entrackr.com/2021/08/crypto-exchange-coindcx-raises-90-mn-to-trade-up-to-unicorn-status/,Coinbase Ventures;Polychain Capital;Block
Materials,$8.50,09/08/2021,Bengaluru,General,Series A,https://entrackr.com/2021/08/log-9-materials-bags-8-5-mn-led-by-amara-raja-batteries/,Amara Raja Batteries
Bn. Unacademy,$1392.00,07/08/2021,India,Fintech,Series D,https://entrackr.com/2021/08/funding-in-indian-startups-this-week-02-aug-07-aug/,Temasek;Tiger Global Management;SoftBank Vision Fund II;SoftBank;General Atlantic;Tiger Global
Toothsi,$20.00,06/08/2021,Mumbai,General,Series B,https://entrackr.com/2021/08/dental-tech-startup-toothsi-raises-20-mn-in-series-b/,Eight Roads Ventures;Think Investments
Jupiter,$45.00,05/08/2021,India,Fintech,Seed,https://entrackr.com/2021/08/jupiter-raises-45-mn-led-by-nubank-and-others-at-300-mn-valuation/,Nubank;Global Founders Club;Sequoia Capital;Matrix Partners;Berkshire Hathaway
Rocket Skills,$0.26,05/08/2021,Gurugram,General,Pre-Seed,https://entrackr.com/2021/08/agricultural-education-startup-rocket-skills-raises-pre-seed-round/,Better Capital;First Cheque;Titan Capital
Eduvanz,$11.98,05/08/2021,Mumbai,General,Series A,https://entrackr.com/2021/08/exclusive-eduvanz-raises-rs-100-cr-in-series-b-from-sequoia-and-others/,Sequoia Capital India in August 2020
Nirmata,$4.00,11/08/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/08/funding-software-kubernetes-solutions-nirmata-z5-capital,Z5 Capital;Menlo Ventures;Uncorrelated Ventures;Samsung Next;Benhamou Global Ventures (BGV);BV Jagadeesh
Grip Invest,$3.00,11/08/2021,Gurugram,Fintech,Series A,https://yourstory.com/2021/08/funding-alert-gurugram-fintech-grip-invest-raises-3m-seriesa-round,Venture Highway;Endiya Partners
Neuron7.ai,$4.20,10/08/2021,Pune,Deeptech & AI,Seed,https://yourstory.com/2021/08/funding-alert-neuron7ai-nexus-venture-partners-battery-ventures,Nexus Venture Partners
NimbleBox.ai,$1.00,10/08/2021,Chennai,Deeptech & AI,Seed,https://yourstory.com/2021/08/mlops-platform-nimblebox-raises-seed-round-venture-catalysts,Venture Catalysts;The Chennai Angels;Nanavati Family;Astarc Ventures
