Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Generico,$1.20,08/01/2021,India,Healthtech,Series A,https://inc42.com/buzz/healthtech-startup-generico-raises-inr-10-cr-debt-from-alteria-capital/,
Toothsi,$5.00,09/01/2021,India,Healthtech,,https://inc42.com/buzz/toothsi-raises-5-mn-to-power-at-home-dental-care-growth/,Thi
Zupee,$10.00,11/01/2021,Gurugram,Gaming,,https://inc42.com/buzz/zupee-raises-10-mn-from-westcap-to-build-on-2020-growth/,WestCap Group;Matrix Partners India
Infra.Market,$6.80,13/01/2021,Mumbai,General,Series B,https://inc42.com/buzz/b2b-marketplace-infra-market-raises-6-8-mn-debt-funding-from-innoven/,Evolvence India Fund;Sistema Asia Fund;Foundamental
CoinSwitch Kuber,$15.00,13/01/2021,Bengaluru,Fintech,Series A,https://inc42.com/buzz/coinswitch-kuber-bags-15-mn-round-amid-indian-crypto-funding-spree/,Paradigm;San Francisco-based crypto-focused investment firm Paradigm;Sequoia;CRED’s Kunal Shah;CRED founder Kunal Shah
Udaan,$497.00,09/01/2021,Pune,Agritech,Series C,https://entrackr.com/2021/01/funding-in-indian-startups-this-week-04-jan-09-jan/,Matrix Partners;West Cap;ABC World Asia;Invested Development;Ankur Capital also participated;Beenext;Chiratae Ventures;Ankur Capital
Zupee,$8.38,08/01/2021,Gurugram,Gaming,Series A,https://entrackr.com/2021/01/exclusive-zupee-bags-rs-70-cr-fresh-round-at-rs-740-cr-valuation/,Matrix Partners;West Cap
Beverages,$2.00,11/01/2021,Goa,General,Series A,https://yourstory.com/2021/01/funding-alert-goa-startup-nao-spirts-and-beverages,
Jumbotail,$14.20,08/01/2021,Bengaluru,General,,https://yourstory.com/2021/01/funding-alert-b2b-food-marketplace-jumbotail-retail-series-b,VII Ventures;Nutresa;Veronorte;Jumbofund;Klinkert Investment Trust;Peter Crosby Trust;Nexus Venture Partners;Discovery Ventures
Siply,$1.00,12/01/2021,Bengaluru,Fintech,Seed,https://yourstory.com/2021/01/bengaluru-fintech-startup-siply-funding-inflection-point-ventures,Inflection Point Ventures
Knocksense,$119.76,14/01/2021,Lucknow,General,,https://yourstory.com/2021/01/funding-lucknow-mediatech-startup-knocksense-angel-round,
Wright Research,$15.00,14/01/2021,Mumbai,Deeptech & AI,Pre-Seed,https://yourstory.com/2021/01/ai-powered-advisory-firm-wright-research-pre-seed-funds-brtsif,
Zupee,$10.00,14/01/2021,Kanpur,Gaming,,https://yourstory.com/2021/01/gurugram-startup-mobile-gaming-platform-zupee-jobs-roundup,WestCap Group (WestCap);Matrix Partners India
Chalo,$7.00,13/01/2021,Mumbai,General,,https://yourstory.com/2021/01/funding-alert-chalo-to-digitise-india-public-transport-sector,Tarun Sawhney of Triveni Group
ReadyAssist,$1.00,13/01/2021,Delhi,General,Seed,https://yourstory.com/2021/01/funding-alert-vehicle-repair-startup-readyassist-seed-round,
VComply,$6.00,12/01/2021,Kolkata,General,Series A,https://yourstory.com/2021/01/funding-grc-management-platform-vcomply-counterpart-ventures-accel,
Karkhana.io,$1.50,12/01/2021,India,General,Seed,https://yourstory.com/2021/01/funding-alert-karkhanaio-raises-15-million-in-seed,Vertex Ventures Southeast Asia;India
PurpleTutor,$23.95,12/01/2021,Mumbai,Edtech,Seed,https://yourstory.com/2021/01/funding-alert-edtech-startup-purpletutor-ivycap-ventures,
True Elements,$1.20,11/01/2021,Pune,General,,https://yourstory.com/2021/01/funding-pune-food-startup-true-elements-maharashtra-state-social-venture-fund,
