Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$175.00,20/03/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-march-13-20-from-policybazaar-to-myglamm-175-mn-raised-by-indian-startups/,Falcon Edge Capital to expand its presence in the United Arab Emirates (UAE)
True Balance,$10.00,22/03/2021,Chennai,Fintech,Series D,https://inc42.com/buzz/true-balance-raises-10mn-for-its-nbfc-arm-in-debt-funding/,Northern Arc
Dream11 Parent,$400.00,24/03/2021,Mumbai,General,,https://inc42.com/buzz/ahead-of-ipl-2021-dream11-parent-raises-400-mn-from-tcv-d1-capital-falcon-edge/,TCV;D1 Capital Partners;Falcon Edge;ChrysCapital;TPG Growth;Steadview Capital;Footpath Ventures;China’s Tencent Holdings;Kalaari Capital;Multiples Alternate Asset Management among other investors are looking to sell their shares
CityMall,$11.00,25/03/2021,India,E-commerce,Series A,https://inc42.com/buzz/citymall-bags-11-mn-series-a-to-expand-social-commerce-base/,Accel Partners;Elevation Capital;WaterBridge
MediBuddy,$165.00,25/03/2021,India,General,Series E,https://entrackr.com/2021/03/medibuddys-valuation-crosses-165-mn-in-latest-funding-tranche/,India Life Sciences Fund in early February
Dot,$23.40,25/03/2021,Gurugram,Fintech,Series A,https://entrackr.com/2021/03/exclusive-dot-raises-23-4-mn-from-payu-google-and-infoedge/,
Purplle,$45.00,22/03/2021,Mumbai,E-commerce,Series C,https://entrackr.com/2021/03/purplle-raises-45-mn-from-sequoia-and-existing-backers/,
KreditBee,$145.00,22/03/2021,Bengaluru,General,Series A,https://entrackr.com/2021/03/kreditbee-closes-its-series-c-round-at-145-mn/,Madhusudan E;KreditBee is a platform facilitating loan transactions between the borrowers
Policybazaar,$213.00,20/03/2021,India,Edtech,Series E,https://entrackr.com/2021/03/funding-in-indian-startups-this-week-15-mar-20-mar/,GGV Capital;Falcon Edge Capital
ReshaMandi,$1.70,25/03/2021,India,Agritech,Seed,https://yourstory.com/2021/03/funding-agritech-startup-reshamandi-raises-seed-funding,Omnivore;Strive Ventures;Axilor Ventures;Supply Chain Labs (Lumis)
Janani,$0.96,25/03/2021,India,Healthtech,Seed,https://yourstory.com/2021/03/funding-alert-healthtech-janani-venture-catalysts-apollo-hospitals,Venture Catalysts;Apollo Hospitals;Inflection Point Ventures;Lets Venture participated in the seed;9unicorn;AL
Rupifi,$4.10,25/03/2021,Bengaluru,Fintech,Pre-Series A,https://yourstory.com/2021/03/funding-fintech-platform-rupifi-raises-pre-seriesa-quona-capital,Quona Capital
Dream11,$400.00,24/03/2021,India,General,,https://yourstory.com/2021/03/startup-funding-parent-firm-dream-11-sports-tech,
Voiro,$1.80,24/03/2021,Bengaluru,SaaS,Pre-Series A,https://yourstory.com/2021/03/funding-bengaluru-saas-startup-voiro-pre-seriesa-mela-ventures,Mela Ventures;1Crowd
Zotalabs,$0.11,24/03/2021,Pune,Edtech,Seed,https://yourstory.com/2021/03/funding-alert-online-learning-startup-zotalabs-dhianu-das-alfa-ventures,Dhianu Das from Alfa Ventures
ExtraaEdge,$1.00,24/03/2021,Pune,SaaS,Pre-Series A,https://yourstory.com/2021/03/funding-education-martech-startup-extraaedge-raises-pre-seriesa,Pentathlon Ventures
Cancer Clinics,$1.50,24/03/2021,Hyderabad,Fintech,Pre-Series A,https://yourstory.com/2021/03/startup-news-updates-daily-roundup-march-24-2021,Axilor Ventures;TCV;D1 Capital Partners;Falcon Edge;Valar Ventures
Inshorts,$35.93,24/03/2021,India,General,,https://yourstory.com/2021/03/funding-inshorts-public-app-raises-a91-partners,A91 Partners;Addition
Happy Jars,$0.36,24/03/2021,Delhi,General,Seed,https://yourstory.com/2021/03/funding-food-brand-happy-jars-raises-3crore-inflection-point-ventures,Inflection Point Ventures
Velocity,$10.30,24/03/2021,Bengaluru,Fintech,Seed,https://yourstory.com/2021/03/funding-alert-fintech-startup-velocity-raises-10million,Valar Ventures;Peter Thiel
SkilloVilla,$0.42,23/03/2021,Bengaluru,Edtech,Seed,https://yourstory.com/2021/03/funding-edtech-startup-skillovilla-raises-seed-round-titan-capital,Survam Partners
FloBiz,$10.00,23/03/2021,India,General,Series A,https://yourstory.com/2021/03/funding-alert-flobiz-raises-10-million-series-a-round,Elevation Capital;Greenoaks Capital;Beenext
FinOne,$1.00,22/03/2021,India,Fintech,Seed,https://yourstory.com/2021/03/muvin-neobank-finone-technologies-seed-funding-financial-literacy,
