Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.purplle.com/,$60.00,14/10/2024,Mumbai,Beauty E-Commerce,Series F,https://entrackr.com/2024/10/purplle-closes-series-f-round-at-180-mn/
https://www.perceptyne.com/,$3.00,14/10/2024,Hyderabad,Robotics,Seed,https://entrackr.com/2024/10/deeptech-robotics-startup-perceptyne-raises-3-mn-in-seed-round/
https://thegoodbug.com/,$3.50,14/10/2024,Mumbai,Health and Wellness Brand,Series A,https://inc42.com/buzz/the-good-bug-raises-3-5-mn-from-sharrp-fireside-ventures/
https://yoholife.in/,$3.20,15/10/2024,Delhi,D2C Footwear Brand,Pre-Series B,https://entrackr.com/2024/10/d2c-footwear-brand-yoho-raises-rs-27-cr-in-pre-series-b-round/
https://elixia.tech/,$1.00,14/10/2024,Mumbai,Logistics Automation,Pre-Series A,https://entrackr.com/2024/10/jiif-leads-1-mn-round-in-logistics-automation-startup-elixia/
https://store.troogood.com/,$9.00,15/10/2024,Hyderabad,D2C Snack Brand,,https://entrackr.com/2024/10/troo-good-raises-9-mn-led-by-puro-wellness/
https://www.datasciencewizards.ai/,$1.40,15/10/2024,Thane,Data Science,Seed,https://entrackr.com/2024/10/data-science-wizards-raises-1-4-mn-in-seed-funding/
https://www.primuslife.in/,$20.00,16/10/2024,Bengaluru,Eldercare,Seed,https://economictimes.indiatimes.com/tech/funding/eldercare-startup-primus-senior-living-raises-20-million-from-general-catalyst-others/articleshow/114257469.cms
https://www.lifechartayurveda.in/,$0.50,16/10/2024,Gurugram,Wellness Brand,Seed,https://entrackr.com/2024/10/gut-wellness-brand-lifechart-raises-500k-in-seed-round/
https://optimizedelectrotech.com/,$2.97,16/10/2024,Ahmedabad,Defense,Grant,https://inc42.com/buzz/optimized-electrotech-bags-inr-25-cr-grant-from-centre/
https://getalchemystai.com/,$0.30,16/10/2024,Bengaluru,Gen AI - SaaS,Pre-Seed,https://entrackr.com/2024/10/alchemyst-ai-raises-300k-in-pre-seed-round-led-by-ipv-and-others/
https://www.giva.co/,$30.33,14/10/2024,Bengaluru,Online Jewelry Brand,Series B,https://entrackr.com/2024/10/giva-raises-rs-255-cr-a91-and-india-quotient-get-exit-worth-rs-166-cr/
evenflowbrands,,15/10/2024,Bengaluru,E-Commerce Roll-up,Unknown,https://entrackr.com/2024/10/evenflow-raises-bridge-round-eyes-public-listing-by-2027/,
https://redfortcapital.com/,$2.69,16/10/2024,Mumbai,Fintech - NBFC,Debt,https://entrackr.com/2024/10/red-fort-capital-bags-rs-22-6-cr-in-debt-from-major-psu-banks/
https://febi.ai/,$2.00,17/10/2024,Gurugram,Accounting,Pre-Series A,https://entrackr.com/2024/10/accounting-and-tax-management-platform-febi-ai-raises-2-mn/
https://www.suraasa.com/?audience=Ln%20Page%20Description,$6.00,17/10/2024,Gurugram,Edtech,Series A,https://entrackr.com/2024/10/suraasa-raises-6-mn-in-new-round-from-reach-capital-ets-and-others-2/
https://yufoodsco.com/,$6.50,18/10/2024,Gurugram,Consumer Food Brand,Series B,https://entrackr.com/2024/10/consumer-food-brand-yu-raises-rs-55-cr-in-series-b-round/
https://www.tablesprint.com/,$1.00,16/10/2024,Bengaluru,No-code app builder,Seed,https://entrackr.com/2024/10/no-code-app-builder-tablesprint-raises-1-mn-in-seed-round/
https://www.agnitsemi.com/,$3.50,17/10/2024,Bengaluru,Semiconductor,Seed,https://inc42.com/buzz/agnit-semiconductors-nets-3-5-mn-led-by-3one4-capital/
https://www.eruditus.com/,$150.00,18/10/2024,Mumbai,Edtech,Series F,https://entrackr.com/2024/10/eruditus-raises-150-mn-in-series-f-led-by-tpgs-the-rise-fund/
https://wrogn.com/,$9.00,17/10/2024,Bengaluru,Men Fashion Brand,,https://entrackr.com/2024/10/wrogn-raises-9-mn-from-aditya-birla-digital-fashion/
https://www.sliceit.com/,$8.60,17/10/2024,Bengaluru,Fintech - Consumer Lending,,https://entrackr.com/2024/10/exclusive-slice-raises-8-6-mn-from-ceo-rajan-bajaj/
https://www.simplismart.ai/,$7.00,18/10/2024,Bengaluru,SaaS,Series A,https://entrackr.com/2024/10/saas-startup-simplismart-raises-7-mn-in-series-a-funding/
