Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.growxcd.com/,$5.77,29/01/2025,Chennai,Fintech - NBFC,,https://economictimes.indiatimes.com/tech/funding/lok-capital-and-uc-impower-invest-rs-50-crore-in-growxcd-finance/articleshow/117686694.cms
https://ambak.com/,$7.00,28/01/2025,Gurugram,Fintech - home loan,Seed + Pre-Series A,https://entrackr.com/snippets/home-loan-startup-ambak-raises-7-mn-led-by-peak-xv-8661535
dressfolk,,27/01/2025,Gurugram,Clothing,Unknown,https://entrackr.com/snippets/eternal-capital-and-mamaearths-ghazal-alagh-back-dressfolk-8657116,
https://indulge.global/,$1.00,27/01/2025,Goa,Luxury Concierge Services,,https://inc42.com/buzz/shark-tank-fame-indulge-global-bags-funding-to-offer-concierge-services/
http://www.emizainc.com/,$12.00,27/01/2025,Mumbai,Supply Chain and Warehousing,Series C,https://entrackr.com/snippets/emiza-raises-rs-100-cr-in-series-c-round-8657375
https://www.gericare.in/,$13.00,27/01/2025,Chennai,Healthcare,,https://entrackr.com/snippets/invascent-leads-13-mn-round-in-geri-care-health-services-8658435
https://bizloanindia.com/,$4.00,28/01/2025,Gurugram,Fintech - NBFC,Series A,https://entrackr.com/snippets/nbfc-bizloan-raises-rs-35-cr-in-series-a-funding-8660744
https://leapscholar.com/,$65.00,29/01/2025,Bengaluru,Fintech - Education,,https://entrackr.com/news/edtech-company-leap-raises-65-mn-led-by-apis-partners-8663858
https://astrome.co/,$10.00,27/01/2025,Bengaluru,Deeptech,,https://entrackr.com/news/astrome-technologies-raises-10-mn-led-by-appollo-fund-8658316
https://originfresh.in/,$1.00,28/01/2025,Bengaluru,E-Commerce - Fresh Produce,Pre-Seed,https://entrackr.com/snippets/aeravti-ventures-leads-1-mn-round-in-origin-fresh-8661367
https://metashot.in/,$1.27,28/01/2025,Bengaluru,Gaming,Seed + Debt,https://entrackr.com/snippets/saucevc-leads-11-cr-round-in-gaming-startup-metashot-8660717
https://www.innov8.work/,$13.00,28/01/2025,Delhi,Co-Working,,https://entrackr.com/news/oyo-owned-innov8-raises-rs-110-cr-at-rs-1000-cr-valuation-8660332
https://www.voltup.in/,$8.00,27/01/2025,Mumbai,EV - Battery Swapping,Seed,https://entrackr.com/snippets/voltup-raises-8-mn-in-seed-funding-round-8657725
https://www.gochk.com/,$2.50,30/01/2025,Bengaluru,D2c Footwear Brand,,https://economictimes.indiatimes.com/tech/funding/footwear-startup-chk-raises-2-5-million-from-accel-bluestone-others/articleshow/117696832.cms
https://utsavapp.in/home,$0.73,31/01/2025,Kolkata,Spiritual,Seed,https://entrackr.com/snippets/spiritual-tech-startup-utsav-raises-rs-635-cr-8677250
https://thinkmetal.in/,$0.80,28/01/2025,Chennai,Deeptech,Pre-Series A,https://entrackr.com/snippets/thinkmetal-raises-800k-in-pre-series-a-round-8661333
https://shoppin.app/,$1.00,29/01/2025,Gurugram,Fashion search engine,,https://entrackr.com/snippets/infoedge-ventures-leads-1-mn-round-in-shoppin-8669237
https://www.saladdays.co/,$3.46,30/01/2025,Gurugram,Cloud Kitchen,,https://economictimes.indiatimes.com/tech/funding/salad-days-raises-rs-30-crore-in-round-led-by-v3-ventures-caaf/articleshow/117697394.cms
https://www.medmitra-ai.com/,$0.35,28/01/2025,Jaipur,AI,Pre-Seed,https://economictimes.indiatimes.com/tech/funding/medmitra-ai-raises-rs-3-crore-led-by-all-in-capital-weh-ventures/articleshow/117626643.cms
drasice,,28/01/2025,Delhi,Cloud Kitchen,Unknown,https://economictimes.indiatimes.com/tech/funding/curefoods-makes-strategic-investment-in-dras-ice/articleshow/117624539.cms,
https://www.captainfresh.in/,$30.00,31/01/2025,Bengaluru,Seafood supply chain,Pre-IPO,https://entrackr.com/news/captain-fresh-raises-rs-250-cr-in-ongoing-pre-ipo-round-8678115
https://sammmm.com/,$1.20,30/01/2025,Mumbai,Teen Self Care,Seed,https://entrackr.com/snippets/teen-self-care-brand-sammmm-raises-rs-10-cr-in-seed-funding-8674589
https://whizzo.org/,$4.20,28/01/2025,Bengaluru,Material Science Manufacturing,Seed,https://entrackr.com/snippets/whizzo-raises-42-mn-in-seed-round-led-by-lightspeed-8659906
