Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$166.00,23/01/2021,Bengaluru,Agritech,Series E,https://inc42.com/infocus/funding-galore/indian-startup-funding-january-18-23-166-mn-raised-across-26-deals/,Google;Lightstone;Lightbox;Evolvence;Hana Financial Investment;LGT Lightstone Aspada;Alteria among others;3 L Capital;Moving Capital;Pivot Ventures;Bhoruka Finance Corporation
DeHaat,$119.00,23/01/2021,Bengaluru,Logistics,Series C,https://entrackr.com/2021/01/funding-in-indian-startups-this-week-18-jan-23-jan/,Salesforce Ventures;Prosus Ventures (previously Naspers);Google;Lightbox;Evolvence;Hana Financial Investment;LGT Lightstone Aspada;Alteria Capital;Sequoia Capital India;FMO;Omnivore;AgFunder
Saveo,$4.00,28/01/2021,Bengaluru,Healthtech,Seed,https://yourstory.com/2021/01/bengaluru-b2b-healthtech-startup-funding-saveo-4m-matrix-partner,Matrix Partners India;RTP Global;Incubate Fund;India Quotient
Ruptok,$1.20,25/01/2021,Delhi,Fintech,Debt,https://yourstory.com/2021/01/funding-fintech-startup-ruptok-canadian-investment-firm-wurk,
Vista Rooms,$1.20,27/01/2021,Mumbai,General,,https://yourstory.com/2021/01/hospitality-firm-vista-rooms-raises-10crore-dsg-consumer-partners,DSG Consumer Partners;CA Holdings;Artha India Ventures;Anand Ladsariya
Ula,$20.00,28/01/2021,India,General,Series A,https://yourstory.com/2021/01/indonesia-startup-ula-raises-20-m-seriesa-round,Quona Capital;B Capital Group
Elucidata,$5.00,28/01/2021,India,General,Pre-Series A,https://yourstory.com/2021/01/biomedical-startup-elucidata-5m-pre-seriesa-ivycap-ventures-funding,IvyCap Ventures;Hyperplane Venture Capital
LottieFiles,$9.00,28/01/2021,India,General,Series A,https://yourstory.com/2021/01/funding-alert-lottiefiles-series-a-microsoft-m12-venture-fund,Microsoft's M12 Venture Fund;M12
GrowFix,$2.00,28/01/2021,India,General,Seed,https://yourstory.com/2021/01/funding-alert-growfix-zerodha-rainmatter-better-capital,Zerodha's Rainmatter Capital;Better Capital;Kunal Shah of CRED;Founder
MPL,$0.44,28/01/2021,India,Gaming,Series C,https://yourstory.com/2021/01/mpl-raises-500000-employees,
Headfone,$2.63,27/01/2021,Bengaluru,General,Series A,https://yourstory.com/2021/01/funding-social-audio-startup-headfone-south-korean-investment-firm-hashed,South Korean VC firm Hashed;Hashed;Axilor Ventures
Makers Hive,$9.00,27/01/2021,Hyderabad,Healthtech,,https://yourstory.com/2021/01/funding-alert-makers-hive-starfish-growth-partners,
Vimeo,$300.00,27/01/2021,India,General,,https://yourstory.com/2021/01/video-tools-software-vimeo-funding-iac-spinoff,
VenWiz,$3.00,27/01/2021,Bengaluru,General,Seed,https://yourstory.com/2021/01/funding-alert-industrial-b2b-services-platform-venwiz-accel-nexus-venture-partners,Accel India;Accel Partners;Elevation Capital
Inficold,$0.78,22/01/2021,Noida,General,Pre-Series A,https://yourstory.com/2021/01/funding-alert-cold-chain-startup-inficold-rvcf,
Fitso,$9.58,22/01/2021,Delhi NCR,Sports,Acquisition,https://inc42.com/buzz/zomato-acquires-sports-discovery-startup-fitso-for-over-80-cr/,Zomato
Bombay Shaving Company,$5.39,28/01/2021,India,D2C,,https://inc42.com/buzz/bombay-shaving-company-to-expand-private-label-play-with-funding/,Reckitt Benckiser
Headfone,$3.00,28/01/2021,India,Media & Entertainment,Series A,https://inc42.com/buzz/social-audio-platform-headfone-bags-series-a-from-south-korean-vc-hashed/,Hashed;Seung Yoon Lee;Axilor Ventures;Fosun RZ Capital
Phable,$6.00,28/01/2021,Bengaluru,Healthtech,Series A,https://entrackr.com/2021/01/exclusive-phable-kicks-off-series-a-round/,Manipal Health Enterprises;SOSV
Junio,,25/01/2021,India,Fintech,Seed,https://entrackr.com/2021/01/exclusive-kids-focused-fintech-platform-junio-mops-up-seed-round/,Kunal Shah (QED Innovation Labs)
DeHaat,$30.00,28/01/2021,Patna,agritech,Series C,https://yourstory.com/2021/01/jobs-roundup-dehaat-agritech-startup-farmers,Prosus Ventures;Sequoia Capital India;FMO;Omnivore;AgFunder
Zouk,,27/01/2021,India,D2C,Seed,https://yourstory.com/2021/01/funding-vegan-lifestyle-brand-zouk-titan-capital-beardo-mamaearth,Titan Capital
SeeVC,$0.10,25/01/2021,Delhi,edtech,Seed,https://yourstory.com/2021/01/delhi-tech-startup-seevc-raises-seed-funding-sweden-angel-investor,Jimmy Singh
RevFin,,25/01/2021,India,fintech,Undisclosed,https://yourstory.com/2021/01/shell-foundation-funding-revfin-loan-smarte-ev-mobility,Shell Foundation
KIKO TV,,25/01/2021,India,ecommerce,Pre-Series A,https://yourstory.com/2021/01/funding-live-video-commerce-platform-pre-seed-investment-sovs,SOSV
Embee Software,,23/01/2021,Kolkata,IT services,Acquisition,https://yourstory.com/2021/01/microsoft-cloud-solution-embee-software-acquired-softline-group,Softline Group
Wakefit,$22.16,22/01/2021,Bengaluru,D2C,Series B,https://yourstory.com/2021/01/wakefitco-offers-rs-15cr-esops-buyback-options-to-employees,Verlinvest;Sequoia Capital India
