Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Koo,$28.50,27/05/2021,India,Social Media,Series B,https://entrackr.com/2021/05/a-look-at-koos-series-b-round-shareholding-and-esop-structure/,Tiger Global;IIFL;3one4 Capital;Kalaari Capital;Accel Partners;Dream Incubator;Rebrook PTE;Mirae Assets
Good Health Clinic,$5.20,02/06/2021,Hyderabad,Healthtech,,https://yourstory.com/2021/06/funding-alert-digi-prex-ghc-raises-52-million-khosla-ventures,Khosla Ventures;Quiet Capital;W Health Ventures;Weekend Fund
Gympik Health Solutions,,02/06/2021,India,Fitness,Acquisition,https://yourstory.com/2021/06/roundglass-acquires-fitness-discovery-platform-gympik-health-solutions,RoundGlass
Almo,,01/06/2021,Gurugram,D2C,Seed,https://yourstory.com/2021/06/funding-alert-d2c-mens-essential-wear-brand-almo-seed-round,AngelList India;Arjun Vaidya;Piyush Shah;Muralikrishnan;Nitin Gupta;Rohit Chanana
GalaxEye,,01/06/2021,Chennai,Spacetech,Pre-Seed,https://yourstory.com/2021/06/funding-spacetech-startup-galaxeye-pre-seed-round-speciale-invest,Speciale Invest
Jobsgaar Technologies,$0.14,01/06/2021,New Delhi,Jobs,Seed,https://yourstory.com/2021/06/funding-startup-jobsgaar-sucseed-indovation-fund,SucSEED Indovation Fund;Rohit Chanana;Jasminder Singh Gulati;Poonam Kaul;Sunil Kamath
Accio Robotics,,31/05/2021,India,Robotics,Undisclosed,https://yourstory.com/2021/05/funding-alert-accio-robotics-startup-100x-vc,Uday Sodhi;Jignesh Kenia;Utpal Doshi;Girish Jain;Pankaj Bhargava
ThatMate,$0.14,31/05/2021,Pune,Healthtech,,https://yourstory.com/2021/05/funding-pune-sexual-mental-wellness-app-teens-thatmate-angel-round,Rebalance Angel Community;MeitY;Premanshu Singh;Devendra Rane;Kanti Prabha
FastNext,,28/05/2021,Bengaluru,HR Tech,Acquisition,https://yourstory.com/2021/05/ansrs-talent500-acquires-ai-recruitment-startup-fastnext-transforming-global-hiring,Talent500;ANSR
Get My Parking,$60.00,27/05/2021,Bengaluru,Mobility,,https://yourstory.com/2021/05/funding-mobility-startup-get-my-parking-raises-6m-ivycap-ventures-ian-fund,IvyCap Ventures;IAN Fund
Polygon,,27/05/2021,Bengaluru,Blockchain,Undisclosed,https://yourstory.com/2021/05/billionaire-investor-mark-cuban-invests-indian-crypto-startup-polygon,Mark Cuban
Atlan,$16.00,27/05/2021,India,SaaS,Series A,https://yourstory.com/2021/05/jobs-roundup-atlan-data-democratisation-startup,Insight Partners;Sequoia Capital India Surge;Waterbridge Ventures
