Company,Amount ($M),Date,HQ,Sector,Series,Source
https://cricheroes.com/,,13/08/2024,Ahmedabad,Sportstech,Series B,https://entrackr.com/2024/08/venture-catalysts-invests-in-games24x7-backed-cricheroes/
https://healthcred.co.in/,$1.20,12/08/2024,Bengaluru,B2B Healthcare Financing,Seed,https://entrackr.com/2024/08/healthcred-raises-1-2-mn-in-seed-round/
https://4basecare.com/,$6.00,12/08/2024,Bengaluru,Healthcare - Biotech,Series A,https://entrackr.com/2024/08/4basecare-raises-6-mn-in-series-a-round-led-by-yali-capital/
https://www.infinyte.club/,$3.60,12/08/2024,Bengaluru,Fintech - Wealthtech,,https://entrackr.com/2024/08/wealthtech-startup-infinyte-club-raises-3-6-mn-led-by-elevation/
https://haldenluxury.com/,$0.60,12/08/2024,Mumbai,Men’s Luxury Brand,Seed,https://entrackr.com/2024/08/halden-secures-rs-5-cr-from-prajay-advisors/
https://www.kazam.in/,$8.00,12/08/2024,Bengaluru,EV Charging,Series A,https://entrackr.com/2024/08/e-mobility-startup-kazam-raises-8-mn-led-by-vertex-ventures/
https://www.skydo.com/,$5.00,13/08/2024,Bengaluru,Fintech - Cross Border Payments,Pre-Series A,https://entrackr.com/2024/08/skydo-raises-5-mn-led-by-elevation-capital/
https://www.eyerov.com/,$1.20,13/08/2024,Kochi,Marine Robotics,Pre-Series A,https://entrackr.com/2024/08/marine-robotics-startup-eyerov-raises-1-2-mn-in-pre-series-a/
https://www.ziptrrip.com/,$0.24,12/08/2024,Mumbai,Traveltech,Pre-Seed,https://entrackr.com/2024/08/travel-tech-startup-ziptrrip-raises-pre-seed-roundtravel-tech-startup-ziptrrip-raises-pre-seed-round/
adukale,,12/08/2024,Bengaluru,FMCG Brand,Unknown,https://entrackr.com/2024/08/nuventures-backs-traditional-snacks-brands-adukale/,
https://www.miclient.ai/,$0.46,12/08/2024,Gurugram,AI B2B Sales Enablement Platform,Seed,https://entrackr.com/2024/08/miclient-raises-seed-round-from-ian-group-others/
https://www.sixsensemobility.com/home,$0.71,14/08/2024,Delhi,Smart Mobility,Seed,https://entrackr.com/2024/08/piper-serica-invests-in-six-sense-mobility/
https://www.truva.in/,$3.00,12/08/2024,Mumbai,Proptech,Seed,https://entrackr.com/2024/08/proptech-startup-truva-raises-3-mn-led-by-stellaris/
https://www.atherenergy.com/,$71.00,13/08/2024,Bengaluru,EV,,https://economictimes.indiatimes.com/tech/funding/ather-enters-unicorn-lane-with-71-million-from-govts-niif/articleshow/112474512.cms?from=mdr
https://www.letsbeco.com/,$10.00,13/08/2024,Mumbai,Eco-friendly home and kitchen brand,Pre-Series B,https://entrackr.com/2024/08/beco-raises-10-mn-in-pre-series-b-round-led-by-tanglin/
