Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Share Microfin,$27,18/05/2007,Hyderabad,Microfinance,Unknown,http://www.vccircle.com:80/2007/05/18/share-microfin-gets-27-million-investment-from-legatum-capital-aavishkar-goodwell/,Legatum Capital;Aavishkaar Goodwell
