Company,Amount ($M),Date,HQ,Sector,Series,Source
https://astrotalk.com/,$20.00,12/02/2024,Noida,"Astrology - Spiritual Tech ",Series A,https://entrackr.com/2024/02/astrotalk-raises-20-mn-from-left-lane-capital/
https://www.corritelectric.com/,$0.60,12/02/2024,Noida,EV,,https://entrackr.com/2024/02/ev-manufacturing-startup-corrit-electric-raises-rs-5-cr/
https://www.pocketatm.in/index.html,$0.40,13/02/2024,Bengaluru,Fintech,Pre-Seed,https://entrackr.com/2024/02/fintech-startup-pocketatm-raises-pre-seed-round/
https://ayekart.com/,$6.50,15/02/2024,Mumbai,Fintech - Agritech,Series A,https://entrackr.com/2024/02/ayekart-raises-6-5-mn-in-series-a-led-by-omnivore/
https://www.veera.com/,$6.00,15/02/2024,Mumbai,Mobile Browser,Seed,https://entrackr.com/2024/02/veera-raises-6-mn-in-seed-round-led-by-ayon-capital/
https://www.noccarc.com/,$2.00,13/02/2024,Pune,Healthtech,Seed,https://entrackr.com/2024/02/medical-devices-startup-noccarc-raises-2-mn-led-by-ian/
https://www.explurger.com/,$4.50,14/02/2024,Delhi,Social Media for Travellers,Series A,https://economictimes.indiatimes.com/tech/funding/explurger-raises-4-5-million-in-series-a-round/articleshow/107686689.cms
https://supertails.com/,$15.00,13/02/2024,Bengaluru,E-Commerce - Petcare Products,Series B,https://entrackr.com/2024/02/pet-care-startup-supertails-scoops-up-15-mn-in-series-b/
https://frubon.com/index.php,,13/02/2024,Jaipur,Dairy Brand,Series A,https://inc42.com/buzz/dairytech-startup-frubon-bags-series-a-funding-to-grow-retail-footprint-across-north-india/
https://scandalousfoods.in/,$0.36,14/02/2024,Mumbai,Foodtech - B2B Sweets,Pre-Seed,https://entrackr.com/2024/02/scandalous-foods-closes-pre-seed-round/
https://amberstudent.com/,$21.00,12/02/2024,Pune,Real Estate - Student Accomodation,Equity + Debt,https://economictimes.indiatimes.com/tech/funding/student-accommodation-platform-amber-raises-21-million-led-by-gaja-capital/articleshow/107604636.cms?from=mdr
https://www.metalbook.co.in/,$15.00,15/02/2024,Gurugram,E-Commerce - metal and other commodities,Series A,https://entrackr.com/2024/02/metalbook-raises-15-mn-in-series-a-round/
https://www.captainfresh.in/,$7.00,13/02/2024,Bengaluru,B2B E-Commerce - Seafood,Series C,https://inc42.com/buzz/exclusive-captain-fresh-to-raise-7-mn-funding-from-british-international-investment/
https://consciouschemist.com/,$0.12,13/02/2024,Gurugram,E-Commerce - Skincare brand,Debt,https://entrackr.com/2024/02/conscious-chemist-raises-debt-from-recur/
https://www.happi-planet.com/,$1.00,13/02/2024,Mumbai,E-Commerce - Homecare Products,Seed,https://inc42.com/buzz/happi-planet-bags-funding-from-fireside-ventures-to-offer-non-toxic-home-care-products/
https://www.segwise.ai/,$1.60,14/02/2024,Bengaluru,AI,Pre-Seed,https://entrackr.com/2024/02/segwise-raises-1-6-mn-from-powerhouse-ventures-others/
https://booking.torkmotors.com/,$6.00,13/02/2024,Pune,EV - Electric Motorcycles,,https://entrackr.com/2024/02/exclusive-bharat-forge-backed-tork-motors-raises-6-mn-in-new-round/
https://idckitchen.com/,$0.18,15/02/2024,Bengaluru,E-Commerce - Food,Debt,https://entrackr.com/2024/02/idc-kitchen-raises-funds-from-velocity/
arcatron,,15/02/2024,Pune,Medtech,Unknown,https://entrackr.com/2024/02/orbimed-invests-in-wheelchair-maker-arcatron/,
https://yufoodlabs.com/,$2.40,12/02/2024,Gurugram,E-Commerce - Instant Food Brand,Series A,https://entrackr.com/2024/02/consumer-foods-brand-yu-raises-rs-20-cr-in-follow-on-series-a-round/
