Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
KKR,$664.67,23/09/2020,India,E-commerce,,https://inc42.com/buzz/kkr-grabs-1-28-stake-in-reliance-retail-for-inr-5-5k-cr/,
BYJU’S,$171.26,23/09/2020,Mumbai,Edtech,Acquisition,https://inc42.com/buzz/byjus-raises-funding-from-blackrock-sands-capital-and-alkeon-capital/,Silver Lake;General Atlantic;Owl Ventures;Tiger Global Management too
Rephrase.ai,$1.50,25/09/2020,Bengaluru,SaaS,Seed,https://inc42.com/buzz/rephrase-ai-raises-1-5-mn-led-by-lightspeed-ventures-av8-ventures/,Lightspeed Ventures;AV8 Ventures
ShareChat,$40.00,24/09/2020,Bengaluru,General,Series D,https://inc42.com/buzz/sharechat-raises-40-mn-from-twitter-lightspeed-and-others/,Twitter;SAIF Partners;India Quotient;Twitter Inc;Lightspeed Ventures in its Pre Series E round;Shunwei Capital;Lightspeed Venture Partners;SAIF Capital;Morningside Venture Capital had
Samunnati,$20.00,25/09/2020,Chennai,Agritech,Debt,https://inc42.com/buzz/samunnati-raises-20-mn-from-development-finance-corporation/,
Pristyn Care,$10.32,28/09/2020,India,Healthtech,Series A,https://inc42.com/buzz/exclusive-healthtech-startup-pristyn-care-raises-inr-86-14-cr/,Hummingbird Ventures;Sequoia Capital India;Greenoaks Capital;AngelList to expand its healthcare operations
Etrio,$3.00,29/09/2020,Hyderabad,EV & Mobility,Series A,https://inc42.com/buzz/etrio-raises-3-mn-in-series-a-funding-round-from-hnis/,Janardhan Rao
Smallcase,$14.00,28/09/2020,Bengaluru,Fintech,Series A,https://entrackr.com/2020/09/smallcase-raises-14-mn-series-b-funding/,DSP Group;Sequoia India
Flipkart,$560.00,26/09/2020,Bengaluru,E-commerce,,https://entrackr.com/2020/09/flipkart-raises-560-mn-more-from-walmart-closes-1-3-bn-total-funding-in-2020/,
Hopscotch,$25.00,24/09/2020,Mumbai,E-commerce,Series C,https://entrackr.com/2020/09/kids-fashion-brand-hopscotch-raises-25-mn-fresh-round-after-4-years/,Eduardo Saverin in February 2016
Sunstone Eduversity,$2.87,29/09/2020,India,Edtech,Series A,https://yourstory.com/2020/09/funding-sunstone-eduversity-saama-capital-edtech,Saama Capital;Sequoia Capital India;Redpoint Ventures;Ashish Gupta;MD;Helion Advisors
StayQrious,$2.00,29/09/2020,Bengaluru,Edtech,Series A,https://yourstory.com/2020/09/funding-alert-stayqrious-seed-round-edtech-startup,
Codeyoung,$3.00,29/09/2020,Bengaluru,Fintech,Pre-Series A,https://yourstory.com/2020/09/funding-edtech-startup-codeyoung-seed-round-guild-capital,US
SquadStack,$5.00,29/09/2020,New Delhi,SaaS,Series A,https://yourstory.com/2020/09/funding-alert-squadstack-series-a-chiratae-ventures,Chiratae Ventures
AgroWave,$10.00,28/09/2020,Gurugram,Agritech,,https://yourstory.com/2020/09/funding-alert-agritech-startup-agrowave-farmer-solutions,
Rephrase.ai,$1.50,24/09/2020,Bengaluru,E-commerce,Seed,https://yourstory.com/2020/09/funding-startup-rephraseai-15-million-seed-round-lightspeed-ventures,Lightspeed Ventures;AV8 Ventures
ClanConnect.ai,$0.60,23/09/2020,Delhi,Deeptech & AI,Seed,https://yourstory.com/2020/09/funding-alert-influencer-marketing-startup-clanconnect-ai-venture-catalysts,Venture Catalysts
Waybeo,,23/09/2020,Thiruvananthapuram,SaaS,Undisclosed,https://inc42.com/buzz/airtel-picks-up-stakes-in-tech-startup-waybeo-to-scale-its-cloud-offerings/,Airtel
Coursavy,,25/09/2020,India,Edtech,Acquisition,https://inc42.com/buzz/edtech-unicorn-unacademy-acquires-upsc-test-prep-platform-coursavy/,Unacademy
