Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Milk Mantra,$10.00,20/06/2020,Bhubaneswar,Agritech,Debt,https://inc42.com/buzz/milk-mantra-secures-10-mn-debt-from-international-development-finance-corporation/,
FabAlley,$2.47,19/06/2020,Delhi,E-commerce,,https://inc42.com/buzz/faballey-raises-inr-20-6-cr-at-discounted-valuation-due-to-covid-19-impact/,
Milkbasket,$5.50,22/06/2020,Gurugram,General,,https://inc42.com/buzz/milkbasket-raises-5-5-mn-with-plans-to-turn-profitable-in-2020/,Inflection Point Venture;Kalaari Capital;Mayfield India;Unilever Ventures;BeeNext
Yulu,$3.90,22/06/2020,Bengaluru,EV & Mobility,,https://inc42.com/buzz/yulu-raises-3-9-mn-funding-led-by-rocketship-vc/,Rocketship VC;US-based VC firm Rocketship;Blume Ventures;3One4 Capital;Wavemaker Partners;Incubate Fund India;Grey Cell Ventures
Pushp,$36.00,20/06/2020,Bengaluru,Fintech,Seed,https://entrackr.com/2020/06/funding-in-indian-startups-this-week-15-june-20-june/,NABARD
MaxWholesale,$0.53,19/06/2020,Delhi,E-commerce,Series A,https://entrackr.com/2020/06/maxwholesale-raises-fresh-capital/,IAN Fund-I;AI Falaj
MergerDomo,$0.18,22/06/2020,Noida,General,Seed,https://yourstory.com/2020/06/funding-alert-mergerdomo,
Instasolv,$2.00,19/06/2020,Noida,Edtech,Pre-Series A,https://yourstory.com/2020/06/funding-alert-instasolv-raises-2-million-in-pre,
Milk Mantra,$10.00,19/06/2020,India,General,Debt,https://yourstory.com/2020/06/funding-alert-dairy-foods-startup-milk-mantra-us-international-dfc,
Haptik,$6.68,18/06/2020,Mumbai,SaaS,,https://inc42.com/buzz/haptik-to-raise-inr-50-cr-from-reliance-gets-first-tranche/,Reliance Industries
Qbera,,17/06/2020,Bengaluru,Fintech,Acquisition,https://inc42.com/buzz/with-qbera-acquisition-incred-looks-to-strengthen-loan-distribution/,InCred
Lattu Kids,,17/06/2020,Mumbai,Edtech,Seed,https://inc42.com/buzz/airtel-enters-edtech-picks-10-stake-in-lattu-kids/,Airtel
Jio Platforms,$1490.00,18/06/2020,Mumbai,Telecom,Series A,https://inc42.com/buzz/saudi-arabias-pif-commits-1-49-bn-investment-in-jio-platforms/,Public Investment Fund
Livspace,$2.23,22/06/2020,Bengaluru,Real Estate Tech,Series D,https://inc42.com/buzz/exclusive-livspace-looks-to-raise-fresh-funding-from-pidilite/,Pidilite
slice,$60.70,23/06/2020,Bengaluru,Fintech,Pre-Series B,https://inc42.com/buzz/fintech-startup-slice-closes-pre-series-b-funding-round-at-6-mn/,Gunosy;EMVC;Better Capital;Das Capital
91springboard,$5.39,23/06/2020,Gurugram,Real Estate Tech,Bridge,https://inc42.com/buzz/91springboard-bags-inr-45-cr-from-existing-investors/,Existing investors
StayAbode,,23/06/2020,Bengaluru,Real Estate Tech,Acquisition,https://inc42.com/buzz/nestaways-hello-world-acquires-stayabode-to-strengthen-co-living-presence/,Hello World (NestAway)
Infra.Market,$4.79,18/06/2020,Mumbai,SaaS,Bridge,https://inc42.com/buzz/daily-tech-briefing-google-pay-under-scanner-infra-market-funding-more/,Trifecta Capital
CodeChef,,18/06/2020,Mumbai,Edtech,Acquisition,https://entrackr.com/2020/06/unacademy-acquires-codechef/,Unacademy
High Street Essentials (FabAlley / Indya),$2.49,22/06/2020,Delhi,E-commerce,Pre-Series C,https://yourstory.com/2020/06/funding-alert-faballey-parent-company,SAIF Partners;India Quotient
Unacademy,,19/06/2020,Bengaluru,Edtech,Acquisition,https://yourstory.com/2020/06/edtech-startup-unacadmey-acquires-codechef,
DROR,,19/06/2020,Gurugram,Healthtech,Seed,https://yourstory.com/2020/06/funding-citizen-safety-tech-platform-dror-inflection-point-ventures,Gopi Latpate;Inflection Point Ventures
Peppermint Robotics,,17/06/2020,Pune,Deeptech & AI,Seed,https://yourstory.com/2020/06/funding-venture-catalysts-castrol-asia-robotics-startup-peppermint-1,Venture Catalysts
