Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.rebelfoods.com/,$17.00,17/09/2025,Mumbai,Foodtech,Debt,https://entrackr.com/exclusive/exclusive-rebel-foods-raises-rs-150-cr-debt-from-alteria-and-innoven-10473113
rapteehv,,18/09/2025,Chennai,EV,Unknown,https://inc42.com/buzz/ev-startup-raptee-bags-funding-from-technology-development-board/,
https://www.pascalailabs.com/,$3.10,15/09/2025,Bengaluru,Fintech-focussed AI SaaS,Seed,https://inc42.com/buzz/pascal-ai-raises-3-1-mn-from-kalaari-info-edge-ventures-to-automate-investment-research/
https://finalyzer.ai/,$4.00,16/09/2025,Bengaluru,IT product enterprise,Series A,https://entrackr.com/snippets/beyondsquare-raises-4-mn-in-series-a-led-by-avant-global-10468922
https://supplysix.com/,$1.10,17/09/2025,Bengaluru,D2C Nutrition Brand,Seed,https://entrackr.com/snippets/supply6-raises-11-mn-in-seed-round-led-by-zeropearl-vc-10473465
https://www.finbox.in/,$40.00,17/09/2025,Bengaluru,B2B Fintech SaaS,Series B,https://inc42.com/buzz/finbox-raises-40-mn-to-scale-b2b-credit-infrastructure/
https://ecosoulhome.in/?srsltid=AfmBOorY7yzH2UA9yZjFR8AAzKVt70uD5CqykVHrhg__tUNXJuk9bIRO,$20.00,17/09/2025,Noida,D2C Home Essentials Brand,Series B,https://inc42.com/buzz/ecosoul-raises-20-mn-to-offer-sustainable-homeware-products/
https://www.incredmoney.com/,$30.00,16/09/2025,Mumbai,Fintech - Digital Lending,,https://inc42.com/buzz/incred-money-raises-inr-250-cr-at-inr-1650-cr-valuation/
https://www.genovationsolutions.com/,$0.15,16/09/2025,Kolkata,Deeptech,Pre-Seed,https://entrackr.com/snippets/genovation-solutions-raises-150k-in-pre-seed-round-10469902
https://playsuper.club/,$1.00,17/09/2025,Gurugram,Gaming,Seed,https://entrackr.com/snippets/playsuper-raises-1-mn-in-seed-round-led-by-singapore-based-chimera-10472060
https://www.equilibriumearth.com/,$3.00,19/09/2025,Bengaluru,Climate Tech,,https://entrackr.com/snippets/equilibrium-raises-3-mn-from-kalaari-avaana-and-peak-xv-10478460
https://uknowva.com/,$0.50,16/09/2025,Mumbai,HR Tech,Pre-Series A,https://entrackr.com/snippets/uknowva-raises-05-mn-in-pre-series-a-round-10469229
https://indkal.com/,$20.00,16/09/2025,Bengaluru,Consumer Electronics,,https://inc42.com/buzz/indkal-nets-20-mn-for-expansion-of-its-smart-tv-brand-wobble/
https://pelocal.com/,$5.00,16/09/2025,Chennai,Fintech,Series A,https://entrackr.com/snippets/fintech-startup-pelocal-secures-5-mn-in-series-a-funding-10469141
https://www.mynaksh.com/,$0.85,15/09/2025,Bengaluru,Astrology,Pre-Seed,https://entrackr.com/snippets/astrotech-startup-mynaksh-raises-rs-75-cr-led-by-eximius-ventures-10465510
https://www.lucirajewelry.com/,$5.50,17/09/2025,Mumbai,Lab-grown diamond jewellery,Seed,https://entrackr.com/snippets/lab-grown-diamond-jewellery-startup-lucira-raises-55-mn-10472259
http://www.spacefields.in/,$5.00,19/09/2025,Bengaluru,Defense,Pre-Series A,https://entrackr.com/snippets/spacefields-raises-5-mn-in-pre-series-a-round-10479540
https://idodevices.com/,$4.00,16/09/2025,Noida,Consumer Electronics,,https://inc42.com/buzz/consumer-electronics-startup-ido-devices-bags-4-mn-from-blume-merak-ventures/
