Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Coding Ninjas,$5.20,12/02/2020,New Delhi,Edtech,Series A,https://inc42.com/buzz/coding-ninjas-bags-5-2-mn-from-info-edge-to-expand-operations/,
Clover,$5.50,13/02/2020,Bengaluru,Agritech,Series A,https://inc42.com/buzz/clover-bags-5-5-mn-from-omnivore-others-to-enter-new-cities/,
Vedantu,$24.00,14/02/2020,Bengaluru,Edtech,Series B,https://inc42.com/buzz/edtech-startup-vedantu-bags-24-mn-funding-from-ggv-capital/,New York-based Tiger Global Management;WestBridge Capital;Accel Partners;Accel;Omidyar India;TAL Education had also participated in the round
Innovaccer,$70.00,14/02/2020,Noida,SaaS,Series C,https://inc42.com/buzz/innovaccer-bags-70-mn-from-steadview-tiger-global-and-mubadala/,
News YAP,$1.20,14/02/2020,Chennai,Fintech,Pre-Series A,https://inc42.com/buzz/yap-bags-inr-10-cr-from-citrus-founders-kunal-shah-others/,
Onsitego,$19.00,17/02/2020,Mumbai,Fintech,Series B,https://inc42.com/buzz/onsitego-bags-19-mn-from-zodius-accel/,Zodius Growth Fund;Accel India has
Shuttl,$2.87,18/02/2020,Gurugram,General,Series C,https://entrackr.com/2020/02/shuttl-secures-rs-23-87-cr-funding-round/,Japan-based QJitz Corporation;Japan-based Soj
MaxWholesale,$3.00,18/02/2020,Gurugram,E-commerce,Series A,https://yourstory.com/2020/02/funding-b2b-ecommerce-startup-maxwholesale-ian,
Sanfe,$0.96,18/02/2020,New Delhi,General,Pre-Series A,https://yourstory.com/2020/02/funding-startup-feminine-hygiene-sanfe-snapdeal-founders-sucseed-venture-partners,
Carbon Clean,$16.00,18/02/2020,India,Cleantech,,https://yourstory.com/2020/02/funding-alert-cleantech-startup-carbon-clean,
Shuttl,$6.83,17/02/2020,Gurugram,EV & Mobility,Series B,https://yourstory.com/2020/02/bus-aggregator-startup-shuttl-funding-sig-global,SIG Global India Fund;Proof
PlanetSpark,$0.38,17/02/2020,Gurugram,Edtech,Pre-Series A,https://yourstory.com/2020/02/funding-edtech-startup-planetspark-fiitjee-ian,
Clover,$5.50,14/02/2020,Bengaluru,Healthtech,Series A,https://yourstory.com/2020/02/funding-agritech-startup-clover-omnivore-accel-mayfield,
CYFIRMA,$8.00,14/02/2020,Bengaluru,General,Pre-Series A,https://yourstory.com/2020/02/funding-alert-cybersecurity-startup-cyfirma-z3partners,
Simsim,$16.00,13/02/2020,Delhi,Logistics,,https://yourstory.com/2020/02/social-commerce-startup-simsim-raises-16-mn-funding,Accel Partners;Shunwei Capital;Good Capital
M2P Solutions,$1.20,13/02/2020,Chennai,Fintech,Seed,https://yourstory.com/2020/02/funding-api-infrastructure-startup-m2p-solutions-yap-neo-banking-kunal-shah-amrish-rau,Founder of
Innoviti,$5.00,12/02/2020,Bengaluru,Fintech,Debt,https://inc42.com/buzz/pos-player-innoviti-raises-5-mn-from-dutch-development-bank-fmo/,FMO
ApnaComplex,,13/02/2020,Bengaluru,Real Estate Tech,Acquisition,https://inc42.com/buzz/nestaway-acquires-apnacomplex-to-bring-end-to-end-smart-housing-facilities/,NestAway
Friyey,,14/02/2020,Pune,Real Estate Tech,Seed,https://inc42.com/buzz/exclusive-friyey-gets-seed-funding-to-make-pubs-coworking-spaces/,Tarun Bhalla
Shuttl,$6.83,14/02/2020,Gurugram,Logistics,Series C,https://inc42.com/buzz/shuttl-gets-inr-57-cr-series-c-funding-from-sig-global-india-fund/,SIG Global India Fund
BlueJack,,17/02/2020,Delhi,E-commerce,Acquisition,https://inc42.com/buzz/shriram-automall-acquires-bluejack-to-strengthen-car-auction-business/,Shriram Automall
JioSaavn,$16.81,18/02/2020,Mumbai,Media & Entertainment,,https://inc42.com/buzz/reliance-invests-19-6-mn-in-jiosaavn-to-take-on-international-competition/,Reliance Industries
RailYatri,$9.53,17/02/2020,Gurugram,Logistics,Series B,https://inc42.com/buzz/railyatri-bags-series-b-from-samsung-ventures-omidyar-and-blume/,Entrust Family Office;Samsung Venture Investment;Omidyar Network;Blume Ventures
Simsim,$8.00,14/02/2020,Delhi,E-commerce,Series B,https://entrackr.com/2020/02/simsim-secures-8-mn-series-b-round/,Shunwei Capital;Accel Partners
Vedantu,$24.00,13/02/2020,Bengaluru,Edtech,Series C,https://entrackr.com/2020/02/tiger-global-backed-vedantu-raises-24-mn/,GGV Capital
Esper,$7.60,13/02/2020,Bengaluru,SaaS,Series A,https://inc42.com/buzz/esper-looks-to-strengthen-indian-presence-with-7-6-mn-series-a-funding/,Madrona Venture Group;Root Ventures;Ubiquity Ventures;Haystack Ventures;Pathbreaker Ventures
PhonePe,$51.17,12/02/2020,Bengaluru,Fintech,,https://yourstory.com/2020/02/funding-alert-phonepe-singapore-parent,PhonePe Private Limited Singapore (Flipkart)
CamCom,,14/02/2020,Bengaluru,Deeptech & AI,Pre-Series A,https://yourstory.com/2020/02/b2b-startup-funding-camcom-triton-investment,Triton Investment Advisors
Oga,$0.33,12/02/2020,Bengaluru,Healthtech,Seed,https://yourstory.com/2020/02/funding-alert-fitness-startup-oga-ip-ventures,Inflection Point Ventures
