Company,Amount ($M),Date,HQ,Sector,Series,Source
https://bira91.com/,$25.00,18/06/2024,Delhi,Beer Brand,,https://entrackr.com/2024/06/bira-91-closes-50-mn-round-from-kirin-holdings-and-tiger-pacific/
https://wrogn.com/,$15.00,19/06/2024,Bengaluru,E-Commerce - D2C Fashion Brand,,https://entrackr.com/2024/06/aditya-birlas-tmrw-invests-15-mn-in-virat-kohli-backed-wrogn/
https://www.alyve.health/,$5.50,18/06/2024,Mumbai,Healthtech,Series A,https://entrackr.com/2024/06/alyve-health-raises-5-5-mn-in-series-a-round/
https://www.ayefin.com/,$30.00,19/06/2024,Gurugram,Fintech - SME Lending,Debt,https://entrackr.com/2024/06/aye-finance-raises-30-mn-in-debt-from-fmo/
https://www.supermoney.in/#/,$3.40,19/06/2024,Mumbai,Fintech - Lending,Series A,https://entrackr.com/2024/06/supermoney-raises-3-4-mn-in-series-a-round/
https://pantproject.com/,$4.25,19/06/2024,Mumbai,E-Commerce - D2C Fashion Brand,Series A,https://entrackr.com/2024/06/d2c-fashion-brand-the-pant-project-raises-4-25-mn-in-series-a/
https://www.zeptonow.com/,$665.00,20/06/2024,Mumbai,"E-Commerce - Quick Commerce, Grocery Delivery",Series F,https://entrackr.com/2024/06/quick-commerce-zepto-raises-665-mn-at-3-6-bn-valuation/
https://www.aviom.in/,$5.00,19/06/2024,Delhi,Fintech - Lending,Debt,https://inc42.com/buzz/aviom-housing-finance-raises-5-mn-debt-from-insuresilience-investment-fund/
landeed,,18/06/2024,Hyderabad,Proptech,Unknown,https://entrackr.com/2024/06/y-combinator-backed-proptech-startup-landeed-raises-strategic-funding/,
https://worldofasaya.com/,$1.50,20/06/2024,Bengaluru,E-Commerce - D2C Beauty Brand,Seed,https://entrackr.com/2024/06/beauty-brand-asaya-raises-1-5-mn-from-otp-ventures-and-others/
https://ummeedhfc.com/en,$76.00,19/06/2024,Gurugram,Fintech - Lending,Series F,https://economictimes.indiatimes.com/markets/stocks/news/ummeed-housing-finance-raises-rs-630-cr-equity/articleshow/111099046.cms
https://www.prosperr.io/,$1.55,17/06/2024,Bengaluru,Fintech - SaaS,Pre-Seed,https://entrackr.com/2024/06/prosperr-io-raises-1-55-mn-in-pre-seed-round-led-by-gokul-rajaram/
https://popclub.co/,$2.40,19/06/2024,Bengaluru,Fintech,Seed,https://entrackr.com/2024/06/fintech-startup-pop-raises-2-4-mn-led-by-india-quotient/
https://unikon.ai/,$2.00,20/06/2024,Gurugram,Social Media and Networking,,https://entrackr.com/2024/06/bellavita-co-founder-aakash-anand-raises-2-mn-for-his-new-venture-unikon-ai/
https://eumeworld.com/,$1.80,21/06/2024,Mumbai,E-Commerce - D2C Luggage Brand,Seed,https://entrackr.com/2024/06/luggage-brand-eume-raises-rs-15-cr-in-new-round/
https://www.distil.market/,$3.10,21/06/2024,Mumbai,Specialty Chemicals,Seed,https://entrackr.com/2024/06/distil-raises-3-1-mn-led-by-jungle-ventures-and-india-quotient/
https://getayna.com/,$1.50,18/06/2024,Bengaluru,Generative AI,Seed,https://entrackr.com/2024/06/generative-ai-startup-ayna-secures-1-5-mn-in-seed-round/
https://www.greylabs.ai/,$1.50,18/06/2024,Mumbai,Generative AI - Speech Analytics,Seed,https://entrackr.com/2024/06/speech-analytics-startup-greylabs-ai-raises-over-1-5-mn-led-by-matrix/
https://metisintel.in/,$0.16,20/06/2024,Ahmedabad,AI,,https://entrackr.com/2024/06/metis-raises-rs-1-3-cr-led-by-inflection-point-ventures/
https://jupiter.money/,$2.40,21/06/2024,Mumbai,Fintech,,https://inc42.com/buzz/jupiter-raises-inr-20-cr-from-peak-xv-matrix-others-for-nbfc-arm-amica-finance/
https://letsgozero.in/,$1.50,19/06/2024,Mumbai,E-Commerce -Ice Cream Brand,Pre-Series A,https://entrackr.com/2024/06/ice-cream-brand-go-zero-raises-1-5-mn/
