Company,Amount ($M),Date,HQ,Sector,Series,Source
transcell,,09/09/2024,Hyderabad,Biotech,Unknown,https://entrackr.com/2024/09/transcell-biologics-secures-funding-from-ian-quantiphi/,
https://www.futwork.com/,$2.50,12/09/2024,Mumbai,Sales Outreach Platform,Series A,https://entrackr.com/2024/09/exclusive-futwork-kicks-off-series-a-led-by-michael-susan-dell-foundation/
https://www.inmobi.com/,$100.00,11/09/2024,Bengaluru,Adtech,Debt,https://entrackr.com/2024/09/inmobi-secures-100-mn-debt-for-ai-expansion/
https://moneyview.in/,$4.65,12/09/2024,Bengaluru,Fintech,,https://entrackr.com/2024/09/exclusive-moneyview-becomes-unicorn-with-new-funding/
https://gameeon.in/,$1.00,12/09/2024,Mumbai,Game Development,,https://entrackr.com/2024/09/game-development-studio-gameeon-raises-1-mn/
https://www.newmi.in/en/,$1.50,13/09/2024,Gurugram,Health and Wellness,Seed,https://entrackr.com/2024/09/women-health-platform-newmi-care-raises-1-5-mn-in-seed-round/
https://www.cleanelectric.in/,$6.00,10/09/2024,Pune,EV Battery,,https://entrackr.com/2024/09/ev-startup-clean-electric-raises-6-mn/
https://www.dharaksha.com/,$2.95,12/09/2024,Delhi,Biotech,Seed,https://entrackr.com/2024/09/avaana-capital-leads-seed-round-in-dharaksha-ecosolutions/
https://www.wundrsight.com/en/,$0.40,12/09/2024,Bengaluru,Healthtech,Seed,https://entrackr.com/2024/09/wundrsight-raises-400k-in-seed-round-led-by-ipv/
http://www.dealbasketmitra.co.in/,$1.31,11/09/2024,Gurugram,D2C FMCG Brand,Pre-Series A,https://entrackr.com/2024/09/mitra-bags-rs-11-cr-in-pre-series-a-round-led-by-bestvantage-investments/
https://www.appsforbharat.com/en,$18.00,10/09/2024,Bengaluru,Devotional,Series B,https://entrackr.com/2024/09/sri-mandir-parent-appsforbharat-raises-18-mn-in-series-b/
https://centricity.co.in/,$20.00,12/09/2024,Gurugram,Wealthtech,Seed,https://entrackr.com/2024/09/wealthtech-startup-centricity-raises-20-mn-in-seed-round/
https://flexiloans.com/,$35.00,11/09/2024,Mumbai,Fintech - Lending,Series C,https://entrackr.com/2024/09/flexiloans-raises-35-mn-from-accion-fundamentum-and-others/
https://exposome.in/,$1.20,10/09/2024,Mumbai,Cleantech,Pre-Series A,https://entrackr.com/2024/09/colossa-ventures-invests-in-cleantech-startup-exposome/
https://nestasia.in/,$8.35,10/09/2024,Kolkata,Home Decor,,https://entrackr.com/2024/09/home-decor-and-lifestyle-brand-nestasia-raises-8-35-mn/
