Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Saveo,$0.24,29/01/2021,Bengaluru,Healthtech,Seed,https://inc42.com/buzz/saveo-raises-seed-round-matrix-india-rtp-global-b2b-pharma-marketplace/,Incubate Fund;India Quotient
Mn,$37.00,30/01/2021,India,E-commerce,Acquisition,https://inc42.com/buzz/funding-galore-from-saveo-to-bombay-shaving-company-37-mn-raised-by-indian-startups-january-25-30/,
MediBuddy,$40.00,02/02/2021,India,Healthtech,Series B,https://inc42.com/buzz/healthtech-startup-medibuddy-raises-40-mn-in-series-b-funding/,
Origo,$8.98,04/02/2021,Gurugram,Agritech,Debt,https://yourstory.com/2021/02/agritech-startup-origo-commodities-debt-funding-yes-bank,
MPL,$0.44,30/01/2021,India,Gaming,Series C,https://yourstory.com/2021/01/jobs-roundup-mpl-mobile-premier-league,
Indegene,$200.00,03/02/2021,Bengaluru,Healthtech,,https://yourstory.com/2021/02/funding-alert-indegene-200-million-carlyle-brighton-park,
InnerHour,$5.20,04/02/2021,India,General,Series A,https://yourstory.com/2021/02/mental-health-startup-innerhour-series-a-funding-lightbox-ventures,Lightbox
ExMyB,$0.72,04/02/2021,India,General,Seed,https://yourstory.com/2021/02/funding-alert-exmyb-raises-seed-round-campus-fund,Campus Fund;Bharat Shah
Koo,$4.10,04/02/2021,India,General,Series A,https://yourstory.com/2021/02/funding-alert-koo-raises-4-million-series-a-investment,Accel Partners;Kalaari Capital;Blume Ventures;Dream Incubator
MPL,$95.00,04/02/2021,Bengaluru,Gaming,Series D,https://yourstory.com/2021/02/funding-alert-mpl-composite-capital-moore-strategic-ventures,Base Partners;RTP Global;SIG;Go-Ventures;Telstra Ventures;Founders Circle;Play Ventures
Hemp Horizons,$0.24,04/02/2021,Mumbai,General,Seed,https://yourstory.com/2021/02/funding-alert-cannabis-startup-hemp-horizons-mumbai-angels-angellist,Mumbai Angels;Mumbai Angels Network;AngelList
SATYA MicroCapital,$18.35,04/02/2021,Delhi,General,,https://yourstory.com/2021/02/funding-alert-satya-microcapital-raises-15325-cr-gojo-company,
Remedico,$0.48,03/02/2021,Bengaluru,Healthtech,Bridge,https://yourstory.com/2021/02/funding-alert-digital-health-startup-remedico-awe-funds,AWE Funds;AWE (Achieving Women Equity) Funds
Agara,$4.30,03/02/2021,Bengaluru,Deeptech & AI,Pre-Series A,https://yourstory.com/2021/02/funding-alert-ai-driven-autonomous-voice-agent-startup-agara,UTEC
Zetwerk,$120.00,03/02/2021,Bengaluru,General,Series C,https://yourstory.com/2021/02/funding-startup-zetwork-series-d-greenoaks-capital-lightspeed-venture,Greenoaks Capital;Lightspeed Venture Partners
Happilo,$1.63,02/02/2021,India,D2C,,https://inc42.com/buzz/d2c-snack-brand-happilo-raises-13-mn-from-a91-partners-in-maiden-funding-round/,A91 Partners
Moonfrog Labs,$90.00,02/02/2021,Bengaluru,Gaming,Acquisition,https://inc42.com/buzz/sweden-based-stillfront-acquires-teen-patti-creator-moonfrog-labs/,Stillfront Group
PrepBytes,,03/02/2021,Delhi NCR,Edtech,Seed,https://inc42.com/buzz/coding-platform-prepbytes-raises-seed-round-from-equanimity-ventures/,Equanimity Ventures
Confirmtkt,,04/02/2021,Bengaluru,Travel Tech,Acquisition,https://inc42.com/buzz/ixigo-acquires-confirmtkt-to-fulfill-post-covid-train-travel-demand/,Ixigo
Mobile Premier League,$95.00,04/02/2021,Mumbai,Gaming,Series D,https://inc42.com/buzz/mobile-premier-league-one-step-away-from-unicorn-club-after-95-mn-round/,Composite Capital;Moore Strategic Ventures;Base Partners;RTP Global;SIG;Go-Ventures;Telstra Ventures;Founders Circle;Play Ventures
Udaan,$280.50,04/02/2021,Bengaluru,B2B,Series D,https://entrackr.com/2021/02/exclusive-lightspeed-controls-over-40-stake-udaan/,Lightspeed Venture Partners;Tencent Cloud;Moonstone Investment;Altimeter Capital;GGV Capital;DST Asia;Octahedron Capital
Mobile Premier League (MPL),$95.00,04/02/2021,Bengaluru,Gaming,Series D,https://entrackr.com/2021/02/mpl-scores-95-mn-in-series-d-round-at-a-valuation-of-945-mn/,Composite Capital;Moore Strategic Ventures;Base Partners;RTP Global;SIG;Go-Ventures;Telstra Ventures;Founders Circle;Play Ventures
Makers Hive,$9.00,29/01/2021,Hyderabad,Deeptech,,https://yourstory.com/2021/01/weekly-india-startup-venture-funding-roundup-800m-january-budget-2021,Starfish Growth Partners
GoTo,$0.15,01/02/2021,Delhi,Mobility,,https://yourstory.com/2021/02/funding-alert-ex-uber-finance-director-intercity-transit-platform-goto,Jesse Lucas
Pikobox,,04/02/2021,Bengaluru,Retail Tech,Acquisition,https://yourstory.com/2021/02/gurugram-based-retail-tech-startup-nutritap-acquires-bengaluru-pikobox,NutriTap Technologies
AVIOM India Housing Finance,$1.20,04/02/2021,Delhi,Fintech,Debt,https://yourstory.com/2021/02/aviom-housing-finance-raises-10-crore-debt-blacksoil-credit-fund,Blacksoil India Credit Fund
YourPhysio,$0.35,04/02/2021,Nagpur,Healthtech,Pre-Seed,https://yourstory.com/2021/02/funding-alert-online-physiotherapy-startup-yourphysio-better-capital-titan-capital,Better Capital;Titan Capital;Sarath Sura;Venu Palaparthi;VP Rajesh
Qapita,,03/02/2021,Singapore,Fintech,Undisclosed,https://yourstory.com/2021/02/funding-alert-fintech-legaltech-startup-qapita-raises-amount-east-ventures,East Ventures
Taskmo,$1.20,29/01/2021,India,gig economy,Acquisition,https://yourstory.com/2021/01/quess-corp-picks-49-percent-stake-gig-economy-startup-taskmo,Quess Corp
