Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BYJU'S,$455.00,12/04/2021,India,Edtech,Series F,https://inc42.com/buzz/byjus-raises-455-mn-led-by-baron-funds-in-mammoth-1-bn-series-f/,Baron Funds In Mammoth $1 Bn Series F;XN’s Exponent fund;Arison Holdings;TIGA Investments
Bn,$1500.00,10/04/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-from-groww-to-cred-1-5-bn-raised-by-indian-startups-march-29-april-3/,
WeWork India,$23.95,12/04/2021,Bengaluru,General,Debt,https://inc42.com/buzz/wework-india-raises-inr-200-cr-looks-to-turn-profitable-in-2021/,
Credflow,$2.10,14/04/2021,India,Fintech,Seed,https://inc42.com/buzz/credflow-raises-2-1-mn-to-foray-into-cash-flow-based-financing/,Stellaris Venture Partners;Omidyar Network India;Flourish Ventures
Swiggy,$343.00,14/04/2021,India,Foodtech,,https://inc42.com/buzz/swiggy-raises-343-mn-in-first-tranche-of-series-j-funding-from-goldman-others/,
Beldara,$7.40,14/04/2021,Mumbai,E-commerce,Pre-Series A,https://inc42.com/buzz/b2b-ecommerce-platform-beldara-raises-7-4-mn-from-hindustan-media/,
Emotix,$5.99,14/04/2021,Mumbai,Deeptech & AI,,https://inc42.com/buzz/emotix-raises-inr-50-mn-led-by-ivycap-to-fuel-expansion/,IvyCap To Fuel Expansion;IDG Ventures India;YourNest;Chiratae Ventures;YourNest Capital
IPO-bound MobiKwik,$5.00,14/04/2021,Gurugram,General,,https://entrackr.com/2021/04/ipo-bound-mobikwik-raises-5-mn-valuation-touches-500-mn-mark/,
WinZo Games,$9.50,09/04/2021,Delhi,Gaming,Series B,https://entrackr.com/2021/04/winzo-games-raises-9-5-mn-in-debt-set-to-offer-exit-to-hike/,
FPL’s OneCard,$10.00,09/04/2021,Pune,Fintech,Series A,https://entrackr.com/2021/04/exclusive-fpls-onecard-raises-10-mn-led-by-alexandria-based-qed-fund/,Alexandria-based QED Fund;Sequoia Capital;Matrix;Hummingbird Ventures
Spinny,$65.00,08/04/2021,Gurugram,General,Series B,https://entrackr.com/2021/04/spinny-bags-65-mn-series-c-round/,Stripe;Snapchat;Vroom;Cazoo;Elevation Partners
Safexpay,$6.00,09/04/2021,Mumbai,Fintech,Series A,https://yourstory.com/2021/04/funding-fintech-startup-safexpay-6-million-dollar-tchoithrams-bvi-ardor,Quona Capital;B Capital Group
Speciale Invest,$16.77,09/04/2021,India,SaaS,Seed,https://yourstory.com/2021/04/speciale-invest-140cr-second-fund-seed-stage-saas-startups,
PumPumPum,$0.66,09/04/2021,Gurugram,General,Pre-Series A,https://yourstory.com/2021/04/used-car-leasing-startup-pumpumpum-raises-pre-seriesa-round,Inflection Point Ventures;Lets Venture;Agility Ventures
Puresh Daily,$0.14,10/04/2021,India,General,Seed,https://yourstory.com/2021/04/funding-alert-ranchi-milk-startup-puresh-daily-seed-round,
LearnVern,$1.00,12/04/2021,Ahmedabad,Edtech,,https://yourstory.com/2021/04/funding-alert-edtech-startup-learnvern-investors,
Dybo,$0.14,14/04/2021,Bengaluru,General,Seed,https://yourstory.com/2021/04/funding-alert-visual-tech-startup-dybo,Spanache;Manoj Nigam
Solethreads,$1.56,14/04/2021,Gurugram,E-commerce,Series A,https://yourstory.com/2021/04/funding-footwear-startup-solethreads-raises-13cr,Stellaris
Meesho,$300.00,10/04/2021,Bengaluru,E-commerce,,https://yourstory.com/2021/04/jobs-roundup-social-commerce-unicorn-meesho-openings,Softbank Vision Fund 2
WiT-ACE,$1.00,08/04/2021,India,General,Seed,https://yourstory.com/2021/04/funding-women-skilling-and-employment-platform-witace-raises-seed-round,CP Gurnani
ShareChat,$502.00,08/04/2021,Bengaluru,Media & Entertainment,Series E,https://inc42.com/buzz/sharechat-enters-unicorn-club-with-502mn-round-led-by-tiger-global-lightspeed-ventures/,Lightspeed Ventures;Tiger Global;Snap Inc;Twitter;India Quotient
OfBusiness,$110.00,08/04/2021,Gurugram,Ecommerce,Series D,https://inc42.com/buzz/ofbusiness-hits-800-mn-valuation-with-110-mn-infusion-from-falcon-edge/,Falcon Edge Capital;Matrix Partners India;Creation Investments;Norwest Venture Partners
WOW Skin Science,$50.00,08/04/2021,India,Ecommerce,,https://inc42.com/buzz/d2c-brand-wow-skin-science-raises-50-mn-from-chryscapital/,ChrysCapital
Gupshup,$100.00,08/04/2021,India,Enterprise Tech,Series F,https://inc42.com/buzz/gupshup-joins-indias-unicorn-parade-with-100-mn-round/,Tiger Global Management
iBus,$21.00,09/04/2021,Bengaluru,Enterprise Tech,,https://inc42.com/buzz/morgan-stanley-india-invests-21-mn-in-telco-services-company-ibus/,Morgan Stanley India Infrastructure
Pipa Bella,,12/04/2021,India,Ecommerce,Acquisition,https://inc42.com/buzz/nykaa-acquires-pipa-bella-as-it-targets-offline-expansion-armed-with-private-labels/,Nykaa
Kamatan,,12/04/2021,India,Agritech,Acquisition,https://inc42.com/buzz/samunnati-acquires-market-linkage-agritech-platform-kamatan/,Samunnati
Emotix,$0.42,13/04/2021,Mumbai,Edtech,Series B,https://inc42.com/buzz/exclusive-miko-maker-emotix-raising-inr-26-cr-funding-from-ivycap/,IvyCap Ventures;Vistra ITCL
Universal Sportsbiz (USPL),$3.59,13/04/2021,Bengaluru,Ecommerce,Debt,https://inc42.com/buzz/exclusive-kohli-backed-fashion-brand-raises-inr-30-cr-debt-funding/,Vistra ITCL;Spark Alternative Investment Trust
CarTrade,$25.00,12/04/2021,Mumbai,Automotive,,https://entrackr.com/2021/04/exclusive-cartrade-set-to-become-unicorn-as-valuation-inches-close-to-1-bn/,Malabar India Fund;IIFL
Fave,$45.00,13/04/2021,Malaysia,Fintech,Acquisition,https://entrackr.com/2021/04/with-acquisition-of-fave-pine-labs-eyes-consumer-payments-and-e-comm-space/,Pine Labs
UpGrad,$9.50,14/04/2021,Mumbai,Edtech,,https://entrackr.com/2021/04/upgrad-scores-9-5-mn-from-unilazer-ventures/,Unilazer Ventures
Freightwalla,,13/04/2021,India,Logistics,Debt,https://yourstory.com/2021/04/funding-freightwalla-upmoney-rapidbox-debt-fund-blacksoil-capital,BlackSoil Capital
Berar Finance,,13/04/2021,India,Fintech,Debt,https://yourstory.com/2021/04/funding-creation-investments-invests-indian-firms-debt-capital,Creation Investments Capital Management
LimeChat,$0.75,13/04/2021,India,AI,Seed,https://yourstory.com/2021/04/funding-ai-chatbot-startup-limechat-seed-round-pi-stellaris-ventures,pi Ventures;Stellaris Venture Partners;Kalyan Krishnamurthy;Sujeet Kumar;Ramakant Sharma;Dilip Khandelwal
Vidyakul,$0.50,14/04/2021,India,Edtech,Seed,https://yourstory.com/2021/04/vernacular-platform-vidyakul-raises-fund-jito-angels,JITO Angel Network;We Founder Circle;SOSV
Nova Benefits,$1.00,14/04/2021,India,Insurtech,,https://yourstory.com/2021/04/nova-benefits-raises-one-million-dollar-funding,Better Capital;Multiply Ventures;Titan Capital;Sumit Maniyar;Ashish Goyal
iBus Networks,$1.80,10/04/2021,India,Telecom Infrastructure,,https://yourstory.com/2021/04/ibus-receives-rs-150-crore-morgan-stanley,Morgan Stanley India Infrastructure
Superpro.ai,$0.30,08/04/2021,Bengaluru,SaaS,Seed,https://yourstory.com/2021/04/funding-alert-video-communication-workflows-platform-superpro-ai-ivycap-ventures,IvyCap Ventures Angel Fund;Penthalon Ventures;ah! Ventures;SOSV;Piyush Prahladka;Gopi Vikranth
