Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
ION Energy,$3.60,01/07/2021,India,Cleantech,Pre-Series A,https://inc42.com/buzz/ion-energy-raises-3-6-mn-led-by-amazons-climate-pledge-fund/,Amazon’s Climate Pledge Fund
Licious,$192.00,02/07/2021,Bengaluru,E-commerce,Series F,https://inc42.com/buzz/licious-raises-192-mn-in-series-f-round-led-by-temasek-others/,Temasek;Singapore-headquartered investment company;Brunei Investment Agency;3one4 Capital
Mn,$750.00,03/07/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-from-digit-insurance-to-licious-over-750-mn-raised-by-indian-startups-this-week/,
Furlenco,$140.00,05/07/2021,Bengaluru,E-commerce,Series D,https://inc42.com/buzz/furlenco-raises-140-mn-series-d-round-to-tap-international-markets/,Zinnia Global Fund;CE-Ventures;Lightbox Ventures
Skylark Drones,$3.00,05/07/2021,Bengaluru,General,Pre-Series A,https://inc42.com/buzz/skylark-drones-raises-3-mn-led-by-infoedge-ventures-ian-fund/,InfoEdge Ventures;IAN Fund;AdvantEdge Founders;Fowler Westrup;Redstart Labs;IKP;Vimson group
Pine Labs,$600.00,06/07/2021,India,Fintech,,https://inc42.com/buzz/pine-labs-raises-600-mn-funding-led-by-fidelity-blackrock/,Fidelity;BlackRock;Sequoia Capital;Actis;PayPal;Mastercard amongst other leading global investors
Iron Pillar,$10.00,06/07/2021,Chennai,E-commerce,Series B,https://inc42.com/buzz/iron-pillar-raises-10-mn-from-allana-group-for-second-growth-stage-fund/,
BeatO,$5.03,07/07/2021,India,Healthtech,Series A,https://inc42.com/buzz/beato-raises-inr-42-cr-funding-from-w-health-ventures-pharmeasy/,US-based venture capital firm W Health Ventures;Merisis VP;Orios VP;Leo Capital
Furlenco,$140.00,04/07/2021,Bengaluru,General,Series D,https://entrackr.com/2021/07/furlenco-raises-140-mn-in-series-d-led-by-zinnia-global-fund/,Zinnia Global Fund
Licious,$471.00,03/07/2021,India,Gaming,Series C,https://entrackr.com/2021/07/funding-in-indian-startups-this-week-28-june-03-july/,California-based Griffin Gaming Partners;Temasek;Multiples Private Equity
FRAAZO,$11.00,02/07/2021,Mumbai,D2C,Series A,https://entrackr.com/2021/07/fraazo-raises-11-mn-in-series-a/,Sixth Sense Ventures;Equanimity Ventures;Apar Group
WinZO Games,$65.00,02/07/2021,India,Edtech,Series C,https://entrackr.com/2021/07/exclusive-winzo-games-raises-65-mn-series-c-round-led-by-griffin-gaming-partners/,California-based Griffin Gaming Partners
Nestroots,$1.50,02/07/2021,Gurugram,E-commerce,Seed,https://entrackr.com/2021/07/nestroots-raises-100k-in-seed-round-led-by-wfc/,WFC;We Founder Circle (WFC)
Rockclimber,$1.00,07/07/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/07/funding-alert-beverage-rockclimber-raises-funds-angel-investor-anand-prakash-sharma,
Fountain9,$1.90,07/07/2021,India,E-commerce,Seed,https://yourstory.com/2021/07/ai-led-startup-fountain9-raises-seed-round,021 Capital;Y Combinator;Binny Bansal-backed 021 Capital;Kunal Bahl;Rohit Bansal-backed Titan Capital;US-based new-age VC firm Globevestor;Harvard Seed Fund
DanaMojo,$0.37,07/07/2021,India,General,,https://yourstory.com/2021/07/payments-solution-platform-danamojo-raises-funds-ngo,
Genworks Health,$1.80,06/07/2021,India,General,Seed,https://yourstory.com/2021/07/funding-medical-equipment-distributor-genworks-health-blacksoil,
MyMobiForce,$1.42,05/07/2021,Delhi,Deeptech & AI,Pre-Series A,https://yourstory.com/2021/07/crowdsourcing-platform-mymobiforce-pre-series-a-funding-round,Bharat Inclusion Seed Fund;Manu Iyer
TWID,$2.50,05/07/2021,India,General,,https://yourstory.com/2021/07/funding-rewards-based-payment-startup-twid-beenext-sequoia-surge,BEENEXT;Sequoia’s Surge
