Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Slice,$8.98,29/07/2021,India,Fintech,Debt,https://inc42.com/buzz/fintech-startup-slice-raises-inr-75-cr-debt-funding/,
Wasabi,$1.80,29/07/2021,Bengaluru,General,Seed,https://inc42.com/buzz/wasabi-raises-1-8-mn-seed-fund-to-help-small-and-medium-businesses/,Ankur Capital;Ankit Bhati;Ashish Goel;Lalit Keshre;Mekin Maheshwari;Revant Bhate;Binny Bansal backed 021 Capital;Sparrow Capital
Vauld,$25.00,29/07/2021,India,Fintech,Series A,https://inc42.com/buzz/crypto-platform-vauld-raises-25-mn-funding-led-by-valar-ventures/,Valar Ventures
My Tuition,$5.00,30/07/2021,India,General,Series A,https://inc42.com/buzz/90-my-tuition-raises-5-mn-from-pearl-investment-llc/,
SC,$15.00,30/07/2021,Gurugram,E-commerce,Series B,https://inc42.com/buzz/3sc-raises-15-mn-led-by-gef-capitals-south-asia-fund/,GEF Capital’s South Asia Fund
Bn,$1160.00,31/07/2021,India,E-commerce,Series F,https://inc42.com/infocus/funding-galore/funding-galore-from-gupshup-to-droom-over-1-16-bn-raised-by-indian-startups-this-week/,SoftBank
MoEngage,$32.50,02/08/2021,Bengaluru,E-commerce,Series C,https://inc42.com/buzz/moengage-raises-32-5-mn-in-series-c1-and-executes-esop-buyback/,Multiples Alternate Asset Management;Eight Roads Ventures;F-Prime Capital;Matrix Partners
Apnaklub,$3.50,02/08/2021,India,E-commerce,Seed,https://inc42.com/buzz/apnaklub-raises-funding-to-expand-b2b-social-commerce-play/,
Krishify,$2.70,03/08/2021,India,Agritech,Pre-Series A,https://inc42.com/buzz/krishify-raises-funding-to-expand-farm-advisory-networking-platform/,Omidyar Network India;Ankur Capital;Orios Ventures
Souled Store,$10.00,04/08/2021,Mumbai,E-commerce,Series A,https://inc42.com/buzz/the-souled-store-raises-10-mn-looks-to-expand-manufacturing-retail/,Elevation Capital
Titan,$30.00,03/08/2021,Mumbai,General,,https://entrackr.com/2021/08/professional-email-platform-titan-raises-30-mn-from-automattic/,
Onsurity,$16.00,03/08/2021,India,General,Series A,https://entrackr.com/2021/08/sme-focused-insurance-platform-onsurity-raises-16-mn-led-by-quona-capital/,Quona Capital;Nexus in April this year;CEO of Clover Healthcare
Nektar.ai,$6.00,03/08/2021,India,SaaS,Seed,https://entrackr.com/2021/08/nektar-ai-raises-6-mn-in-seed-round/,B Capital Group;3One4 Capital;Nexus Venture Partners;Nexus Ventures Partners;Elevation Capital in the same month
Fashinza,$20.00,02/08/2021,Gurugram,General,Series A,https://entrackr.com/2021/08/fashinza-bags-20-mn-in-series-a-led-by-accel-and-elevation-capital/,Accel;Elevation Capital;Accel Partners;Anand S Ahuja;MD;Shahi Exports;Founder
Gupshup,$814.00,31/07/2021,India,E-commerce,Series F,https://entrackr.com/2021/07/funding-in-indian-startups-this-week-26-july-31-july/,SoftBank;Temasek;Moore Strategic Ventures;Mirae-Naver Asia Growth Fund;Belgian investment fund Sofina in participation;Fidelity Management;Tiger Global;Think Investments;Malabar Investments
OfBusiness,$160.00,31/07/2021,Gurugram,E-commerce,Series E,https://entrackr.com/2021/07/ofbusiness-raises-160-mn-led-by-softbank-at-1-6-bn-valuation/,SoftBank at $1;Alpha Wave in April
Minimalist,$15.00,29/07/2021,India,E-commerce,Series A,https://entrackr.com/2021/07/minimalist-bags-15-mn-led-by-sequoia/,Sequoia;Sequoia Capital India;Accel whereas Mamaearth had raised $50 million at a valuation of over $700 million;Unilever;Unilever Ventures
Onsurity,$16.00,04/08/2021,India,Fintech,Series A,https://yourstory.com/2021/08/healthcare-startuo-onsurity-raises-seriesa-round,CEO of Clover Healthcare
Khabri,$2.10,04/08/2021,Delhi,General,Pre-Series A,https://yourstory.com/2021/08/funding-alert-vernacular-audio-platform-khabri-pre-series-a-round,
StockGro,$5.00,04/08/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/08/funding-alert-social-investment-startup-stockgro-pre-series-a-round,Roots Ventures
Revery,$2.00,04/08/2021,India,General,Pre-Seed,https://yourstory.com/2021/08/funding-revery-pre-seed-round-sequoia-capital-india-surge,Sequoia’s Surge;Surge
Neeman’s,$2.40,04/08/2021,Hyderabad,General,Series A,https://yourstory.com/2021/08/sustainable-shoe-startup-neemans-raises-seriesa-sixth-sense-ventures,Sixth Sense Ventures
Infra.Market,$125.00,03/08/2021,India,General,Series C,https://yourstory.com/2021/08/funding-alert-inframarket-raises-125-million-tiger-global,Tiger Global
StackBOX,$1.20,03/08/2021,Bengaluru,E-commerce,,https://yourstory.com/2021/08/funding-logistics-startup-stackbox-12-million-ecosystem-ventures-cmm,Ecosystem Ventures;CMM Group
Fabheads,$0.96,03/08/2021,Chennai,General,Pre-Series A,https://yourstory.com/2021/08/funding-alert-fabheads-additional-funds-pre-series-a-round,Inflection Point Ventures
Skill-Lync,$17.50,03/08/2021,India,Edtech,Series A,https://yourstory.com/2021/08/funding-alert-skill-lync-raises-175m-in-series-a-investment-iron-pillar-edtech-startups,Iron Pillar;Y Combinator;Better Capital
