Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
DGB Microsystems,$8.5,29/01/2007,Bangalore,Mobile Devices,Series A,http://www.vccircle.com:80/2007/01/29/dgb-microsystems-gets-85-million-from-clearstone-and-sidbi-venture-capital/,Clearstone Venture Partners;SIDBI Venture Capital
