Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Microqual Techno,$10,03/07/2007,Mumbai,Telecom Components,Unknown,http://www.vccircle.com:80/2007/07/03/telecom-components-firm-microqual-raises-10-million-from-nea-indous-others/,NEA-IndoUS Ventures;JAFCO Asia;BTS India Fund
