Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BluSmart,$25.00,30/09/2021,Delhi,EV & Mobility,Series A,https://inc42.com/buzz/blusmart-bags-25-mn-in-series-a-from-bp-ventures-mayfield-india-fund/,Mayfield India Fund;9Unicorns;Suvan Partners
Coinshift,$2.50,30/09/2021,India,Fintech,Seed,https://inc42.com/buzz/cryptotech-startup-coinshift-raises-funds-to-expand-offerings/,
DMI,$40.00,30/09/2021,India,Fintech,Pre-Series A,https://inc42.com/buzz/dmi-closes-40-mn-capital-raise-for-its-fintech-focussed-sparkle-fund/,
Meesho,$570.00,30/09/2021,Bengaluru,E-commerce,,https://inc42.com/buzz/social-commerce-startup-meesho-raises-570-mn-takes-valuation-to-4-9-bn/,Fidelity Management;B Capital Group;Footpath Ventures;Trifecta Capital;Good Capital;Prosus Ventures;SoftBank Vision Fund 2;Facebook
Ola Electric,$200.00,30/09/2021,India,EV & Mobility,,https://yourstory.com/2021/09/funding-ola-electric-funding-ev-startup-valuation-bhavish-aggarwal,Falcon Edge;Softbank
Merkle Science,$5.75,30/09/2021,India,Web3 & Crypto,Series A,https://yourstory.com/2021/09/merkle-science-blockchain-analytics-funding-darrow-kraken,Darrow Holdings
Homeville,$7.00,30/09/2021,India,Fintech,Series A,https://yourstory.com/2021/09/funding-alert-homeville-9unicorns-varanium-nexgen-fund,9Unicorns;Anthill Ventures
PumPumPum,$0.66,30/09/2021,Gurugram,Fintech,Pre-Series A,https://yourstory.com/2021/09/used-car-leasing-startup-pumpumpum-bridge-round,
Portea Medical,$7.70,30/09/2021,Bengaluru,Health Tech,Debt,https://inc42.com/buzz/portea-medical-to-get-7-7-mn-loan-guarantee-facility/,US International Development Finance Corporation
Relevel,$20.00,30/09/2021,India,Edtech,,https://inc42.com/buzz/unacademy-pumps-20-mn-in-its-job-finding-platform-relevel/,Unacademy
Origa AI,$2.00,30/09/2021,India,Fintech,Acquisition,https://inc42.com/buzz/m2p-fintech-acquires-loan-recovery-saas-startup-origa-ai-to-bolster-debt-management-stack/,
Loop Health,$12.00,30/09/2021,Pune,Fintech,Series A,https://inc42.com/buzz/health-insurance-startup-loop-health-grabs-12-mn-series-a/,Elevation Capital;General Catalyst;Khosla Ventures;YC Continuity Fund;Tribe Capital
Ziffy,,30/09/2021,Lucknow,Enterprise Tech,Acquisition,https://inc42.com/buzz/myoperator-acquires-ziffy-to-expand-footprint-in-tier-2-3-cities/,
Wellversed,$1.32,30/09/2021,India,Ecommerce,,https://inc42.com/buzz/yuvraj-singh-backed-wellness-startup-wellversed-raises-funds-from-jubilant-foodworks/,Jubilant FoodWorks
OfBusiness,$200.00,30/09/2021,India,B2B,Series F,https://entrackr.com/2021/09/exclusive-tiger-global-leads-200-mn-round-in-ofbusiness-at-3-bn-valuation/,Tiger Global Management;SoftBank Vision Fund II;Falcon Edge Capital
CUSMAT,$0.10,30/09/2021,India,Edtech,Pre-Series A,https://entrackr.com/2021/09/upskilling-platform-cusmat-raises-100k-in-pre-series-a/,We Founder Circle;Venture Catalyst;Better Inc.;MapMyIndia
Wellversed Health,$1.20,30/09/2021,Gurugram,D2C,Acquisition,https://yourstory.com/2021/09/jubliant-foodworks-d2c-brand-wellversed-health-acquisition,Jubilant Foodworks
Skudgear,,30/09/2021,Hyderabad,Ecommerce,Acquisition,https://yourstory.com/2021/09/bengaluru-based-10club-enters-sports-category-acquires-skudgear,10Club
