Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.enliteresearch.com/,$5.32,24/07/2025,Mumbai,Climate Tech,Series A,https://entrackr.com/snippets/enlite-raises-rs-46-cr-in-series-a-round-led-by-avaana-capital-9529908
https://www.edufund.in/,$6.00,21/07/2025,Ahmedabad,Edtech - Fintech,Series A,https://entrackr.com/snippets/edufund-raises-6-mn-series-a-round-led-by-cercano-management-9518911
https://www.hudle.in/,$2.50,21/07/2025,Delhi,Sports Tech,Series A,https://entrackr.com/snippets/hudle-raises-25-mn-in-series-a-round-led-by-sky-impact-capital-9518419
https://plenome.com/,$0.75,21/07/2025,Chennai,Deeptech,Seed,https://entrackr.com/snippets/plenome-technologies-raises-rs-65-cr-in-seed-round-9519354
https://kluisz.ai/,$9.60,23/07/2025,Bengaluru,Cloud Infrastructure Platform,Seed,https://inc42.com/buzz/former-oyo-executives-ai-cloud-platform-kluisz-ai-bags-9-6-mn/
https://www.apclub.co.in/,$0.23,22/07/2025,Bengaluru,Fitness,Pre-Seed,https://entrackr.com/snippets/apclub-raises-rs-2-cr-in-pre-seed-round-led-by-curefit-healthcare-9522522
https://www.sugarcosmetics.com/,$5.00,23/07/2025,Mumbai,Beauty and Personal Care,,https://inc42.com/buzz/exclusive-sugar-cosmetics-mops-up-5-mn-from-anicut-capital-others/
https://inboundaerospace.com/,$1.00,23/07/2025,Chennai,Spacetech,Pre-Seed,https://entrackr.com/snippets/space-tech-startup-inbound-aerospace-raises-1-mn-in-seed-funding-round-9526624
https://grexa.ai/,$1.85,23/07/2025,Mumbai,Marketing Platform,Seed,https://entrackr.com/snippets/marketing-platform-grexa-ai-raises-185-mn-in-seed-round-9526001
https://www.netrasemi.com/,$12.50,24/07/2025,Thiruvananthapuram,Semiconductor,Series A,https://entrackr.com/snippets/semiconductor-startup-netrasemi-raises-rs-107-cr-led-by-zoho-corp-and-unicorn-india-ventures-9530646
https://www.pristyncare.com/,$4.00,23/07/2025,Gurugram,Healthcare,,https://entrackr.com/exclusive/exclusive-pristyn-care-raises-4-mn-to-scale-in-house-hospitals-preps-for-larger-round-9527708
https://ituring.ai/,$5.00,23/07/2025,Bengaluru,AI/ML for Banking,Series A,https://entrackr.com/snippets/ituring-raises-5-mn-in-series-a-round-led-by-dallas-venture-and-mela-ventures-9527330
http://magmagroup.in/,,23/07/2025,Ahmedabad,Industrial Solutions,Series A,https://entrackr.com/snippets/gvfl-backs-magma-in-extended-series-a-round-9527285
https://myescplan.com/,$5.00,22/07/2025,Bengaluru,Travel Accessories,Seed,https://inc42.com/buzz/ex-perpule-founders-new-startup-escape-plan-raises-5-mn/
coluxe,,23/07/2025,Delhi,Jewellery Brand,Unknown,https://entrackr.com/snippets/coluxe-closes-friends-and-family-round-to-launch-everyday-fine-jewellery-platform-9526895,
https://ammunicsystems.com/,$1.10,25/07/2025,Bengaluru,Defense Tech,Seed,https://entrackr.com/snippets/defence-tech-startup-ammunic-systems-raises-11-mn-in-seed-round-9536371
https://styleanny.in/,$1.15,21/07/2025,Delhi-NCR,Fashion Tech,Pre-Series A,https://entrackr.com/snippets/anny-raises-rs-10-cr-in-pre-series-a-round-led-by-atomic-capital-9519017
https://eveez.in/,$5.40,24/07/2025,Delhi-NCR,EV,Series A,https://entrackr.com/snippets/eveez-raises-54-mn-in-series-a-led-by-michael-susan-dell-foundation-9531676
https://bharatsure.com/,$0.69,24/07/2025,Mumbai,Insurtech,,https://entrackr.com/snippets/insurtech-startup-bharatsure-raises-rs-6-cr-led-by-ipv-9530132
