Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Strata,$1.50,05/03/2020,Bengaluru,Fintech,Seed,https://inc42.com/buzz/proptech-startup-strata-raises-1-5-mn-from-saif-partners-mayfield-india/,SAIF Partners;Mayfield India
MyGlamm,$1.62,05/03/2020,Mumbai,E-commerce,Debt,https://inc42.com/buzz/myglamm-raises-inr-13-5-cr-debt-plus-equity-round-from-trifecta-capital/,Bessemer Venture Partners;L’Occitane
Paper Boat,$3.59,06/03/2020,Gurugram,E-commerce,Debt,https://inc42.com/buzz/paper-boat-bags-inr-30-cr-from-trifecta-advent-a91/,
Suki,$20.00,06/03/2020,India,Healthtech,Series B,https://inc42.com/buzz/suki-bags-20-mn-series-b-to-digitise-doctor-patient-interaction/,Flare Capital Partners;Venrock;First Round;Social Capital
Airmeet,$3.00,09/03/2020,Bengaluru,Proptech,,https://inc42.com/buzz/airmeet-raises-3-mn-as-coronavirus-pushes-need-for-online-events/,Accel India
Salesken.ai,$8.00,06/03/2020,Bengaluru,General,Series A,https://inc42.com/buzz/salesken-ai-raises-8-mn-series-a-from-sequoia-for-global-expansion/,Sequoia India
Karbon Card,$2.00,09/03/2020,Bengaluru,Fintech,Seed,https://yourstory.com/2020/03/funding-startup-karbon-card-kunal-shah-angel-seed-round,Amrish Rau;Jitendra Gupta;China
Airmeet,$3.00,08/03/2020,Bengaluru,General,Seed,https://yourstory.com/2020/03/funding-airmeet-investment-accel-india-venturehighway,Accel India;Accel;Global Founders Capital;BetterCapital;100x Entrepreneur Fund;Sequoia Scout;VentureHighway
Gyana,$3.90,05/03/2020,India,Deeptech & AI,Pre-Series A,https://yourstory.com/2020/03/funding-startup-gyana-data-science-twitter,Fuel Adventures;Twitter Co-founder Biz Stone;Green Shores Capital;U+I
Sleepy Owl,$1.92,05/03/2020,Delhi,General,Series A,https://yourstory.com/2020/03/funding-coffee-startup-sleepy-owl-rukam-capital,Rukam Capital;DSG Consumer Partners in 2018
Uber Eats India,$206.00,04/03/2020,India,Foodtech,Acquisition,https://inc42.com/buzz/heres-how-uber-acquired-nearly-10-stake-in-zomato-for-just-206-mn/,Zomato
Karvy GST Filing Business,,04/03/2020,India,Fintech,Acquisition,https://inc42.com/buzz/cleartax-acquires-karvys-gst-filing-arm-in-all-cash-deal/,ClearTax
Arya,$6.00,04/03/2020,Noida,E-commerce,Pre-Series B,https://inc42.com/buzz/agritech-startup-arya-raises-6-mn-in-pre-series-b-funding/,Omnivore;LGT Lightstone Aspada
Sleepy Owl,,04/03/2020,Delhi,E-commerce,Series A,https://inc42.com/buzz/sleepy-owl-grabs-series-a-from-rukam-dsg-consumers/,Rukam Capital;AngelList India;DSG Consumer Partners
ClearTax,,04/03/2020,Bengaluru,Fintech,Acquisition,https://yourstory.com/2020/03/tax-filing-startup-cleartax-acquires-karvys-gst-business,
Soxytoes,,04/03/2020,India,E-commerce,Undisclosed,https://yourstory.com/2020/03/funding-ecommerce-startup-soxytoes-angel-network,Gurugram angel network
F5,,04/03/2020,New Delhi,Consumer,Seed,https://yourstory.com/2020/03/funding-retail-aggregator-f5-seed-letsventure,Singularity;Mohit Satyanand;Varun Laul;Tres Ventures;Huddle;Startup Buddy
