Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Lead School,$28.00,21/08/2020,Mumbai,Edtech,Series A,https://inc42.com/buzz/edtech-startup-lead-school-bags-28-mn-from-westbridge-elevar/,WestBridge Capital;Elevar Equity has
FarEye,$13.00,21/08/2020,New Delhi,Logistics,Series D,https://inc42.com/buzz/fareye-raises-additional-13-mn-in-series-d-round-led-by-fundamentum/,Fundamentum Partnership;M12 (Microsoft’s Venture Fund)
Pixxel,$5.00,19/08/2020,Bengaluru,Deeptech & AI,Seed,https://entrackr.com/2020/08/spacetech-startup-pixxel-raises-5-mn-round/,Blume;Lightspeed;Blume Ventures;Lightspeed India;Inventus Capital India;Ryan Johnson;Stanford Angels
ISFC,$30.00,25/08/2020,India,General,Debt,https://yourstory.com/2020/08/isfc-raises-30-million-gray-matters-capital-education,
Habbit Health,$1.60,19/08/2020,Delhi,General,Pre-Seed,https://yourstory.com/2020/08/funding-startup-habbit-health-pre-seed-angellist,VC firm;Better Capital;First Cheque
Able Jobs,$1.80,19/08/2020,Bengaluru,General,Seed,https://yourstory.com/2020/08/funding-able-jobs-hiring-startup-entry-level-talent-saif-partners,SAIF Partners
CometChat,$1.60,19/08/2020,Mumbai,General,Seed,https://yourstory.com/2020/08/funding-cpaas-startup-cometchat-seed-us-indian-vcs,
Netmeds,$83.00,19/08/2020,Chennai,Healthtech,Acquisition,https://inc42.com/buzz/reliance-takes-on-amazon-pharmacy-with-83-mn-netmeds-acquisition/,Reliance Retail
Circle Internet,,24/08/2020,Delhi,Media & Entertainment,Acquisition,https://inc42.com/buzz/sharechat-acquires-hyperlocal-information-platform-circle-internet/,ShareChat
CASHe,$1.60,24/08/2020,Mumbai,Fintech,,https://inc42.com/buzz/exclusive-digital-lending-startup-cashe-raises-inr-12-cr/,Surendra Kedia Family Private Trust;Saroj Kumar Patnaik
Dukaan,$6.00,25/08/2020,Bengaluru,E-commerce,Seed,https://entrackr.com/2020/08/exclusive-lightspeed-matrix-6-mn-seed-round-dukaan/,Lightspeed India;Matrix Partners India
Uable,,21/08/2020,Bengaluru,Edtech,Seed,https://entrackr.com/2020/08/vedantu-co-founders-uable-valuation-touches-rs-32-cr-in-maiden-round/,3one4 Capital
Zomato,$70.00,21/08/2020,Gurugram,Foodtech,Series J,https://entrackr.com/2020/08/exclusive-zomato-set-to-raise-around-70-mn-from-temasek-allot-esops-worth-52-mn/,Temasek (MacRitchie Investments)
EVage,,25/08/2020,Chandigarh,EV & Mobility,Undisclosed,https://yourstory.com/2020/08/funding-evage-investment-ola-electric-vehicles-startup,Anand Shah;Varun Pahwa;Anmol Nayyar
OneCode,,25/08/2020,Gurugram,E-commerce,Seed,https://yourstory.com/2020/08/funding-alert-social-commerce-platform-onecode-waterbridge-ventures,WaterBridge Ventures;Miten Sampat;Aakrit Vaish
Vieroots,,19/08/2020,Kochi,Healthtech,Undisclosed,https://yourstory.com/2020/08/funding-alert-actor-suniel-shetty-kochi-healthtech-startup-vieroots,Suniel Shetty
