Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Vernacular.ai,$5.10,06/05/2020,Bengaluru,SaaS,Series A,https://inc42.com/buzz/saas-startup-vernacular-ai-raises-5-1-mn-series-a-funding/,Exfinity Ventures;IAN Fund
VestaSpace,$10.00,07/05/2020,Pune,Spacetech,Pre-Series A,https://inc42.com/buzz/spacetech-startup-vestaspace-raises-10-mn-funding-from-next-capital/,IDFC-Parampara;StartupXSeed;Karsemven Fund (KITVEN);Survam Partners at a valuation of $10 Mn
Shiprocket,$13.00,11/05/2020,Delhi,E-commerce,Series C,https://inc42.com/buzz/shiprocket-raises-13-mn-in-series-c-funding-to-fuel-international-expansion/,Tribe Capital LLC;Innoven Capital;Bertelsmann India;Bertelsmann India Investments
Spyne,$0.54,11/05/2020,Gurugram,E-commerce,Pre-Series A,https://inc42.com/buzz/spyne-raises-pre-series-a-from-angellist-others-to-automate-image-processing/,AngelList;Smile Group
LoadShare,$42.00,09/05/2020,Bengaluru,Logistics,Pre-Series A,https://entrackr.com/2020/05/funding-in-indian-startups-this-week-04-may-09-may/,Beenext;Exfinity Ventures;IAN Fund;Paytm;Rockstud Capital;Pravega Ventures;Japan's Beyond Next Ventures
Doceree,$1.00,12/05/2020,India,Healthtech,Seed,https://yourstory.com/2020/05/funding-physician-engagement-startup-doceree-seed,Kumar Gaurav;CEO of Beyond Codes
Sindhuja Microcredit,$8.70,11/05/2020,India,General,Series A,https://yourstory.com/2020/05/funding-alert-microfinance-sindhuja-microcredit-nmi-carpediem-capital,
Nykaa,$8.02,11/05/2020,India,E-commerce,Acquisition,https://yourstory.com/2020/05/funding-alert-nykaa-raises-equity-steadview-capital,
CreditMantri,$0.72,06/05/2020,Chennai,Fintech,,https://inc42.com/buzz/exclusive-fintech-startup-creditmantri-raising-inr-6-cr-from-idg-capital-others/,IDG Ventures;Elevar Equity;Accion
RentoMojo,$2.93,07/05/2020,Bengaluru,E-commerce,Series C,https://inc42.com/buzz/exclusive-rentomojo-is-raising-inr-24-48-cr-in-series-c-funding/,Chiratae Ventures;Accel Partners;BCIP Venture Associates;Bain Capital;Renaud Laplanche
Magicpin,$3.51,12/05/2020,Gurugram,E-commerce,,https://entrackr.com/2020/05/exclusive-lightspeed-is-leading-fresh-round-in-magicpin/,Lightspeed Venture Partners;Moonstone Investments;WaterBridge Venture;The Bunting Family Private Fund
Nykaa,$8.02,08/05/2020,Mumbai,E-commerce,,https://entrackr.com/2020/05/steadview-invests-rs-67-cr-more-in-nykaa-3-stake/,Steadview Capital
Refrens,,12/05/2020,Bengaluru,Fintech,Undisclosed,https://yourstory.com/2020/05/funding-alert-refrens-vijay-shekhar-sharma-anupam-mittal,Vijay Shekhar Sharma;Anupam Mittal;The Collective fund;FirstCheque;Amiya Pathak;Gireesh Subramaniam;Sujayath Ali;Naveeneetha Krishnan;Amit Lakhotia;Ajeet Khurana
Caspian Debt,$20.00,08/05/2020,India,Fintech,Debt,https://yourstory.com/2020/05/funding-alert-caspian-debt-investment-from-dfc,US International Development Finance Corporation (DFC)
Jio Platforms,$1500.00,08/05/2020,Mumbai,Deeptech & AI,,https://yourstory.com/2020/05/reliance-jio-sells-stake-vista-equity-partners-billion-deal-gujarati,Vista Equity Partners
Generic Aadhaar,,07/05/2020,Thane,Healthtech,Undisclosed,https://yourstory.com/2020/05/ratan-tata-invests-medtech-startup-generic-aadhar-pharma,Ratan Tata
VestaSpace Technology,$10.00,06/05/2020,Pune,Deeptech & AI,,https://yourstory.com/2020/05/vestaspace-tech-gets-10m-funding-next-capital,Next Capital LLC
SafeHouse Technologies,,06/05/2020,India,Deeptech & AI,Undisclosed,https://yourstory.com/2020/05/funding-roman-abramovich-altair-capital-startup-safehouse-technologies,AltaIR Capital
