Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$192.00,20/02/2021,India,Fintech,Series C,https://inc42.com/buzz/funding-galore-from-kreditbee-to-vogo-192-mn-raised-by-indian-startups-february-15-20/,Azim Premji’s PremjiInvest;Mirae Asset Venture;South Korea’s Mirae Asset Venture;US-based Alpine Capital;Arkam Ventures
Zomato,$250.00,23/02/2021,India,Foodtech,,https://inc42.com/buzz/zomato-raises-250-mn-led-by-kora-management-at-5-4-bn-valuation/,Kora Management At $5
Instasolv,$2.00,22/02/2021,Bengaluru,Edtech,Pre-Series A,https://inc42.com/buzz/vedantu-acquires-doubt-solving-app-instasolv-to-complement-k-12-learning/,
MyShubhLife,$4.00,23/02/2021,Bengaluru,Fintech,Series A,https://inc42.com/buzz/myshubhlife-raises-4-mn-to-cater-to-indias-working-class-borrowers/,Omidyar Network India
Arzooo,$6.00,24/02/2021,Bengaluru,E-commerce,Venture Debt,https://inc42.com/buzz/b2b-retailtech-startup-arzooo-bags-6-mn-aims-to-hit-sales-run-rate-of-500-mn/,
Kutuki,$2.20,24/02/2021,Bengaluru,Edtech,Seed,https://inc42.com/buzz/edtech-startup-kutuki-raises-2-2-mn-from-omidyar-network-india-others/,Omidyar Network India;AET;First Capital;First Cheque;Abhishek Nag
Doubtnut,$31.00,25/02/2021,Delhi,Edtech,,https://inc42.com/buzz/edtech-startup-doubtnut-bags-31-mn-sig-investments-leads-the-round/,Hong Kong-based venture capital firm SIG Investments;James Murdoch’s Lupa Systems;Sequoia Capital India;Omidyar Network India;Waterbridge Ventures
KreditBee,$195.00,20/02/2021,India,General,Series A,https://entrackr.com/2021/02/funding-in-indian-startups-this-week-15-feb-20-feb/,DSG Consumer Partners;Blume Ventures
Fingerlix,$2.40,19/02/2021,Mumbai,Foodtech,Series C,https://entrackr.com/2021/02/fingerlix-raises-rs-20-cr-from-swiggy-accel-and-others/,
Argoid,$1.70,24/02/2021,Bengaluru,Deeptech & AI,Seed,https://yourstory.com/2021/02/funding-alert-ai-startup-argoid-yournest-venture-capital,YourNest Venture Capital
Impact Analytics,$11.00,23/02/2021,India,SaaS,Seed,https://yourstory.com/2021/02/funding-saas-startup-impact-analytics-11m-growth-argentum-capital,Argentum Capital Partners;New York-based growth equity firm
DeHaat,$30.00,23/02/2021,Delhi,Agritech,Series C,https://yourstory.com/2021/02/agritech-startup-dehaat-acquires-b2b-saas-farming-platform-farm-guide,
Saltmine,$20.00,24/02/2021,India,General,Series A,https://yourstory.com/2021/02/funding-saltmine-jll-spark-jungle-ventures-digital-workplace,JLL Spark
Innovaccer,$1300.00,24/02/2021,Noida,General,Series C,https://yourstory.com/2021/02/saas-startup-innovaccer-unicorn-club-growth-funding-tiger-global,Tiger Global Management at a post-money valuation of $1
Read Blueshift,$30.00,25/02/2021,Delhi,EV & Mobility,Series C,https://yourstory.com/2021/02/startup-news-and-updates-daily-roundup-feb-25-2021,Fort Ross Ventures;Avatar Growth Capital;Softbank Ventures Asia;Storm Ventures;Conductive Ventures;Nexus Venture Partners also participated in the round
Hubilo,$23.50,24/02/2021,Ahmedabad,General,Series A,https://yourstory.com/2021/02/funding-hubilo-series-a-virtual-event-platform,Lightspeed Venture Partners;Chairman of the Board at
Blueshift,$30.00,25/02/2021,India,Deeptech & AI,Series C,https://yourstory.com/2021/02/funding-blueshift-raises-30m-funding-seriesc-round,Fort Ross Ventures;Avatar Growth Capital
Doc,$1.00,23/02/2021,India,Healthtech,Pre-Series A,https://yourstory.com/2021/02/funding-odoc-raises-1million-pre-series-round,Cherif Habib;Co-founder of Dialogue
i3 Interactive,,23/02/2021,India,Gaming,Acquisition,https://inc42.com/buzz/global-mobile-gaming-platform-i3-interactive-acquires-livepools/,
Raise Financial,,25/02/2021,India,Fintech,Seed,https://inc42.com/buzz/paytm-moneys-former-ceo-pravin-jadhav-unveils-his-new-fintech-startup-raise-financial/,Mirae Asset Venture Investments;Founders Fund;Social Leverage;Kunal Shah;Kalyan Krishnamoorthy;Sameer Nigam;Rahul Chari;Amod Malviya;Sujeet Kumar;Sandeep Tandon;Amrish Rau;Jitendra Gupta;Girish Mathrubootham
Infra.Market,$100.00,25/02/2021,India,Real Estate Tech,Series C,https://inc42.com/buzz/infra-market-enters-the-unicorn-club-after-raising-100-mn-from-tiger-global/,Tiger Global;Accel Partners;Nexus Venture Partners;Evolvence India Fund;Sistema Asia Fund;Foundamental
Hubilo,$23.50,25/02/2021,Ahmedabad,Enterprise Tech,Series A,https://inc42.com/buzz/hybrid-events-startup-hubilo-raises-23-5-mn-in-series-a-round/,Lightspeed Venture Partners;Balderton Capital;John W. Thompson
Zomato,$250.00,22/02/2021,Gurugram,Foodtech,,https://entrackr.com/2021/02/zomatos-valuation-touches-5-4-bn-with-a-250-mn-round-led-by-kora/,Kora Management;Fidelity Management;Tiger Global;Bow Wave Capital;Dragoneer Investment Group
CRED,$82.74,20/02/2021,India,Fintech,Series C,https://entrackr.com/2021/02/decoding-creds-series-c-funding-round/,DST Global;Tiger Global;Coatue;Sofina Ventures;Sequoia Capital;Ribbit Capital;General Catalyst
Marsplay,,19/02/2021,India,E-commerce,Acquisition,https://entrackr.com/2021/02/exclusive-lightspeed-backed-foxy-acquires-marsplay/,EkAnek (Foxy)
KreditBee,$75.00,19/02/2021,India,Fintech,Series C,https://yourstory.com/2021/02/weekly-indian-startup-funding-roundup-marquee-vcs-investment,Premji Invest;Mirae Asset;Alpine Capital;Arkam Ventures
MyShubhLife,$4.00,22/02/2021,India,Fintech,,https://yourstory.com/2021/02/funding-lending-app-myshubhlife-patamar-capital,Patamar Capital
Kinara Capital,$10.00,22/02/2021,India,Fintech,Debt,https://yourstory.com/2021/02/digital-lending-platform-kinara-capital-raises-10-million-induslnd-bank,IndusInd Bank;Gaja Capital;GAWA Capital;Michael & Susan Dell Foundation
Tax2win,,23/02/2021,Jaipur,Fintech,Acquisition,https://yourstory.com/2021/02/wealthtech-startup-fisdom-forays-into-tax-solutions-with-tax2win-acquisition,Fisdom
CouchFashion,$0.15,23/02/2021,New Delhi,Fashion Tech,Seed,https://yourstory.com/2021/02/funding-alert-we-founder-circle-b2b-fashion-tech-couchfashion,We Founder Circle
Cognirel Technologies,,23/02/2021,Bengaluru,AI,Acquisition,https://yourstory.com/2021/02/unicorn-verse-innovation-acquires-cognirel-technologies,VerSe Innovation
Safari Industries,$10.36,24/02/2021,India,Consumer,,https://yourstory.com/2021/02/investcorp-safari-industries-luggage-brand-funding,Investcorp
Comofi Medtech,$0.26,25/02/2021,Bengaluru,Healthtech,,https://yourstory.com/2021/02/funding-alert-iim-ahmedabad-incubator-ciieco-invests-comofi-medtech,CIIE.CO;JITO Angel Network;KIIT Technology Business Incubator
Battery Smart,,25/02/2021,Delhi,EV,Seed,https://yourstory.com/2021/02/funding-alert-battery-smart-seed-round-orios-venture-partners,Orios Venture Partners;Faad Network
Hubhopper,,25/02/2021,Delhi,Media,Undisclosed,https://yourstory.com/2021/02/podcast-platform-hubhopper-raises-fund-hindustan-times-media-ventures,Hindustan Media Ventures
Raise Financial Services,,25/02/2021,India,Fintech,Undisclosed,https://yourstory.com/2021/02/funding-alert-raise-financials-bags-money,Mirae Asset Venture Investments;Kunal Shah;Kalyan Krishnamoorthy;Sameer Nigam;Rahul Chari;Amod Malviya;Sujeet Kumar;Anupam Mittal;Sandeep Tandon;Amrish Rau;Jitendra Gupta;Girish Mathrubootham
oDoc,$1.00,23/02/2021,India,Healthtech,Pre-Series A,https://yourstory.com/2021/02/startup-news-and-updates-daily-roundup-feb-23-2021,Techstars;Hustle Fund;Unpopular Ventures
