Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Udaan,$10.00,06/11/2021,India,E-commerce,Debt,https://inc42.com/buzz/exclusive-udaan-raises-10-mn-from-innoven-capital/,
Mn,$171.00,06/11/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-over-171-mn-raised-by-indian-startups-this-week/,
BrightChamps,$63.00,08/11/2021,Goa,Edtech,Acquisition,https://inc42.com/buzz/edtech-brightchamps-raises-63-mn-at-500-mn-valuation-plans-international-expansion/,Premji Invest;GSV Ventures;Binny Bansal;021 Capital;Beenext
IPO-Bound Zoomcar,$92.00,09/11/2021,Bengaluru,D2C,,https://inc42.com/buzz/ipo-bound-zoomcar-raises-92-mn-from-sternaegis-ventures-plans-expansion-across-asia-mena/,
Troo Good,$6.59,10/11/2021,Hyderabad,E-commerce,Series A,https://inc42.com/buzz/d2c-foodtech-troo-good-raises-inr-55-cr-plans-pan-india-expansion/,OAKS Asset Management
Xpand,$1.50,10/11/2021,Delhi,E-commerce,Pre-Series A,https://inc42.com/buzz/xpand-raises-funds-to-provide-retailers-with-access-to-rural-markets/,Akash Prakash (CEO;Amansa Capital) at a valuation of $10 Mn for its platform
Cradlewise,$7.00,10/11/2021,Bengaluru,E-commerce,Seed,https://inc42.com/buzz/cradlewise-raises-7-mn-for-its-ai-powered-smart-cribs-for-babies/,
ElectricPe,$3.00,11/11/2021,India,EV & Mobility,Seed,https://inc42.com/buzz/electricpe-raises-funds-to-help-ev-owners-find-charging-stations/,Blume Ventures;Micelio Fund
Wakefit,$28.00,11/11/2021,Delhi,D2C,Series B,https://entrackr.com/2021/11/wakefit-raises-28-mn-in-series-c-round/,US-based SIG;Verlinvest;Sequoia Capital India in December last year;Sequoia Capital India
Lysto,$3.00,11/11/2021,Bengaluru,E-commerce,Seed,https://entrackr.com/2021/11/nft-startup-lysto-raises-3-mn-in-seed-round/,Binny Bansal;Kunal Shah;Ashish Hemrajani;Parikshit Dhar;Anupam Mittal;Ashish Gupta;Kumar Sudarsan also took part in the round
CloudFiles,$0.28,10/11/2021,Bengaluru,SaaS,Pre-Seed,https://entrackr.com/2021/11/saas-startup-cloudfiles-raises-rs-2-36-cr-in-pre-seed-round/,Titan Capital;Ashish Garg;CEO at Eltropy;Renil Komitla;CEO at Terralogic Software
Unnati Agri,$7.19,10/11/2021,Noida,Fintech,Series A,https://entrackr.com/2021/11/agritech-startup-unnati-agri-bags-rs-60-cr-in-series-a/,Incofin Investment Management;NabVentures;Orios
TVF,$2.00,10/11/2021,Mumbai,General,Venture Debt,https://entrackr.com/2021/11/tvf-raises-2-mn-in-debt-from-blacksoil/,
Mosaic Wellness,$24.00,10/11/2021,Mumbai,General,Series A,https://entrackr.com/2021/11/mosaic-wellness-raises-24-mn-in-series-a-round/,Sequoia Capital;Sequoia Capital India;Jitendra Gupta;Kunal Shah;Jaydeep Barman also participated
Cora Health,$0.55,09/11/2021,Bengaluru,Deeptech & AI,Seed,https://entrackr.com/2021/11/cora-health-raises-rs-4-6-cr-in-seed-round/,
Battery Smart,$7.00,09/11/2021,Delhi,EV & Mobility,Pre-Series A,https://entrackr.com/2021/11/battery-smart-raises-7-mn-in-pre-series-a-round/,Blume Ventures;Orios Ventures
SuperBottoms,$0.42,09/11/2021,Mumbai,D2C,Seed,https://entrackr.com/2021/11/d2c-brand-superbottoms-raises-rs-3-5-cr-in-debt/,
Zoomcar,$92.00,08/11/2021,Bengaluru,General,Series E,https://entrackr.com/2021/11/zoomcar-raises-92-mn-in-series-e-round-led-by-sternaegis-ventures/,SternAegis Ventures;New York-based SternAegis Ventures
Advantage Club,$5.00,08/11/2021,Gurugram,General,Pre-Series A,https://entrackr.com/2021/11/hr-tech-startup-advantage-club-raises-5-mn-in-pre-series-a-round/,
Leap India,$12.46,09/11/2021,India,Edtech,Debt,https://yourstory.com/2021/11/leap-india-raises-104-cr-funding-cdc-group,
Vayana Network,$33.89,11/11/2021,India,General,Series C,https://yourstory.com/2021/11/funding-alert-supply-chain-finance-vayana-network-283-crore-series-c,Chiratae Ventures;Jungle Ventures;March Capital;CDC group
