Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Ujjivan Financial Services,,18/05/2006,Bangalore,Microfinance,Undisclosed,http://www.vccircle.com:80/2006/05/18/michael-susan-dell-foundation-unitus-invests-in-bangalore-microfinance-firm-ujjivan,Unitus Equity Fund;Michael & Susan Dell Foundation;Bellwether Microfinance Fund
