Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Portkey,$15.00,19/02/2026,India,AI,Series A,https://entrackr.com/news/ai-apps-building-platform-portkey-raises-15-mn-in-series-a-led-by-elevation-11134623,Elevation Capital; Lightspeed
Sweet Karam Coffee,$3.31,19/02/2026,India,Food & Beverage,Series A,https://entrackr.com/exclusive/exclusive-sweet-karam-coffee-to-top-up-series-a-at-85-valuation-premium-11133735,Peak XV Partners; Fireside Ventures
GIVA,$12.00,19/02/2026,India,Fashion,Series C,https://entrackr.com/exclusive/exclusive-giva-raising-12-mn-in-extended-series-c-round-11132866,HPV CC1; Premji Invest; Kenro Capital; Titan Capital
Pluto Mobility,$2.00,19/02/2026,Delhi,Electric Mobility,Seed,https://entrackr.com/snippets/pluto-mobility-raises-2-mn-in-seed-round-11132728,Version One Ventures; Grad Capital
Euler Motors,$25.00,20/02/2026,India,Electric Mobility,Debt,https://entrackr.com/exclusive/exclusive-euler-motors-plans-25-mn-debt-in-tranches-11138670,BlackSoil Capital; Trifecta Venture
Roopya,$0.48,20/02/2026,India,Fintech,Seed,https://entrackr.com/snippets/lending-infra-startup-roopya-raises-seed-round-led-by-ipv-11138087,Inflection Point Ventures
Pluckk,$11.00,23/02/2026,India,Agritech,Series C,https://entrackr.com/exclusive/exclusive-pluckk-set-to-raise-rs-100-cr-from-euro-gulf-investment-11147572,Euro Gulf Investment
Hycosys,$1.00,23/02/2026,Bengaluru,Deeptech,Seed,https://entrackr.com/snippets/hycosys-raises-seed-round-led-by-mounttech-growth-funds-kavachh-11147416,MountTech Growth Fund - Kavachh; PointOne Capital
Mojro,$3.00,23/02/2026,India,SaaS,,https://entrackr.com/snippets/b2b-saas-platform-mojro-raises-3-mn-led-by-ian-alpha-fund-11146906,IAN Alpha Fund; 1Crowd
MyDesignation,$4.79,23/02/2026,India,Fashion,Series A,https://entrackr.com/snippets/d2c-fashion-brand-mydesignation-raises-40-cr-in-series-a-round-11146761,RPSG Capital Ventures; Veltis Capital; Multiply Ventures; Dominor Investments
DATOMS,$2.76,23/02/2026,India,Deeptech,Series A,https://entrackr.com/snippets/deeptech-iot-startup-datoms-raises-rs-25-cr-in-series-a-led-by-big-capital-jsc-11146538,Big Capital JSC; IvyCap Ventures; YourNest Venture Capital
