Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$462.00,05/06/2021,Gurugram,SaaS,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-462-mn-raised-by-indian-startups-this-week-may-31-june-05/,Boston-based investment firm Fidelity
Truemeds,$5.00,08/06/2021,Mumbai,Healthtech,Series A,https://inc42.com/buzz/healthtech-platform-truemeds-raises-5mn-in-series-a-round/,InfoEdge Ventures;Asha Impact;Indian Angel Network
MediBuddy,$2.99,08/06/2021,India,Healthtech,Venture Debt,https://inc42.com/buzz/healthtech-platform-medibuddy-raises-inr-25-cr-in-debt-funding/,Enbasekar;CTO respectively
Zenoti,$80.00,09/06/2021,India,SaaS,Series D,https://inc42.com/buzz/saas-unicorn-zenoti-raises-80-mn-in-series-d-from-tpg/,TPG;Advent International;Tiger Global Management;Steadview Partners
Capital Float,$5.99,09/06/2021,Bengaluru,Fintech,Debt,https://inc42.com/buzz/capital-float-raises-inr-50-cr-debt-round-from-triodos-im/,
Candes,$3.00,09/06/2021,Delhi,E-commerce,,https://inc42.com/buzz/d2c-brand-candes-raises-3-mn-from-delhi-based-family-offices/,Anuraag;Ruchirans Jaipuria
Refyne,$16.00,09/06/2021,Bengaluru,Fintech,Series A,https://inc42.com/buzz/refyne-raises-16-mn-to-help-employees-get-earned-salary-in-real-time/,
MobiKwik,$20.00,09/06/2021,Gurugram,General,Acquisition,https://entrackr.com/2021/06/exclusive-mobikwik-raises-20-mn-from-abu-dhabi-investment-authority/,
Whatfix,$90.00,08/06/2021,Bengaluru,General,Series C,https://entrackr.com/2021/06/whatfix-bags-90-mn-series-d-round-led-by-softbank-vision-fund-2/,SoftBank Vision Fund 2;Eight Roads Ventures;Sequoia Capital India;Dragoneer Investment Group;F-Prime Capital;Cisco Investments
Delhivery,$554.00,05/06/2021,Bengaluru,Fintech,Series A,https://entrackr.com/2021/06/funding-in-indian-startups-this-week-31-may-05-june/,Accel Partners;Falcon Edge Capital;Norwest Venture Partners;Mirae Asset
Slice,$15.50,03/06/2021,Bengaluru,Fintech,Debt,https://entrackr.com/2021/06/exclusive-fintech-startup-slice-raises-15-5-mn-from-existing-investor/,
Greenjoules,$4.50,09/06/2021,Pune,General,Series A,https://yourstory.com/2021/06/funding-alert-green-energy-startup-greenjoules-blue-ashva-capital,
QuickSell,$2.00,08/06/2021,Mumbai,Healthtech,Pre-Series A,https://yourstory.com/2021/06/startup-news-and-updates-daily-roundup-june-8-2021,InfoEdge Venture Fund;BEENEXT;Anuraag;Ruchirans Jaipuria
Shyplite,$1.00,09/06/2021,Delhi,Logistics,,https://yourstory.com/2021/06/funding-alert-ai-enabled-logistics-startup-shyplite-n-1-capital,
Reevoy,$3.00,09/06/2021,Delhi,Edtech,Pre-Series A,https://yourstory.com/2021/06/funding-invoice-factoring-startup-reevoy-stellaris-venture-partners,Stellaris Venture Partners;Ashish Sharma
BuyerAssist.io,$2.00,09/06/2021,Pune,General,Seed,https://yourstory.com/2021/06/funding-buyerassistio-raises-2m-dollar-seed-round-stellaris-venture,Stellaris Venture Partners;Emergent Ventures;Better Capital;India
Candes,$3.00,08/06/2021,Delhi,D2C,Pre-Series A,https://yourstory.com/2021/06/d2c-home-appliance-brand-candes-raises-3million,Anuraag;Ruchirans Jaipuria;InfoEdge Venture Fund;BEENEXT
Swiflearn,$3.00,07/06/2021,Gurugram,Edtech,Pre-Series A,https://yourstory.com/2021/06/funding-edtech-startups-swiflearn-raises-3m-pre-seriesa-stellaris,Stellaris Venture Partners;Venture Highway;Saama;Whiteboard Capital
