Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Wingreens Farms,$14.85,15/11/2021,Gurugram,E-commerce,Series B,https://inc42.com/buzz/wingreens-farms-raises-inr-124-cr-from-investcorp/,Investcorp
EyeMyEye,$2.46,15/11/2021,Gurugram,E-commerce,Pre-Series A,https://inc42.com/buzz/eyemyeye-raises-funding-to-compete-in-the-eyewear-market/,
DGV,$3.10,16/11/2021,Bengaluru,Fintech,Pre-Series A,https://inc42.com/buzz/dgv-raises-3-1-mn-to-extend-neobanking-facilities-to-dairy-farmers/,
Clinikk,$4.00,16/11/2021,Bengaluru,Healthtech,Pre-Series A,https://inc42.com/buzz/clinikk-raises-funds-to-integrate-health-insurance-and-outpatient-care/,MassMutual Ventures;Times Internet;500 Startups;WEH Ventures
K&L Wellness,$4.03,17/11/2021,Mumbai,Healthtech,Seed,https://inc42.com/buzz/healthtech-startup-kl-wellness-raises-4-03-mn-of-seed-funding/,
OneRare,$2.00,17/11/2021,Delhi,Web3 & Crypto,Seed,https://inc42.com/buzz/onerare-raises-seed-fund-to-create-the-metaverse-of-food/,Sandeep Nailwal (Polygon);Nischal Shetty (WazirX);Shashwat Gupta (Altcoin Buzz);Tarun Jaswani (Unbound Finance);Prakash Somasundaram (Enjinstarter);Edmond Truong (Formation Fi);Tamar Menteshashvili (So
Disprz,$13.00,18/11/2021,Chennai,Fintech,Series B,https://inc42.com/buzz/disprz-raises-13-mn-to-help-businesses-upskill-workers/,Dallas Venture Capital;Mars Growth Capital
Defy,$5.00,18/11/2021,India,Fintech,Seed,https://inc42.com/buzz/defy-raises-5-mn-to-build-community-crypto-platform/,
BollyCoin,$2.00,18/11/2021,India,Web3 & Crypto,,https://inc42.com/buzz/bollycoin-closes-pre-sale-round-after-selling-20-mn-tokens-worth-2-mn/,
Earlier Udaan,$5.99,18/11/2021,India,E-commerce,Debt,https://inc42.com/buzz/exclusive-udaan-gets-inr-50-cr-in-debt-from-corsa-blacksoil-others/,
Inzpira,$0.28,18/11/2021,India,Edtech,Pre-Seed,https://entrackr.com/2021/11/edtech-platform-inzpira-raises-rs-2-3-cr-in-seed-round/,Raj Nair;Gopinath Latpate
Foodlink,$8.00,18/11/2021,Mumbai,General,Series B,https://entrackr.com/2021/11/foodlink-raises-8-mn-in-series-b-financing/,
Boingg,$0.26,17/11/2021,Gurugram,D2C,Seed,https://entrackr.com/2021/11/boingg-raises-seed-round-of-rs-2-2-cr/,Inflection Point Ventures
GoKwik,$15.00,17/11/2021,Delhi,SaaS,Pre-Series A,https://entrackr.com/2021/11/gokwik-raises-15-mn-in-series-a-round/,Sequoia Capital India;Matrix Partners;RTP Global
Velocity,$20.00,17/11/2021,Bengaluru,Fintech,Series A,https://entrackr.com/2021/11/velocity-bags-20-mn-in-series-a-round/,Peter Thiel’s Valar Ventures;Maninder Gulati;Zac Price;Philippe De Mota;Presight Capital
Toplyne,$2.50,16/11/2021,Bengaluru,SaaS,Pre-IPO,https://entrackr.com/2021/11/saas-startup-toplyne-bags-2-5-mn/,Razorpay founders Shashank Kumar;Harshil Mathur;Unacademy co-founder Gaurav Munjal;ZoomInfo chief executive Arjun Pillai
GuardianLink,$12.00,16/11/2021,Bengaluru,Web3 & Crypto,Series A,https://entrackr.com/2021/11/nft-startup-guardianlink-raises-12-mn/,Kalaari Capital
Planys,$1.60,16/11/2021,India,Deeptech & AI,Pre-Series A,https://entrackr.com/2021/11/deep-tech-startup-planys-raises-1-6-mn/,
Petpooja,$4.50,15/11/2021,India,General,Series B,https://entrackr.com/2021/11/petpooja-raises-4-5-mn-in-series-b-round/,Aroa Ventures;Udaan
Knocksense,$0.50,15/11/2021,Lucknow,General,Bridge,https://entrackr.com/2021/11/knocksense-raises-150k-in-a-bridge-round/,Applyhigh;Mumbai Angels;LetsVenture
MentorsPro,$1.00,12/11/2021,India,Edtech,Pre-Seed,https://yourstory.com/2021/11/funding-alert-edtech-startup-coding-invaders-by-mentorspro-pre-seed-round,
