Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
PlaySimple,,24/12/2014,Bangalore,Gaming,Seed,http://yourstory.com/2014/12/idg-invests-playsimple/,IDG Ventures India;Yezdi Lashkari
