Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Teachmint,$78.00,25/10/2021,India,Edtech,Series B,https://inc42.com/buzz/exclusive-teachmint-raises-funding-from-rocketship-vc-others/,Learn Capital;CM Ventures;Epiq Capital;Lightspeed India Partners;Better Capital has
BharatPe,$11.98,25/10/2021,India,Fintech,Venture Debt,https://inc42.com/buzz/bharatpe-raises-inr-100-cr-debt-for-its-merchant-lending-platform/,
Gramophone,$8.98,26/10/2021,Indore,Agritech,Series B,https://inc42.com/buzz/agritech-startup-gramophone-raises-inr-75-cr-eyes-growth-through-ma/,Z3 Partners;Asha Impact;Siana Capital;Infoedge
Dhruva Space,$2.63,25/10/2021,Hyderabad,Spacetech,,https://inc42.com/buzz/dhruva-space-raises-inr-22-cr-to-launch-satellite-as-a-service/,IAN Fund;Blue Ashva capital
Masai School,$5.00,26/10/2021,Bengaluru,Edtech,Series A,https://inc42.com/buzz/masai-school-raises-funds-from-21-angel-investors/,Omidyar Network;Unicorn startup founders such as Kunal Shah of Cred;IPO-bound Paytm’s founder Vijay Shekhar Sharma;Delhivery’s Mohit Tandon;Vipin Pathak of Cars24 among others
Neobank Zolve,$40.00,27/10/2021,Bengaluru,Fintech,Series A,https://inc42.com/buzz/neobank-zolve-raises-40-mn-to-provide-access-to-financial-services/,DST Global;Accel;Lightspeed;Lightspeed Venture Partners
Rusk Media,$0.24,27/10/2021,India,Gaming,,https://inc42.com/buzz/rusk-media-raises-funding-from-gaming-giant-nazara/,
IPO-Bound Paytm,$110.18,27/10/2021,India,Fintech,Acquisition,https://inc42.com/buzz/paytm-raises-inr-920-cr-from-swiss-re-for-its-insurance-business/,
Instoried,$8.00,27/10/2021,Mumbai,Deeptech & AI,Pre-Series A,https://inc42.com/buzz/instoried-raises-8-mn-funding-to-help-write-engaging-copy/,9Unicorns;Mumbai Angels
Nykaa,$286.92,28/10/2021,India,E-commerce,,https://inc42.com/buzz/nykaa-raises-inr-2395-8-cr-from-anchor-investors/,Fidelity International
LoveLocal,$18.00,28/10/2021,India,E-commerce,Series B,https://inc42.com/buzz/hyperlocal-ecommerce-platform-lovelocal-raises-18-mn-in-pre-series-b/,Vulcan Capital
Vakilsearch,$10.00,28/10/2021,India,Deeptech & AI,,https://inc42.com/buzz/vakilsearch-raises-10-mn-to-accelerate-its-ai-and-ml-initiatives/,
Mn,$724.00,23/10/2021,India,Healthtech,Pre-IPO,https://inc42.com/infocus/funding-galore/funding-galore-over-724-mn-raised-by-indian-startups-this-week/,
Virohan,$1.30,28/10/2021,Delhi,Edtech,Series A,https://entrackr.com/2021/10/healthcare-edtech-startup-virohan-raises-1-3-mn-bridge-round/,Rebright Partners
Rabbit,$4.79,27/10/2021,Ahmedabad,D2C,,https://entrackr.com/2021/10/d2c-baby-products-brand-r-for-rabbit-raises-rs-40-cr-in-a-new-round/,Xponentia Capital Partners
Hypto,$3.00,27/10/2021,India,Fintech,Seed,https://entrackr.com/2021/10/fintech-startup-hypto-raises-3-mn-in-seed-funding/,Stellaris Venture Partners
Spottabl,$0.42,26/10/2021,India,SaaS,Seed,https://entrackr.com/2021/10/saas-enabled-recruitment-startup-spottabl-raises-seed-round/,Paradigm Shift VC;LetsVenture;Binny Bansal
