Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Teachmint,$20.00,08/07/2021,India,Edtech,Series A,https://inc42.com/buzz/edtech-startup-teachmint-raises-20-mn-funding-led-by-learn-capital/,Learn Capital;CM Ventures;Lightspeed;Better Capital
DealShare,$144.00,08/07/2021,Bengaluru,E-commerce,Series D,https://inc42.com/buzz/dealshare-raises-144-mn-series-d-led-by-tiger-global-westbridge-capital/,Tiger Global;Westbridge Capital;Alpha Wave Incubation;Z3Partners;DST Global;Matrix Partners India;Alteria Capital
CRMNEXT,$16.00,09/07/2021,Noida,General,,https://inc42.com/buzz/crmnext-raises-16mn-led-by-avataar-ventures-ascent-capital/,Avataar Ventures;Ascent Capital
Vahak,$5.00,09/07/2021,India,Logistics,Pre-Series A,https://inc42.com/buzz/logistics-tech-startup-vahak-raises-5-mn-round-led-by-rtp-global/,RTP Global;Luxor Capital;Leo Capital;Kunal Shah;CEO;CRED
Bn,$1500.00,10/07/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-from-pine-labs-to-ola-over-1-5-bn-raised-by-indian-startups-july-first-week/,
Ola Electric,$100.00,12/07/2021,Bengaluru,Cleantech,Debt,https://inc42.com/buzz/ola-electric-inks-deal-for-100-mn-in-debt-financing/,
Oliveboard,$2.75,12/07/2021,Bengaluru,Edtech,Pre-Series A,https://inc42.com/buzz/edtech-startup-oliveboard-secures-inr-23-cr-from-ian-fund/,IAN Fund;Education Catalyst Fund;Yukti Securities;Education Catalyst Fund (ECF)
Aquaconnect,$4.00,13/07/2021,Chennai,SaaS,Pre-Series A,https://inc42.com/buzz/aquaconnect-raises-4-mn-led-by-rebright-partners-and-flourish-venture/,Rebright Partners;Flourish Ventures
IPO-Bound Ola,$500.00,09/07/2021,Bengaluru,EV & Mobility,,https://inc42.com/buzz/ipo-bound-ola-raises-500mn-from-temasek-warburg-pincus/,
Zomato,$502.99,14/07/2021,India,Foodtech,Pre-IPO,https://inc42.com/buzz/zomato-bags-inr-4200-cr-from-186-anchor-investors-in-pre-ipo-round/,
Zomato,$502.51,13/07/2021,India,General,,https://entrackr.com/2021/07/zomato-raises-rs-4196-cr-from-anchor-investors-ahead-of-its-ipo/,Goldman Sachs;Blackrock Global Investments;JP Morgan Funds;T Rowe Price;Steadview Capital;Baillie Gifford
AdmitKard,$1.20,13/07/2021,Noida,Edtech,Pre-Series A,https://entrackr.com/2021/07/edtech-platform-admitkard-raises-rs-10-cr-in-pre-series-a/,Unacademy;DoubtNut;Avanti
Animall,$11.98,13/07/2021,Bengaluru,General,Series A,https://entrackr.com/2021/07/exclusive-animall-raises-over-rs-100-cr-at-valuation-of-rs-565-cr/,WEH Ventures;Omnivore;Beenext;Rocketship;Sahil Barua;Vidit Attrey;Sanjeev Kumar;Mohit Kumar;Sequoia Capital in Animall’s new round was not mentioned in the filings
Trell,$45.00,12/07/2021,India,E-commerce,Series B,https://entrackr.com/2021/07/trell-raises-45-mn-in-series-b-at-120-mn-valuation/,
Ola,$1331.00,10/07/2021,India,General,Series D,https://entrackr.com/2021/07/funding-in-indian-startups-this-week-05-july-10-july/,Zinnia Global Fund
Ola,$500.00,09/07/2021,Bengaluru,EV & Mobility,Pre-IPO,https://entrackr.com/2021/07/ola-raises-500-mn-pre-ipo-round-from-warburg-temasek-and-bhavish-aggarwal/,
Shiprocket,$41.30,08/07/2021,New Delhi,E-commerce,Series C,https://entrackr.com/2021/07/shiprocket-raises-41-3-mn-in-series-d/,PayPal Ventures
