Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
VerSe Innovation,$450.00,12/08/2021,India,E-commerce,,https://inc42.com/buzz/verse-innovation-raises-450-mn-eyes-global-push-for-dailyhunt-josh/,Siguler Guff;Baillie Gifford;Carlyle Asia Partners;Sofina Group;Qatar Investment Authority;BCap
Bn,$1500.00,14/08/2021,India,Edtech,Acquisition,https://inc42.com/infocus/funding-galore/eruditus-and-dailyhunt-lead-the-charge-over-1-5-bn-raised-by-indian-startups-august-second-week/,
Rapido,$52.00,16/08/2021,India,General,Series C,https://inc42.com/buzz/rapido-raises-52m-in-funding-for-innovation-and-expansion/,Shell Ventures;Yamaha;CRED’s founder Kunal Shah
Zupee,$30.00,17/08/2021,India,Gaming,Series A,https://inc42.com/buzz/gaming-platform-zupee-raises-30-mn-in-series-b-round/,Westcap And Tomales Bay;Silicon Valley-based WestCap Group;Tomales Bay Capital;WestCap Group
Yellow Class,$6.00,17/08/2021,India,Edtech,Series A,https://inc42.com/buzz/edtech-platform-yellow-class-raises-6-mn-led-by-elevation-capital/,Elevation Capital;India Quotient;Titan Capital;First Cheque;Meesho cofounder Vidit Aatrey;Indifi founder Alok Mittal;Bounce cofounder Vivekananda Hallekere;OYO Global CSO Maninder Gulati;OYO COO Abhinav Sinha;PropTiger CEO Dhruv Agarwala;Xiaomi Indonesia country director Alvin Tse
Smart Express,$11.98,17/08/2021,Mumbai,Logistics,Seed,https://inc42.com/buzz/logistics-startup-smart-express-bags-inr-100-cr-from-iifl/,IIFL India Private Equity Fund;Smiti Holding;Trading Company (Jalaj Dani family office)
Expertrons,$2.30,17/08/2021,Hyderabad,Edtech,Pre-Series A,https://inc42.com/buzz/expertrons-raises-funds-from-venture-catalyst-leads-angels-and-others/,LetsVenture;Ivycap Ventures;IVS;Sixth Sense’s MD Nikhil Vora
Kirana Bazaar,$7.00,17/08/2021,India,General,Series A,https://inc42.com/buzz/1k-kirana-bazaar-raises-7-mn-in-series-a-funding/,Info Edge Ventures;Falcon Edge;Kae Capital
True Balance,$15.00,18/08/2021,India,Fintech,Debt,https://inc42.com/buzz/true-balance-raises-15-mn-for-its-nbfc-arm-in-debt-funding/,Pace;E-clear
Surge-backed Hashnode,$6.70,18/08/2021,India,General,Series A,https://entrackr.com/2021/08/surge-backed-hashnode-raises-6-7-mn-series-a-led-by-salesforce-ventures/,Salesforce Ventures
Postman,$225.00,18/08/2021,Bengaluru,General,Series D,https://entrackr.com/2021/08/postman-closes-225-mn-series-d-round-at-5-6-bn-valuation/,Insight Partners;Battery Ventures;BOND;CRV;Nexus Venture Partners
Probus,$47.90,18/08/2021,Delhi,General,Bridge,https://entrackr.com/2021/08/iot-startup-probus-bags-500k-in-bridge-round-led-by-unicorn-india-ventures/,Unicorn India Ventures
Smallcase,$40.00,18/08/2021,Bengaluru,General,Series B,https://entrackr.com/2021/08/smallcase-raises-40-mn-in-series-c-from-faering-capital-amazon-and-others/,Faering Capital;Amazon;Premji Invest
PhonePe,$700.00,18/08/2021,Bengaluru,General,,https://entrackr.com/2021/08/exclusive-phonepe-closes-700-mn-round-with-participation-of-tencent-and-tiger/,Tencent;Tiger
UpScalio,$42.50,17/08/2021,India,E-commerce,Series A,https://entrackr.com/2021/08/another-42-5-mn-win-for-thrasio-style-model-as-upscalio-raises-series-a/,Presight Capital;Heliad Equity Partners;MPGI;468 Capital;Whiteboard Capital
Element5,$15.00,17/08/2021,Chennai,SaaS,Series A,https://yourstory.com/2021/08/funding-alert-element5-raised-15-million-funding,Insight Partners;Maxwell Investment Partners
Hashnode,$6.70,18/08/2021,Bengaluru,General,Series A,https://yourstory.com/2021/08/funding-hashnode-investors-valley-tech-experts-backing-blogging-startup,
SATYA MicroCapital,$16.17,18/08/2021,Delhi,General,Debt,https://yourstory.com/2021/08/satya-microcapital-raises-135cr-ncd-responsability-investments,
Smart Express,$11.98,18/08/2021,Mumbai,Logistics,Series B,https://yourstory.com/2021/08/funding-alert-mumbais-logistics-startup-smart-express-raises-seed-capital,IIFL India Private Equity Fund
DrinkPrime,$0.96,18/08/2021,Bengaluru,General,Debt,https://yourstory.com/2021/08/funding-alert-drinkprime-ucic-westerncap,
EgoNetwork,$2.00,18/08/2021,Pune,Fintech,Seed,https://yourstory.com/2021/08/goegonetwork-raises-2m-seed-round,
Ultrahuman,$17.50,17/08/2021,Bengaluru,Healthtech,Series B,https://yourstory.com/2021/08/funding-alert-healthtech-wearable-glucose-tracker-raises-seriesb-investment-startups,Steadview Capital;Nexus Venture Partners;Blume Ventures;Utsav Somani’s iSeed fund;DisruptAD
Klub,$20.00,17/08/2021,Bengaluru,Edtech,Pre-Series A,https://yourstory.com/2021/08/revenue-based-financing-startup-klub-raises-seed-round,
Rage Coffee,$5.00,17/08/2021,New Delhi,D2C,Series A,https://yourstory.com/2021/08/fmcg-brand-rage-coffee-funding-sixth-sense-ventures,Sixth Sense Ventures;Refex Capital
CreatorStack,$2.00,17/08/2021,India,General,Seed,https://yourstory.com/2021/08/funding-alert-creatorstack-seed-round-accel,Accel;On-Deck’s The Runway fund;PointOne Capital;Wekan
Yojak,$3.80,17/08/2021,Gurugram,General,Pre-Series A,https://yourstory.com/2021/08/b2b-marketplace-yojak-pre-seriesa-round-infoedge-ventures,Info Edge Ventures
SleepyCat,$3.80,16/08/2021,India,Fintech,,https://yourstory.com/2021/08/funding-d2c-startup-sleepycat-38m-saama-capital-dsg-consumer-partners-sharrp-ventures,Saama Capital;DSG Consumer Partners;Sharrp Ventures in September 2019;We Founder Circle;Sharrp Ventures (Mariwala family office)
Wishup,$1.00,16/08/2021,Delhi,Edtech,Pre-Seed,https://yourstory.com/2021/08/funding-employee-platform-startup-wishup-raise-1m-orios-ventures,
Kalam Labs,$52.00,16/08/2021,Bengaluru,Edtech,Pre-Seed,https://yourstory.com/2021/08/funding-alert-edtech-startup-kalam-labs-raises-pre-seed-y-combinator,
SuperLearn,$3.50,16/08/2021,India,Edtech,Pre-Seed,https://yourstory.com/2021/08/funding-alert-superlearn-raises-300k-pre-seed-incubate-fund-edtech-startup,Incubate Fund
Hash,$3.50,13/08/2021,Delhi,D2C,,https://yourstory.com/2021/08/funding-d2c-millennial-cigarette-brand-hash-angel-round,Amrac Investment Trust;Anicut Angel Fund
Miko,$28.00,12/08/2021,India,General,Series B,https://yourstory.com/2021/08/robotics-startup-miko-raises-seriesb-funding,IIFL AMC;Mankind Pharma Family Office;Aroa Ventures;IvyCap Ventures
Read Locale.ai,$1.15,12/08/2021,Bengaluru,Web3 & Crypto,Seed,https://yourstory.com/2021/08/startup-news-and-updates-daily-roundup-aug-12-2021,
