Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CRED,$81.00,04/01/2021,Bengaluru,Fintech,Series C,https://inc42.com/buzz/cred-raises-81-mn-in-series-c-initiates-esop-buyback-of-1-2-mn/,DST Global;Sequoia Capital;Ribbit Capital;Tiger Global;General Catalyst
BharatPe,$7.19,06/01/2021,Delhi,Fintech,Series C,https://inc42.com/buzz/bharatpe-debt-funding-innoven-capital/,Coatue Management;Ribbit Capital in February 2020
At,$100.00,06/01/2021,India,E-commerce,,https://inc42.com/buzz/boat-raises-100-mn-from-warburg-pincus-to-make-in-india/,
Pocket Aces,$2.04,06/01/2021,India,General,Venture Debt,https://inc42.com/buzz/pocket-aces-venture-debt-funding-stride-ventures-content-library/,
Udaan,$280.00,06/01/2021,India,E-commerce,,https://inc42.com/buzz/b2b-ecommerce-unicorn-udaan-bags-280-mn-from-octahedron-moonstone-others/,Lightspeed Venture Partners;DST Global had
OYO,$6.47,07/01/2021,India,General,,https://inc42.com/buzz/oyo-funding-ht-media-hindustan-ventures/,
Gramophone,$8.30,02/01/2021,Indore,Edtech,Pre-Series A,https://entrackr.com/2021/01/funding-in-indian-startups-this-week-28-dec-02-jan/,Siana Capital;Bharat Inclusive Technology Fund;Venture Catalysts;9Unicorns;PointOne Capi
Mumz,$0.26,06/01/2021,Bengaluru,Healthtech,,https://yourstory.com/2021/01/pregnancy-health-startup-imumz-funding-atmanirbhar-bharat-app,
Legalwiz.in,$0.46,05/01/2021,Ahmedabad,SaaS,,https://yourstory.com/2021/01/legaltech-ahmedabad-startup-legalwiz-funding-contcentric,
CropIn,$20.00,06/01/2021,India,Agritech,Series C,https://yourstory.com/2021/01/agritech-startup-funding-cropin-abc-world-asia,ABC World Asia;Chiratae Ventures;Invested Development;Ankur Capital
KiranaKart,$0.64,07/01/2021,Mumbai,General,Pre-Seed,https://yourstory.com/2021/01/y-combinator-online-grocery-delivery-startup-kiranakart-funding,
Biocon Biologics,$66.47,07/01/2021,India,General,,https://yourstory.com/2021/01/funding-biocon-biologics-raises-rs-555-crore-kiran-mazumdar-shaw,
HobSpace,$0.12,07/01/2021,Mumbai,General,Seed,https://yourstory.com/2021/01/funding-mumbai-startup-hobspace-pre-seriesa1-inflection-point-ventures,
BlackSoil,$3.83,07/01/2021,India,General,Venture Debt,https://yourstory.com/2021/01/blacksoil-funding-fundraise-ncds-ankur-bansal-oyo,
Vanity Wagon,$0.18,06/01/2021,Delhi,General,Seed,https://yourstory.com/2021/01/funding-alert-organic-beauty-marketplace-vanity-wagon-agility-venture-partners,Agility Venture Partners
Kyt,$5.00,06/01/2021,India,Edtech,Series A,https://yourstory.com/2021/01/funding-alert-edtech-startup-kyt-alpha-wave-incubation,Alpha Wave Incubation;Sequoia Capital India’s Surge
At,$100.00,05/01/2021,Delhi,D2C,,https://yourstory.com/2021/01/made-in-india-brand-boat-funding-delhi-startup-warburg-pincus,
Practically,$4.00,05/01/2021,Hyderabad,Edtech,Series A,https://yourstory.com/2021/01/funding-hyderabad-startup-practically-pre-seriesb-siana-capital,Siana Capital;Bengaluru-based deep tech investor Siana Capital
Zerone,$1.30,05/01/2021,Delhi,Fintech,Pre-Series A,https://yourstory.com/2021/01/funding-alert-zerone-raises-pre-seriesa-ian,IAN;IAN Fund;TCA
Devic Earth,$1.20,05/01/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/01/funding-alert-devic-earth-raises-pre-series-a-blue-ashva,
Finsall,$0.29,05/01/2021,Bengaluru,Insurtech,Seed,https://yourstory.com/2021/01/insuretech-startup-finsall-funding-unicorn-ventures-sea-fund,SEA Fund
NeoStencil,,01/01/2021,Delhi,Edtech,Acquisition,https://inc42.com/buzz/unacademy-makes-its-sixth-acquisition-of-2020-with-test-prep-startup-neostencil/,Unacademy
Bira 91,$30.00,05/01/2021,New Delhi,Ecommerce,,https://inc42.com/buzz/bira-91-raises-30-mn-from-japans-kirin-holdings-for-under-10-stake/,Kirin Holdings
Phi Commerce,$4.00,07/01/2021,Pune,Fintech,Series A,https://inc42.com/buzz/phi-commerce-raises-4-mn-in-series-a-round-led-by-beenext/,BEENEXT;Yatra Angel Network
Meddo,$6.00,07/01/2021,Gurugram,Health Tech,Pre-Series A,https://inc42.com/buzz/exclusive-meddo-expands-pre-series-a-round-with-funding-from-picus-capital/,Picus Capital;SRI Capital;LetsVenture;growX Venture;Jitendra Gupta;Venture Gurukool
DcodeAI,$0.50,07/01/2021,Delhi,edtech,,https://yourstory.com/2021/01/funding-dcodeai-schand-edtech-startup-ai-diy-education,Sultan Chand and Sons
CRED,$81.00,07/01/2021,Bengaluru,fintech,Series C,https://yourstory.com/2021/01/jobs-roundup-cred-kunal-shah,DST Global;Sequoia Capital;Ribbit Capital;Tiger Global;General Catalyst;Sofina;Coatue;Satyan Gajwani
