Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
StudyPlaces,$3,07/01/2008,Gurgaon,Education,Series A,http://www.vccircle.com:80/2008/01/07/exclusive-studyplaces-secures-3-million-funding-from-kpcb-sherpalo-info-edge/,Kleiner Perkins Caufield & Byers;Sherpalo Ventures;Info Edge
