Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.gokwik.co/,$13.00,24/06/2025,Delhi,E-Commerce Enabler,,https://entrackr.com/snippets/e-commerce-enabler-gokwik-raises-13-mn-led-by-rtp-global-9396485
https://www.everacabs.com/,$4.00,24/06/2025,Delhi,Electric Taxi Service,,https://entrackr.com/snippets/evera-cabs-secures-4-mn-from-mufin-green-finance-9396942
https://www.indiabonds.com/,$3.77,25/06/2025,Mumbai,Fintech - Investment,,https://entrackr.com/snippets/bond-investment-platform-indiabonds-raises-rs-325-cr-in-maiden-funding-9404893
https://ekamobility.com/,$23.00,23/06/2025,Pune,EV,,https://inc42.com/buzz/eka-mobility-bags-inr-200-cr-from-enam-holdings/
https://www.rabitat.com/,$5.00,23/06/2025,Delhi,D2C,Series A,https://entrackr.com/snippets/d2c-brand-rabitat-raises-rs-40-cr-in-series-a-round-9389652
https://www.auraml.com/,$1.00,25/06/2025,Bengaluru,Deeptech,Pre-Seed,https://entrackr.com/snippets/auraml-raises-1-mn-in-pre-seed-round-led-by-turbostart-9404901
https://innovodigm.com/,$0.64,24/06/2025,Kolkata,Medtech,Seed,https://entrackr.com/snippets/med-tech-startup-innovodigm-raises-seed-funding-round-led-by-ian-group-9402512
https://www.batterysmart.in/,$21.00,25/06/2025,Gurugram,EV - Battery Tech,Series B,https://entrackr.com/news/battery-smarts-extended-series-b-round-pushes-valuation-to-450-mn-9405291
https://www.sthyrenergy.com/,$1.00,25/06/2025,Chennai,Renewable Energy,Seed,https://entrackr.com/snippets/deeptech-startup-sthyr-energy-raises-1-mn-in-seed-round-9405438
https://utopiathx.com/,$1.50,24/06/2025,Hyderabad,Biotech,Seed,https://entrackr.com/snippets/bio-tech-startup-utopia-therapeutics-raises-15-mn-led-by-whale-tank-9396662
https://pazy.io/,$0.72,25/06/2025,Bengaluru,Fintech - Payments,Pre-Seed,https://entrackr.com/snippets/business-payments-platform-pazy-raises-pre-seed-funding-round-9410494
https://kazam.energy/,$6.20,23/06/2025,Bengaluru,EV,Series B,https://entrackr.com/snippets/ev-startup-kazam-raises-62-mn-from-ifc-vertex-and-avaana-capital-9389336
http://www.fabheads.in/,$10.00,24/06/2025,Chennai,Hardware,Series A,https://entrackr.com/snippets/fabheads-raises-10-mn-in-series-a-round-led-by-accel-9396012
https://skippi.in/,$1.40,24/06/2025,Hyderabad,Popsicle brand,Pre-Series A,https://entrackr.com/snippets/ice-popsicle-brand-skippi-raises-rs-12-cr-in-extended-pre-series-a-round-9396900
https://sahi.com/,$10.50,25/06/2025,Bengaluru,Fintech - Stock Trading,,https://entrackr.com/news/former-swiggy-ctos-stock-trading-app-sahi-raises-105-mn-led-by-accel-and-elevation-9404619
https://www.armory.in/,$1.50,25/06/2025,Gurugram,Defense Tech,,https://entrackr.com/snippets/defence-tech-startup-armory-raises-rs-13-cr-led-by-growx-ventures-9404571
https://fantail.in/,$1.60,24/06/2025,Surat,B2B Textile Manufacturing,Seed,https://entrackr.com/snippets/b2b-textile-manufacturing-startup-fantail-raises-rs-1375-cr-in-seed-round-9396255
https://zilo.one/,$4.50,27/06/2025,Mumbai,Quick Commerce - Fashion,Seed,https://entrackr.com/snippets/quick-fashion-delivery-startup-zilo-raises-45-mn-in-seed-round-9441409
https://www.flipspaces.com/,$5.90,26/06/2025,Mumbai,Interior Design,,https://entrackr.com/snippets/flipspaces-raises-rs-50-cr-from-asiana-fund-9420511
https://www.giva.co/,$61.50,25/06/2025,Bengaluru,Jewelry Brand,Series C,https://entrackr.com/news/giva-raises-rs-530-cr-in-series-c-round-led-by-creaegis-9407202
https://www.indiansnackhouse.com/,$0.26,25/06/2025,Chennai,D2C Snack Brand,Pre-Seed,https://entrackr.com/snippets/d2c-brand-indian-snack-house-raises-pre-seed-funding-round-led-by-titan-capital-9405715
https://www.stayvista.com/,$4.60,26/06/2025,Mumbai,Hospitality,Series B,https://entrackr.com/snippets/stayvista-raises-rs-40-cr-in-series-b-round-led-by-jsw-ventures-9439300
truliv,,23/06/2025,Chennai,Co-Living,Unknown,https://entrackr.com/snippets/co-living-startup-truliv-raises-strategic-investment-from-bccl-9392137,
