Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
SKS Microfinance,$37.3,31/12/2007,Hyderabad,Microfinance,Unknown,http://www.vccircle.com:80/2008/02/01/sks-microfinance-raises-another-round-of-375-million/,Silicon Valley Bank;Columbia Pacific;Sequoia Capital;Vinod Khosla;Odyssey Capital
