Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$696.00,27/03/2021,Gurugram,General,Series A,https://inc42.com/infocus/funding-galore/funding-galore-from-dream11-to-dotpe-696-mn-raised-by-indian-startups-march-22-27/,TCV;D1 Capital Partners;Falcon Edge;China’s Tencent Holdings;Kalaari Capital;Multiples Alternate Asset Management among other investors are looking to sell their shares
HealthPlix,$13.50,31/03/2021,India,General,Series B,https://inc42.com/buzz/healthplix-bags-13-5-mn-series-b-to-expand-digital-clinic-stack-across-india/,Lightspeed Ventures;JSW Ventures;Kalaari Capital;Chiratae Ventures
Uable,$3.50,31/03/2021,Bengaluru,Edtech,Pre-Series A,https://inc42.com/buzz/edtech-startup-uable-raises-3-5-mn-in-pre-series-a-round/,JAFCO Asia;Chiratae Ventures
Uniphore,$140.00,31/03/2021,Chennai,Deeptech & AI,Series C,https://inc42.com/buzz/uniphore-raises-140-mn-in-series-d-from-sorenson-capital-partners/,Sorenson Capital Partners;Serena Capital;Sanabil Investments;March Capital Partners;National Grid Partners;Chiratae Ventures;Iron Pillar Fund;Sistema Capital
Animall,$23.95,31/03/2021,Bengaluru,General,Series A,https://entrackr.com/2021/03/exclusive-animall-raises-funds-led-by-rocketship-vc-valuation-crosses-rs-200-cr/,Rocketship VC;Sequoia Capital
Byju’s,$460.00,28/03/2021,Bengaluru,Edtech,Series F,https://entrackr.com/2021/03/exclusive-byjus-raises-450-mn-led-by-mc-global-edtech-investment/,MC Global Edtech Investment;MC Global Edtech Investment Holdings LP;MC Global Edtech Investment Holdings LP which invested Rs 1;628 crore or $224 million
Dream11,$656.00,27/03/2021,Mumbai,General,Series C,https://entrackr.com/2021/03/funding-in-indian-startups-this-week-22-mar-27-mar/,TCV;D1 Capital Partners;Falcon Edge;A91 Partners
GetWork,$0.24,31/03/2021,Gurugram,Edtech,Seed,https://yourstory.com/2021/03/funding-recruiting-platform-getwork-seed-round-artha-venture-fund,Artha Venture Fund;Artha Venture Fund (AVF);India Accelerator's angel investors
Zoko,$1.40,31/03/2021,India,Edtech,Pre-Series A,https://yourstory.com/2021/03/funding-tech-platform-zoko-raises-seed-round-y-combinator,JAFCO Asia;Chiratae Ventures;Binny Bansal
Read Uniphore,$140.00,31/03/2021,Gurugram,Edtech,Series D,https://yourstory.com/2021/03/startup-news-updates-daily-roundup-march-31-2021,Sorenson Capital Partners;Artha Venture Fund;Artha Venture Fund (AVF)
Annapurna Finance,$30.00,30/03/2021,Bhubaneswar,General,,https://yourstory.com/2021/03/funding-microfinance-platform-annapurna-finance-raises-equity,
BYJU'S,$460.00,29/03/2021,India,Edtech,Series F,https://yourstory.com/2021/03/edtech-startup-funding-byjus-raises-460-million-series-f,MC Global;MC Global Edtech Investment Holdings at a valuation north of $13 billion
DotPe,$27.50,26/03/2021,Gurugram,Fintech,Series A,https://yourstory.com/2021/03/startup-funding-merchant-platform-dotpe-payu-info-edge-ventures-google,
FirstCry,$13.00,29/03/2021,Pune,Ecommerce,,https://inc42.com/buzz/exclusive-firstcry-valuation-close-to-2-bn-after-13-mn-round/,pi Ventures
Perpule,$14.70,30/03/2021,Bengaluru,Retail Tech,Acquisition,https://entrackr.com/2021/03/amazon-acquires-retail-tech-startup-perpule/,Amazon
Dunzo,$8.00,30/03/2021,Bengaluru,Hyperlocal Delivery,Series E,https://entrackr.com/2021/03/exclusive-dunzos-valuation-crosses-300-mn/,Krishtal Advisors;Mauryan Trusteeship;Vijaya Holdings India
Zeda.io,$0.45,31/03/2021,Bengaluru,SaaS,Pre-Seed,https://yourstory.com/2021/03/funding-alert-zedaio-raises-450k-pre-seed-round-paradigm-shift,Whiteboard Capital;Paradigm Shift Capital;Firstcheque.vc
Perpule,$12.89,31/03/2021,Bengaluru,Retail Tech,Acquisition,https://yourstory.com/2021/03/amazon-technologies-acquires-retail-tech-startup-perpule,Amazon Technologies
Settlrs,,29/03/2021,Bengaluru,B2B,Pre-Series A,https://yourstory.com/2021/03/funding-b2b-rental-startup-settlrs-pre-seriesa-round,MaGEHold Pte. Ltd.
Dream Sports,$400.00,26/03/2021,Mumbai,Gaming,,https://yourstory.com/2021/03/weekly-funding-roundup-venture-investments-dream11-khatabook,TCV;D1 Capital Partners;Falcon Edge
Anar,,26/03/2021,India,B2B,Undisclosed,https://yourstory.com/2021/03/funding-anar-business-community-app-smbs-undisclosed-titan-capital,Titan Capital
Homingos,,26/03/2021,India,Augmented Reality,Undisclosed,https://yourstory.com/2021/03/homingos-raises-undisclosed-round-from-bits-spark-angel-network,BITS Spark Angel Network;Raju Reddy;Sundi Natarajan;Jayan Ramankutty;Shivakumar Ganesan;Rahul Seth;Srinivas Anumolu
Drip Capital,$40.00,26/03/2021,India,Fintech,Debt,https://yourstory.com/2021/03/drip-capital-raises-40-m-warehouse-credit-line-us-bank,East-West Bank
