Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Xpressbees,$110.00,10/11/2020,Pune,E-commerce,Series D,https://inc42.com/buzz/logistics-startup-xpressbees-raises-110-mn-looks-to-expand-delivery-footprint/,Norwest Venture Partners;Gaja Capital
Uolo,$2.40,10/11/2020,Bengaluru,Edtech,Pre-Series A,https://inc42.com/buzz/uolo-raises-inr-20-cr-funding-plans-big-tech-push/,Omidyar Network India;Blume Ventures
FrontRow,$3.20,11/11/2020,India,Edtech,Seed,https://inc42.com/buzz/frontrow-raises-3-2-mn-funding-plans-to-expand-courses/,Elevation (formerly SAIF Partners)
CityMall,$3.00,10/11/2020,India,E-commerce,Seed,https://inc42.com/buzz/social-ecommerce-platform-citymall-raises-3-mn-from-elevation-capital/,Elevation Capital (formerly SAIF Partners);Waterbridge Ventures;Arun Tadanki’s private syndicate on LetsVenture
Stones2Milestones,$2.50,05/11/2020,Gurugram,Edtech,Acquisition,https://inc42.com/buzz/edtech-startup-stones2milestones-bags-2-5-mn-funding/,Unreasonable
Gully Network,$1.20,05/11/2020,Bengaluru,E-commerce,Pre-Series A,https://inc42.com/buzz/gully-network-bags-1-2-mn-to-expand-open-new-income-stream/,DFAN
Reliance Retail,$1144.31,05/11/2020,India,General,Acquisition,https://inc42.com/buzz/saudi-arabias-pif-invests-inr-9555-cr-in-reliance-retail/,
Ather Energy,$35.00,07/11/2020,Bengaluru,EV & Mobility,Series D,https://inc42.com/buzz/ather-energy-raises-35-mn-in-round-led-by-sachin-bansal/,Sachin Bansal;Flipkart cofounder Sachin Bansal’s who pitched in $23 Mn
Furlenco,$6.35,09/11/2020,Bengaluru,General,Series D,https://entrackr.com/2020/11/furlenco-raises-rs-53-cr-in-debt-set-to-kick-off-series-d-round/,
Ather,$31.14,06/11/2020,Bengaluru,Fintech,Series C,https://entrackr.com/2020/11/exclusive-ather-kicks-off-series-d-round-with-rs-260-cr-from-sachin-bansal-and-hero/,Sachin Bansal
Slice,$4.67,11/11/2020,Bengaluru,Fintech,Series B,https://yourstory.com/2020/11/funding-alert-fintech-startup-slice-raises-debt-funding,Japan-based Gunosy;Japan-based investor Gunosy;Das Capital;Finup;Blume Ventures India;Simile Venture Partner;EMVC;Tracxn Labs;Better Capital;Sachin Bansal's Navi
Jade Forest,$0.84,10/11/2020,Delhi,E-commerce,Seed,https://yourstory.com/2020/11/funding-huddle-accelerator-startup-jade-forest-seed-round,B space
Gonuts,$0.42,10/11/2020,Mumbai,General,Seed,https://yourstory.com/2020/11/funding-celebrity-fan-engagement-startup-gonuts,
BitClass,$2.00,10/11/2020,Bengaluru,Deeptech & AI,Pre-Seed,https://yourstory.com/2020/11/funding-alert-paas-startup-bitclass-seed-round-venture-highway,Venture Highway;AET Japan;Figure Eight Investments
Wellness Forever,$15.57,09/11/2020,Mumbai,E-commerce,Seed,https://yourstory.com/2020/11/funding-alert-wellness-forever-raises-funds-poonawalla-allana-group,UAE-based;Rajiv Dadlani
Clientjoy,$7.00,09/11/2020,Ahmedabad,SaaS,Pre-Series A,https://yourstory.com/2020/11/funding-alert-saas-startup-clientjoy-gvfl,GVFL;Times Group
Nektar.ai,$2.15,09/11/2020,India,SaaS,Seed,https://yourstory.com/2020/11/funding-alert-b2b-sales-platform-nektarai-nexus-singapore-startups,Nexus Venture Partners;Insignia Venture Partners;Arka Venture Labs;Better Capital
Thursday,$1144.31,06/11/2020,India,General,,https://yourstory.com/2020/11/funding-alert-saudi-arabias-pif-invests-reliance-retail-mukesh-ambani,
Udacity,$75.00,05/11/2020,Delhi,Edtech,Debt,https://yourstory.com/2020/11/funding-alert-edtech-company-udacity-hercules-capital,
Okie Gaming,,10/11/2020,Mumbai,Media & Entertainment,Undisclosed,https://inc42.com/buzz/actor-kajal-aggarwal-picks-up-stake-in-gaming-startup-okie-gaming/,Kajal Aggarwal
Furlenco,$6.35,10/11/2020,Bengaluru,E-commerce,Debt,https://inc42.com/buzz/furniture-rental-startup-furlenco-secures-inr-53-cr-in-debt/,Rangoli Resorts;Beeline Impex;Aditya Burman;Crescent Enterprises
Charcoal Eats,$1.92,05/11/2020,Mumbai,Foodtech,Series A,https://inc42.com/buzz/qsr-startup-charcoal-eats-raises-inr-16-cr-to-invest-in-brand-building/,Lokmat Investments;Nilesh Mehta;Girish Patel;Pankaj Razdan
Universal Sportsbiz,,06/11/2020,Bengaluru,E-commerce,Series F,https://inc42.com/buzz/flipkart-invests-in-uspl-backed-by-virat-kohli-sachin-tendulkar/,Flipkart;Accel Partners
iKure,,10/11/2020,Kolkata,Healthtech,Seed,https://yourstory.com/2020/11/funding-ratan-tata-investment-healthtech-startup-ikure,Ratan Tata
Biocon Biologics,$134.73,09/11/2020,Bengaluru,Healthtech,Series A,https://yourstory.com/2020/11/biocon-biologics-1125cr-capital-infusion-goldman-sachs,Goldman Sachs
Routematic,$1.77,06/11/2020,Bengaluru,EV & Mobility,Series A,https://yourstory.com/2020/11/funding-alert-bosch-routematic-mobility-startup-b2b,Bosch
USPL,,05/11/2020,India,E-commerce,Series F,https://yourstory.com/2020/11/flipkart-expands-fashion-portfolio-uspl-investment,Flipkart;Accel Partners
Cartisan,,05/11/2020,Bengaluru,EV & Mobility,Acquisition,https://yourstory.com/2020/11/car-service-startup-autobrix-acquires-ai-based-auto-service-cartisan,AutoBrix
Traya Health,,05/11/2020,Mumbai,Healthtech,Seed,https://yourstory.com/2020/11/funding-healthtech-startup-traya-kae-capital-whiteboard-capital,Kae Capital;Whiteboard Capital;Puneet Kumar;Suhail Sameer
FloBiz,$10.00,11/11/2020,Bengaluru,SaaS,Series A,https://entrackr.com/2020/11/exclusive-invoice-management-app-flobiz-set-to-raise-10-mn-led-by-greenoaks/,Greenoaks Capital
Zomato,$147.00,06/11/2020,Gurugram,Foodtech,Series J,https://entrackr.com/2020/11/exclusive-zomato-set-to-mop-up-147-mn-from-half-a-dozen-investors/,Mirae Asset Management;Steadview Capital;Luxor Capital;Lugard Road Capital;ASP India LP;Pacific Horizon
