Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Zivame.com,,15/03/2012,Bangalore,E-commerce,Series A,http://yourstory.com:80/2012/03/online-lingerie-store-zivame-com-secures-series-a-funding-from-idgventures-indo-us-venture-partners/,IDG Ventures;Indo-US Venture Partners
