Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Boomerang Commerce,$8.5,01/07/2014,Bengaluru,E-commerce,Series A,http://yourstory.com:80/2014/07/boomerang-commerce-raises-8-5-million/,
BRCK,$1.2,01/07/2014,India,General,Unknown,http://yourstory.com:80/2014/07/brck-funding/,Investment Development;ID (Investment Development)
Capillary Technologies,$14,01/07/2014,India,General,Series A,http://yourstory.com:80/2014/07/capillary-technologies-funding-series-b/,Sequoia Capital;Norwest Venture Partners;Norwest Venture Partners (NVP)
Cardback,$0.16,01/07/2014,India,General,Unknown,http://yourstory.com:80/2014/07/cardback-raises-fund/,
Knowlarity,$16,01/07/2014,India,General,Series B,http://yourstory.com/2014/07/knowlarity-funding/,
Nykaa.com,$3.4,01/07/2014,Mumbai,E-commerce,Unknown,http://yourstory.com:80/2014/07/nykaa-com-raises-3-5-million-for-expansion/,HNIs;NRIs to boost the expansion plans of the brand in the omni-channel retail space
Olacabs,$40.98,01/07/2014,Mumbai,General,Series C,http://yourstory.com:80/2014/07/olacabs-funding/,
Portea Medical,$8,01/07/2014,India,General,Series A,http://yourstory.com:80/2014/07/portea-medical-funding-qualcomm/,
Secret,$25,01/07/2014,India,General,Unknown,http://yourstory.com/2014/07/secret-app-funding/,
TravelTriangle,$1.64,01/07/2014,India,E-commerce,Unknown,http://yourstory.com:80/2014/07/traveltriangle-funding/,
Urban Ladder,$19.67,01/07/2014,India,General,Series B,http://yourstory.com:80/2014/07/urban-ladder-funding/,Steadview Capital
Workspot,$6.5,01/07/2014,India,General,Series A,http://yourstory.com:80/2014/07/workspot-funding/,Helion
Akosha,$5.2,01/07/2014,India,Customer Service,Unknown,http://yourstory.com:80/2014/07/akosha-funding-sequoia-capital/,Sequoia Capital
Webfluenz,,01/07/2014,Singapore,Analytics,Acquisition,http://yourstory.com:80/2014/07/mu-sigma-acquires-webfluenz/,Mu Sigma
ShepHertz Technologies,$1.5,05/07/2014,Delhi,Cloud,Unknown,http://yourstory.com/2014/07/shephertz-funding/,Blume Ventures;Mumbai Angels;Kae Capital;Sashi Reddi Investment Capital Fund;growX ventures;LetsVenture;India Quotient
Sudiksha Knowledge Solutions,,04/07/2014,Hyderabad,Education,Pre-Series A,https://yourstory.com/2014/07/sudiksha-funding/,Ennovent Impact Investment Holding;Opes Impact Fund;Sadeesh Raghavan
Sudiksha Knowledge Solutions,,01/07/2014,Hyderabad,Education,Pre-Series A,https://yourstory.com/2014/07/sudiksha-funding/amp,Ennovent Impact Investment Holding;Opes Impact Fund;Sadeesh Raghavan
Zomato,,01/07/2014,India,Restaurant Discovery,Acquisition,http://yourstory.com/2014/07/zomato-acquires-menumania/,
