Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Juicy Chemistry,$6.30,12/03/2021,Coimbatore,E-commerce,Series A,https://inc42.com/buzz/d2c-brand-juicy-chemistry-series-a-round/,Belgium-based family-owned private investment firm Verlinvest
YAP,$10.00,16/03/2021,Mumbai,Fintech,Series A,https://inc42.com/buzz/fintech-startup-yap-raises-10-mn-for-expanding-business-to-middle-east-egypt/,Flourish Ventures;Omidyar Network India;Dirk van Quaquebeke at BEENEXT;BEENEXT;8i Ventures;Better Capital
Euler,$9.50,17/03/2021,New Delhi,E-commerce,Series A,https://inc42.com/buzz/ev-startup-euler-closes-9-5-mn-series-a-bags-2-6-mn-from-adb/,Inventus India;Jetty Ventures;Blume Ventures
Bombinate Technologies,$4.00,17/03/2021,India,E-commerce,Series A,https://inc42.com/buzz/shunwei-stake-koo-acquired-by-javagal-srinath-flipkart-ceo-others/,3one4 Capital in February
Pixxel,$7.30,18/03/2021,Bengaluru,Spacetech,Seed,https://inc42.com/buzz/pixxel-closes-7-3-mn-seed-round-to-focus-on-satellite-based-hyperspectral-imaging/,
Live,$3.60,18/03/2021,New Delhi,EV & Mobility,,https://inc42.com/infocus/electric-vehicles-this-week/electric-vehicles-this-week-tesla-rival-triton-sets-up-shop-in-india-euler-funding-more/,
Mn,$169.00,13/03/2021,Pune,SaaS,Series F,https://inc42.com/infocus/funding-galore/funding-galore-march-8-13-from-icertis-to-nodwin-indian-startups/,B Capital Group;US-based venture ca;Greycroft;Meritech Capital Partners;Premji Invest;PSP Growth
Bewakoof,$3.59,18/03/2021,India,D2C,Bridge,https://entrackr.com/2021/03/exclusive-d2c-fashion-brand-bewakoof-bags-rs-30-cr-from-ivycap-ventures/,
MyGlamm,$20.96,18/03/2021,Mumbai,E-commerce,Series C,https://entrackr.com/2021/03/myglamm-raises-rs-175-cr-led-by-ascent-capital-amazon-and-wipro/,Ascent Capital;Amazon;Wipro;Wipro Consumer;Bessemer Venture Partners in June 2019;Darpan Sanghvi;MyGlamm offers over 600 products across makeup
PolicyBazaar,$75.00,17/03/2021,Gurugram,General,,https://entrackr.com/2021/03/policybazaar-raises-75-mn-led-by-falcon-edge-for-the-uae-and-middle-east-biz/,Falcon Edge for the UAE;Middle East biz;Falcon Edge Capital for UAE;Falcon Edge Capital;Neeraj Gupta
OZiva,$12.00,17/03/2021,Mumbai,D2C,Series A,https://entrackr.com/2021/03/oziva-raises-12-mn-in-series-b-round-at-a-valuation-of-80-mn/,Matrix Partners in June 2020;F-Prime Capital;Matrix Partners India
Leap Finance,$17.00,16/03/2021,India,Fintech,Series B,https://entrackr.com/2021/03/education-focused-fintech-platform-leap-finance-raises-17-mn-in-series-b-funding/,Singapore-based Jungle Ventures;Sequoia Capital India
Icertis,$196.00,13/03/2021,Delhi,Logistics,Series F,https://entrackr.com/2021/03/funding-in-indian-startups-this-week-08-mar-13-mar/,B Capital Group;Belgium-based investment firm Verlinvest
Svasti Microfinance,$3.71,12/03/2021,India,Fintech,,https://yourstory.com/2021/03/funding-svasti-microfinance-raises-31-crore,
STAGE,$0.42,12/03/2021,Delhi,Edtech,,https://yourstory.com/2021/03/funding-homegrown-ott-platform-stage-angel-round-inflection-point,Inflection Point
Say Cheese,$1.20,15/03/2021,Mumbai,Fintech,Seed,https://yourstory.com/2021/03/funding-alert-femtech-startup-say-cheese,
Indic Inspirations,$0.30,15/03/2021,Pune,General,,https://yourstory.com/2021/03/funding-alert-cultural-startup-indic-inspirations-raises-angel-round,Goldman Sachs-Singapore;Venture Finance Development Corporation;Automobile industry entrepreneurs from India
Indifi,$5.00,15/03/2021,Gurugram,General,Debt,https://yourstory.com/2021/03/funding-alert-lending-platform-indifi-debt-financing-indusind-bank-dfc,
Livve Homes,$5.00,18/03/2021,Delhi,General,,https://yourstory.com/2021/03/funding-alert-rental-space-startup-livvehomes,
Policybazaar,$75.00,18/03/2021,Gurugram,Fintech,,https://yourstory.com/2021/03/funding-alert-policybazaar-ipo-falcon-edge-capital-sarbvir-singh,Falcon Edge Capital ahead of IPO;InfoEdge;Temasek;Tiger Global Management;True North;Premji Invest
Prescinto,$3.50,18/03/2021,Mumbai,SaaS,Seed,https://yourstory.com/2021/03/funding-alert-prescinto-raises-35million-seed-round,Venture Catalyts;Inflection Point Ventures
Euler Motors,$2.60,17/03/2021,Mumbai,EV & Mobility,Series A,https://yourstory.com/2021/03/ev-startup-euler-motors-series-a-funding-round-adb-ventures,
Blive,$1.00,17/03/2021,Goa,EV & Mobility,Pre-Series A,https://yourstory.com/2021/03/funding-alert-ev-experience-platform-blive-pre-seriesa,
OZiva,$12.00,16/03/2021,India,General,Series B,https://yourstory.com/2021/03/funding-alert-oziva-raises-12-million-series-b-investment,F-Prime Capital
BlackSoil NBFC,$2.63,16/03/2021,India,General,Venture Debt,https://yourstory.com/2021/03/funding-blacksoil-capital-nbfc-non-convertable-debentures,
Transak,$0.57,16/03/2021,India,Web3 & Crypto,Seed,https://yourstory.com/2021/03/fiat-money-to-cryptocurrency-gateway-transak-funding-india-focus,Consensys;The Lao
Bimaplan,$1.00,16/03/2021,Mumbai,General,Seed,https://yourstory.com/2021/03/funding-micro-insurance-startup-bimaplan-titan-capital-ycombinator,
Leap,$17.00,16/03/2021,Bengaluru,Edtech,Series B,https://inc42.com/buzz/overseas-education-platform-leap-bags-17-mn-led-by-jungle-ventures/,Jungle Ventures;Sequoia Capital India;Owl Ventures
ValueFirst,,17/03/2021,Gurugram,Enterprise Tech,Acquisition,https://inc42.com/buzz/customer-engagement-giant-twilio-acquires-indian-cpaas-firm-valuefirst/,Twilio
Smart Joules,$4.10,17/03/2021,India,Clean Tech,Series A,https://inc42.com/buzz/energy-iot-startup-smart-joules-raises-4-1-mn-in-series-a/,ADB Ventures;Sangam Ventures;Max I. Limited;cKinetics Accelerator;Saket Burman
Rupeek,$33.00,18/03/2021,India,Fintech,Series E,https://entrackr.com/2021/03/exclusive-rupeek-kicks-off-series-e-round/,GGV Capital;Vostok Emerging Finance;High Sage Investments;Bertelsmann BV;Gemini Investments
Nexprt,$0.20,12/03/2021,India,B2B,,https://yourstory.com/2021/03/funding-alert-nexprt-200k-angel-round-titan-capital,Titan Capital
Turtlemint,$46.00,12/03/2021,Mumbai,Fintech,Series D,https://yourstory.com/2021/03/weekly-funding-roundup-indian-startups-venture-funding-verse-turtlemint,Jungle Ventures
Wysa,,14/03/2021,Bengaluru,Healthtech,Undisclosed,https://yourstory.com/2021/03/googles-assistant-investment-program-wysa-mental-health-startup,Google Assistant Investments
Pritish Nandy Communications,,15/03/2021,India,Media & Entertainment,Undisclosed,https://yourstory.com/2021/03/funding-alert-ratan-tata-invests-pritish-nandy-communication,Ratan Tata
Chirrup,$0.30,18/03/2021,Bengaluru,Gaming,Pre-Seed,https://yourstory.com/2021/03/funding-alert-video-integrated-social-gaming-platform-chirrup-titan-capital,Titan Capital;iSeed Ventures;First Cheque;3.0 Fund
PropVR,,18/03/2021,India,Proptech,Acquisition,https://yourstory.com/2021/03/real-estate-startup-square-yards-acquires-3d-visualisation-platform-propvr,Square Yards
Koo,,17/03/2021,Bengaluru,Social Media,Undisclosed,https://yourstory.com/2021/03/cricketer-javagal-srinath-koo-ashish-hemrajani-udaan-shunwei-stake-koo,Javagal Srinath;Ashish Hemrajani;Sujeet Kumar;Kalyan Krishnamurthy;Nikhil Kamath
CashRich,,16/03/2021,India,Wealthtech,Acquisition,https://yourstory.com/2021/03/wealthtech-firm-cashrich-acquires-wealthapp-investment,CashRich
Firmway,,15/03/2021,Mumbai,Fintech,Pre-Seed,https://yourstory.com/2021/03/funding-alert-account-automation-startup-firmway-pre-seed,
Ecom Express,$20.00,13/03/2021,Gurugram,Logistics,,https://yourstory.com/2021/03/jobs-roundup-work-with-logistics-major-ecom-express,CDC Group
