Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Touchtalent,$0.7,09/06/2014,India,Art,Unknown,http://yourstory.com/2014/06/touchtalent-funding/,SAIF Partners;Deep Kalra;Sachin Bansal;Binny Bansal;Prashant Malik;Amit Ranjan
