Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Ivory,$1.00,15/04/2026,Mumbai,Healthtech,Seed,https://entrackr.com/snippets/brain-health-platform-ivory-raises-1-mn-in-seed-round-11727938,Draper Associates;SAGE Venture Fund;MoSJE;IFCI Ventures;SIDBI
GobbleCube,$15.00,15/04/2026,India,AI,Series A,https://entrackr.com/news/gobblecube-raises-15-mn-in-series-a-round-led-by-susquehanna-11727235,Susquehanna Venture Capital;InfoEdge Ventures;Kae Capital
Helium,$0.60,15/04/2026,Bengaluru,Proptech,Angel,https://entrackr.com/snippets/proptech-startup-helium-raises-angel-funding-from-albinder-dhindsa-kunal-shah-others-11726966,Albinder Dhindsa;Kunal Shah;Pankaj Chaddah;Mohit Gupta;Akriti Chopra
Polaris,$80.00,16/04/2026,India,Manufacturing,Debt,https://entrackr.com/snippets/polaris-raises-80-mn-from-british-international-investment-11731748,British International Investment
Unbound,$0.96,16/04/2026,Gurugram,Beauty,,https://entrackr.com/snippets/mens-personal-care-brand-unbound-raises-rs-8-cr-led-by-fireside-ventures-11731565,Fireside Ventures
The Hosteller,$16.00,16/04/2026,Mumbai,Hospitality,Series B,https://entrackr.com/news/the-hosteller-raises-rs-150-cr-in-series-b-round-led-by-promaft-and-v3-ventures-11730910,PROMAFT Partners;V3 Ventures;ITI Growth Opportunities Fund;Merisis Wealth Trust
Cohoma Coffee,$0.53,16/04/2026,India,Food & Beverage,Seed,https://entrackr.com/snippets/cohoma-coffee-raises-rs-5-cr-seed-round-led-by-ipv-11730918,Inflection Point Ventures;Swishin VC
Aliste Technologies,$3.20,16/04/2026,India,Deeptech,Pre-Series A,https://entrackr.com/snippets/aliste-technologies-raises-rs-30-cr-in-pre-series-a-led-by-big-global-jsc-11730913,Big Global JSC;YourNest VC;HBeon Labs
Intellithink,$2.04,16/04/2026,India,AI,Seed,https://entrackr.com/snippets/pentathlon-ventures-leads-rs-17-cr-seed-round-in-industrial-ai-startup-intellithink-11730716,Pentathlon Ventures;Anicut Capital;Veltis Capital
Sarla Aviation,$1.20,16/04/2026,India,Aerospace,,https://entrackr.com/news/indigo-picks-stake-in-sarla-aviation-eyes-flying-taxi-market-11730672,IndiGo Ventures
FIFTH SENSE,$0.75,17/04/2026,India,Beauty,Pre-Seed,https://entrackr.com/snippets/otp-ventures-leads-pre-seed-round-in-fragrance-brand-fifth-sense-11735379,OTP Ventures;Sadev Ventures;ISV Capital;Rohit Kapoor;Amit Damani
Coral,$12.50,20/04/2026,India,Healthtech,,https://entrackr.com/snippets/healthcare-automation-startup-coral-raises-125-mn-from-z47-and-lightspeed-11747674,Z47;Lightspeed
Axten Hospitals,$0.30,20/04/2026,Delhi,Healthtech,,https://entrackr.com/snippets/axten-hospitals-raises-rs-25-cr-led-by-pedalstart-11745815,PedalStart
Clarity Labs,$0.48,20/04/2026,India,Beauty,Seed,https://entrackr.com/snippets/artha-venture-leads-seed-round-in-personal-care-brand-clarity-labs-11745014,Artha Venture Fund II
CureMeAbroad,$0.60,21/04/2026,India,Healthtech,Pre-Seed,https://entrackr.com/snippets/med-tech-tourism-startup-curemeabroad-raises-pre-seed-round-11750934,Roman Saini;Himanshu Ratnoo;Kunal Gupta;Devaiah Bopanna;Vikrant Potnis
PrimeInvestor,$2.00,21/04/2026,India,Fintech,,https://entrackr.com/news/zerodha-backed-rainmatter-invests-in-wealth-tech-startup-primeinvestor-11750659,Rainmatter
Acai Theory,$0.48,21/04/2026,India,Food & Beverage,Pre-Seed,https://entrackr.com/snippets/health-qsr-chain-acai-theory-raises-funds-from-all-in-capital-tdv-partners-others-11747855,All In Capital;TDV Partners
Lawyered,$2.50,21/04/2026,Gurugram,AI,Pre-Series A,https://entrackr.com/snippets/legal-tech-startup-lawyered-bags-25-mn-led-by-rainmatter-and-turbostart-11747865,Rainmatter;Turbostart;Finvolve
NudgeBee,$3.00,21/04/2026,India,AI,Seed,https://entrackr.com/snippets/nudgebee-raises-3-mn-in-seed-round-led-by-kalaari-capital-11748153,Kalaari Capital
