Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Induslogic,$12.5,04/04/2006,India,Outsourced Product Development,Series B,http://www.vccircle.com:80/2006/04/04/westbridge-capital-partners-leads-125-million-series-b-round-in-induslogic/,WestBridge Capital Partners;New Enterprise Associates;Draper Atlantic
