Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Attero Recycling,,18/08/2008,Delhi,E-Waste,Series A,http://www.vccircle.com:80/2008/08/18/delhi-based-e-waste-recycler-attero-gets-funding-from-dfj-nea-indous/,Draper Fisher Jurvetson;NEA IndoUS Ventures
