Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mauj Telecom,$10,23/02/2006,India,Mobile VAS,Unknown,http://www.vccircle.com:80/2006/02/23/it%E2%80%99s-official-mauj-telecom-gets-10-million-from-westbridge-intel-and-sequoia/,WestBridge Capital Partners;Intel Capital;Sequoia Capital
