Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Credgenics,$2.97,29/10/2020,Gurugram,Fintech,Seed,https://inc42.com/buzz/exclusive-loan-recovery-saas-startup-credgenics-bags-seed-round-from-accel-others/,Accel India’s fund VI;Titan Capital
Expertrons,$8.20,02/11/2020,Mumbai,Edtech,Seed,https://inc42.com/buzz/edtech-startup-expertrons-raises-funding-from-ivycap-ventures/,Sarcha Advisors;Sixth Sense Ventures founder Nikhil Vora;LetsVenture;Iceland Venture Studio;Samyakth Capital
Zone,$3.00,04/11/2020,Mumbai,EV & Mobility,Pre-Series A,https://inc42.com/buzz/venture-catalysts-leads-3-mn-funding-in-chargezone/,Venture Catalysts;Mumbai Angels;Keiretsu Forum;Ramakrishnan Family Office
LivFin,$4.19,04/11/2020,Delhi,Fintech,,https://inc42.com/buzz/fintech-startup-livfin-secures-inr-35-cr-funding-to-expand-ops/,
Mobikwik,$4.97,04/11/2020,Gurugram,General,Series E,https://entrackr.com/2020/11/exclusive-mobikwik-raises-rs-41-5-cr-from-hindustan-media-ventures/,
DocsApp,$8.00,03/11/2020,India,General,Series B,https://entrackr.com/2020/11/docsapp-raises-8-mn-fresh-tranche/,JAFCO Asia Tech Fund;Team Fund LP;Bessemer India;Rebright Partners;Milliways Fund
EarlySalary,$10.00,30/10/2020,Pune,General,Series B,https://entrackr.com/2020/10/earlysalary-raises-10-mn-from-chiratae-and-eight-road-valuation-remains-flat/,
Eggoz,$1.50,04/11/2020,India,Agritech,Pre-Series A,https://yourstory.com/2020/11/funding-alert-agritech-startup-eggoz-avaana-capital-rebright-partners,
Tamasha.live,$0.30,03/11/2020,India,Gaming,Seed,https://yourstory.com/2020/11/money-gaming-platform-tamasha-funding-9unicorns,
Finelistings,$4.79,30/10/2020,Bengaluru,General,,https://yourstory.com/2020/10/pre-owned-luxury-car-startup-finelistings-raises-funds-justdial-cofounder,
Janani,$0.18,29/10/2020,Bengaluru,E-commerce,Pre-Seed,https://yourstory.com/2020/10/funding-alert-fertility-tech-startup-janani-raises-pre-seed-9unicorns,9Unicorns;India’s first idea-phase accelerator VC fund;Archana Priyadarshini;Sweta Rau led the round in AngelList;Astir VC partner Kishore Ganji also participated in the round
Peel-Works,$3.00,29/10/2020,Mumbai,E-commerce,Venture Debt,https://yourstory.com/2020/10/funding-alert-b2b-grocery-ecommerce-startup-peel-works-black-soil,
Teachmint,$3.50,29/10/2020,Delhi,Edtech,Seed,https://yourstory.com/2020/10/teachmint-funding-lightspeed-ventures-better-capital-titan-edtech,Lightspeed India;Lightspeed Venture Partners;Better Capital;Titan Capital
Wellversed,,30/10/2020,India,Healthtech,Pre-Series A,https://inc42.com/buzz/cricketer-yuvraj-singh-invests-in-healthcare-startup-wellversed/,Yuvraj Singh
Leena AI,$8.00,03/11/2020,Gurugram,HRtech,Series A,https://inc42.com/buzz/hrtech-startup-leena-ai-bags-8-mn-from-greycroft-others/,Greycroft;Adam Miller;Alan Patricof;Jim Moffat
Bizlog,$1.44,03/11/2020,Bengaluru,Logistics,Pre-Series A,https://inc42.com/buzz/bizlog-raises-inr-12-cr-funding-led-by-ian-fund/,IAN Fund
Stanza Living,$8.26,04/11/2020,Delhi,Real Estate Tech,Series C,https://inc42.com/buzz/exclusive-student-housing-startup-stanza-living-raises-69-cr/,GHI India
Steradian Semiconductors,,04/11/2020,Bengaluru,Deeptech & AI,Seed,https://inc42.com/buzz/deeptech-startup-steradian-receives-investment-from-inflexor-ventures/,Inflexor Ventures
Bizlog Value Chain,$1.44,03/11/2020,Bengaluru,Logistics,Pre-Series A,https://yourstory.com/2020/11/funding-reverse-logistics-startup-bizlog-technology,IAN Fund;Paras Jain
Elara Technologies,$70.00,29/10/2020,India,E-commerce,Acquisition,https://yourstory.com/2020/10/rea-buy-controlling-stake-elara-70-million-news-corp,REA Group;News Corp
LetsTransport,$6.71,04/11/2020,Bengaluru,Logistics,Series B,https://entrackr.com/2020/11/letstransport-valuation-reaches-rs-400-cr-with-latest-infusion-of-rs-56-cr/,
Rivigo,$10.11,02/11/2020,Gurugram,Logistics,Series G,https://entrackr.com/2020/11/rivigo-kicks-off-series-g-round-rs-84-cr-infusion/,Elevation Capital
GlowRoad,$7.00,02/11/2020,Bengaluru,E-commerce,,https://entrackr.com/2020/11/exclusive-glowroad-valuation-touches-75-mn-with-7-mn-fresh-infusion/,Accel Partners;Vertex Ventures
Healthplix,,31/10/2020,Bengaluru,Healthtech,Series B,https://entrackr.com/2020/10/healthplix-completes-series-b-round-with-a-2-25x-jump-in-valuation/,Chiratae Ventures;Kalaari Capital;JSW Ventures
PagarBook,$7.00,29/10/2020,Bengaluru,SaaS,Series A,https://entrackr.com/2020/10/exclusive-sequoia-leads-7-mn-round-in-pagarbook-valuation-jumps-5-3x/,Sequoia Surge;IQ Alpha
