Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Chumbak,$8.38,27/11/2020,Bengaluru,E-commerce,Series D,https://inc42.com/buzz/exclusive-chumbak-secures-funding-from-gaja-capital-fund/,Seedfund
Kyt,$2.50,30/11/2020,India,Edtech,,https://inc42.com/buzz/edtech-startup-kyt-raises-2-5-mn-to-expand-extracurricular-learning/,Sequoia India’s scale-up programme Surge;Titan Capital;Kunal Shah;Amrish Rau;Jitender Gupta;Allen Penn;Martin Li
Signzy,$3.00,02/12/2020,Bengaluru,Fintech,Acquisition,https://inc42.com/buzz/signzy-bags-3-mn-from-vertex-ventures-to-strengthen-its-ai-platform/,Arkam Ventures;American financial service company Mastercard;Vertex Ventures;Kalaari Capital;Stellaris Venture Partners
Lambda Test,$6.00,02/12/2020,India,General,,https://inc42.com/buzz/lambda-test-secures-6-mn-funding-from-sequoia-capital-indias-surge/,Sequoia Capital India’s
Loop Health,$2.30,02/12/2020,Pune,Fintech,Seed,https://inc42.com/buzz/healthtech-startup-loop-health-bags-2-3-mn-from-y-combinator-others/,US-based early-stage venture capital firm Sierra Ventures;Y Combinator;Soma Capital
CRED,$80.00,01/12/2020,Bengaluru,Fintech,Series B,https://inc42.com/buzz/cred-raises-80-mn-in-series-c-funding-valuation-doubles-to-800-mn/,Ribbit Capital;Sequoia Capital;Tiger Global;DST Global partners
LambdaTest,$6.00,02/12/2020,India,General,Pre-Series A,https://yourstory.com/2020/12/funding-cloud-browser-testing-platform-lambdatest-sequoia-surge,Sequoia’s Surge;Sequoia Capital India’s Surge;Blume Ventures;Leo Capital
Aampe,$1.80,02/12/2020,India,Fintech,Acquisition,https://yourstory.com/2020/12/funding-alert-aampe-sequoia-capital-india-surge-software-startup,Sequoia’s Surge
Habitat,$0.60,01/12/2020,India,Edtech,Seed,https://yourstory.com/2020/12/funding-edtech-startup-habitat-unitus-ventures-whiteboard-capital,
Vistaar Finance,$30.00,01/12/2020,Bengaluru,General,Debt,https://yourstory.com/2020/12/funding-financial-services-startup-msme-lender-vistaar-finance-fmo,
Codingal,$0.50,30/11/2020,Bengaluru,Edtech,Seed,https://yourstory.com/2020/11/funding-edtech-startup-codingal-raises-seed-round,Rebright Partners;Java Capital;GSF Accelerator;Sequoia’s Surge
Awign,$4.90,30/11/2020,India,Deeptech & AI,Series B,https://yourstory.com/2020/11/funding-alert-tech-led-jobs-platform-awign-raises-funds,
Plum,$13.17,26/11/2020,India,General,Series A,https://yourstory.com/2020/11/funding-pureplay-skin-sciences-vegan-plum-phy-raises-110cr,Faering Capital
Shipsy,$6.00,26/11/2020,India,SaaS,Series A,https://yourstory.com/2020/11/funding-alert-shipsy-surge-info-edge-series-a-saas,Sequoia Capital India's Surge;Info Edge;Apis Growth Fund II
Yellow Classes,$1.30,26/11/2020,Gurugram,Edtech,Pre-Series A,https://yourstory.com/2020/11/funding-yellow-classes-pre-series-a-funding-edtech-startup,India Quotient;Apis Growth Fund II
Pravasirojgar,$29.94,26/11/2020,Mumbai,SaaS,,https://inc42.com/buzz/sonu-soods-pravasirojgar-secures-inr-250-cr-funding/,
Paytm Insurance Broking,$6.59,27/11/2020,Noida,Fintech,,https://inc42.com/buzz/paytm-insurance-broking-bags-inr-55-cr-in-internal-infusion/,One97 Communications
Kaagaz Scanner,$0.57,27/11/2020,India,SaaS,Seed,https://inc42.com/buzz/camscanners-indian-alternative-kaagaz-scanner-bags-seed-funding-from-pravega-ventures/,Pravega Ventures;Phanindra Sama;Farooq Adam;Axilor Ventures;Better Capital
Bira 91,$0.14,28/11/2020,India,E-commerce,Series C,https://inc42.com/buzz/exclusive-bira-91-raises-fresh-funding-from-slew-of-investors/,Vikramaditya Mohan Thapar Family Trust
Grameen eStore,$1.20,02/12/2020,India,E-commerce,,https://inc42.com/buzz/tata-digital-invests-inr-10-cr-in-govts-grameen-estore/,Tata Digital
Intellicar,$1.80,02/12/2020,India,EV & Mobility,Acquisition,https://inc42.com/buzz/tvs-motors-acquires-iot-solutions-provider-intellicar-to-accelerate-digital-initiatives/,TVS Motors
SAWO Labs,$0.66,02/12/2020,Mumbai,SaaS,Seed,https://yourstory.com/2020/12/funding-alert-startupxseed-sawo-labs,StartupXseed;100x.VC
STAGE,$1.02,26/11/2020,Indore,Media,Seed,https://yourstory.com/2020/11/funding-venture-catalysts-stage-dialect-based-hyper-local-ott-platform,Venture Catalysts;Sushma Kaushik;Sachin Bhatia;Rohit Chanana;Ashish Tulsian;Vishal Maheshwari;Hetal Sonpal;Piyush Goel;Sawan Laddha;Janarthan Balasubrramanian;Nandi Mehta;Abhishek Shah
Udayy,,30/11/2020,Bengaluru,Edtech,Seed,https://entrackr.com/2020/11/exclusive-falcon-edge-to-lead-maiden-round-in-edtech-startup-udayy/,Falcon Edge
MPL,$0.50,27/11/2020,Bengaluru,Gaming,Series B,https://entrackr.com/2020/11/exclusive-ritesh-agarwal-joins-mpls-series-b-round/,Ritesh Agarwal
