Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$1250.00,24/01/2020,India,SaaS,,https://inc42.com/buzz/sequoia-to-raise-1-25-bn-india-fund-for-early-and-growth-stage-startups/,
Bizongo,$30.00,27/01/2020,Mumbai,E-commerce,Series B,https://inc42.com/buzz/bizongo-raises-30-mn-series-c-to-expand-market-presence/,Switzerland-based hedge fund Schroder Adveq;B Capital
WizKlub,$0.84,28/01/2020,Bengaluru,Edtech,Seed,https://inc42.com/buzz/edtech-startup-wizklub-raises-inr-7cr-seed-funding-for-product-expansion/,Incubate Fund India;Japan-based VC Incubate Fund India;Insitor Impact Asia Fund
InterviewBit,$20.00,28/01/2020,Bengaluru,Edtech,Series A,https://inc42.com/buzz/breaking-interviewbit-raises-20-mn-to-expand-curriculum-live-teaching/,Sequoia India;Tiger Global;Global Founders Capital among others
Crysta,$1.20,23/01/2020,New Delhi,Healthtech,Pre-Series A,https://inc42.com/buzz/healthtech-startup-crysta-bags-inr-10-cr-in-pre-series-a-funding/,Anuraag Jaipuria
LogiNext,$39.00,24/01/2020,India,E-commerce,Series A,https://inc42.com/buzz/loginext-raises-39-mn-from-tiger-global-steadview/,Paytm;Alibaba in 2016
Bounce,$105.00,23/01/2020,Bengaluru,EV & Mobility,Series D,https://inc42.com/buzz/bounce-bags-105-mn-in-series-d-round-from-accel-b-capital-others/,B Capital;Facebook cofounder Eduardo Saverin’s venture capital firm;Chiratae Ventures;Maverik Ventures;Falcon Edge;Qualcomm Ventures;Omidyar Network India among others
Pine Labs,$125.00,22/01/2020,India,Fintech,Series F,https://inc42.com/buzz/is-mastercard-extending-pine-labs-partnership-with-investment/,Actis Capital;Altimeter Capital;New York-based Advent Capital
ReNew Power,$450.00,22/01/2020,India,General,Debt,https://inc42.com/buzz/renew-power-secures-450-mn-funds-through-dollar-bonds/,Europe is very encouraging
Eupheus Learning,$4.30,23/01/2020,New Delhi,Edtech,Series A,https://inc42.com/buzz/edtech-startup-eupheus-learning-raises-4-3-mn-series-a-funding/,Yuj Ventures
Samosa Singh,$2.70,24/01/2020,Bengaluru,General,Series A,https://inc42.com/buzz/samosa-singh-raises-fund-from-fireside-ventures-and-others-for-expansion/,Fireside Ventures
MoneyTap,$59.88,28/01/2020,Bengaluru,Fintech,Series A,https://entrackr.com/2020/01/moneytap-bags-rs-500-cr-series-b/,ATG;RTP Global;Sequoia India;Aquiline Technology Growth (ATG);Sequoia India in June of 2017
Bounce,$350.00,25/01/2020,Delhi,Edtech,Series A,https://entrackr.com/2020/01/funding-indian-startups-week-jan-4/,Sequoia India;Matrix Partners India;Yuj Ventures;Sequoia Capital;Chiratae Ventures;Desai Family Office;SHE Capital;Deep Kalra;Rajesh Magow;Ashish Hemrajani;Kunal Shah;Kunal Bahl;Rohit Bansal;Sixth Sense Ventures
Livspace,$60.00,24/01/2020,Bengaluru,General,Series C,https://entrackr.com/2020/01/livspace-secures-60mn/,Goldman Sachs;Bessemer Venture Partners;Singapore-based Jungle Ventures;Helion Venture Partners
Bizongo,$30.00,28/01/2020,Mumbai,E-commerce,Series A,https://yourstory.com/2020/01/funding-startup-b2b-packaging-marketplace-bizongo,Switzerland-based hedge fund;B Capital;IFC
Nupay,$59.88,23/01/2020,Gurugram,Fintech,Seed,https://yourstory.com/2020/01/funding-alert-neo-banking-platform-nupay-venture-catalysts,HDFC Bank;Vishwadeep Bajaj;CEO;Founder;ValueFirst
Tea Trunk,$1.00,22/01/2020,Goa,General,Series C,https://yourstory.com/2020/01/funding-alert-goa-tea-trunk-rebalance,
Sprinng Foods,,27/01/2020,Mumbai,Foodtech,Seed,https://inc42.com/buzz/backed-by-leading-angels-sprinng-foods-bets-india-will-go-gluten-free/,Mistletoe;Ashish Kashyap;Sunish Sharma;R Karthik;Rajesh Sawhney;Infobridge Asia;Amit Singhal;Sukhbir Singh;Sahil Mehta
Park+,$11.00,22/01/2020,Delhi,EV & Mobility,,https://entrackr.com/2020/01/park-secures-11-mn/,Sequoia Capital India;Matrix Partners India;Deep Kalra;Rajesh Magow;Ashish Hemrajani;Kunal Shah;Kunal Bahl;Rohit Bansal
QSR Brands India,,22/01/2020,Mumbai,Foodtech,Seed,https://inc42.com/buzz/cloud-kitchen-fund-ghost-kitchens-invests-in-qsr-eathos/,Ghost Kitchens
Pine Labs,,24/01/2020,Noida,Fintech,Series D,https://inc42.com/buzz/mastercard-invests-in-pine-labs-to-innovate-cashless-payments/,Mastercard
Konfinity,,24/01/2020,Noida,Edtech,Seed,https://inc42.com/buzz/angellist-leads-seed-funding-round-for-konfinity/,AngelList;FirstCheque;Rajesh Razdan;Samar Singla;Amit Kapoor
SmartKarrot,$1.00,22/01/2020,Bengaluru,SaaS,Seed,https://inc42.com/buzz/saas-startup-smartkarrot-grabs-angel-funding-to-ramp-up-indian-operations/,
CureSkin,$0.50,28/01/2020,Bengaluru,Healthtech,,https://yourstory.com/2020/01/funding-cureskin-startup-senseai-healthcare,SenseAI Ventures
YOLO,$0.60,28/01/2020,Gurugram,Logistics,Seed,https://yourstory.com/2020/01/funding-intercity-bus-startup-yolo-seed-funding,undisclosed VC firm;undisclosed angel investors
Uniplatform Tech,,28/01/2020,Hyderabad,SaaS,Undisclosed,https://yourstory.com/2020/01/funding-alert-saas-startup-uniplatform-tech-frontline-strategy,Frontline Strategy Funds;SucSEED Venture Partners
Eathos Group,,22/01/2020,Mumbai,Foodtech,Acquisition,https://yourstory.com/2020/01/ghost-kitchens-acquires-majority-stake-qsr-brands-eathos,Ghost Kitchens
