Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Arya.ag,$80.30,02/01/2026,New Delhi,Agritech,Series D,https://entrackr.com/news/agritech-firm-aryaag-raises-over-80-mn-in-series-d-from-gef-capital-10965656,GEF Capital Partners
FreshToHome,$8.50,02/01/2026,Bengaluru,E-Commerce,Debt,https://entrackr.com/snippets/exclusive-freshtohome-to-raise-rs-75-cr-in-debt-funding-10965347,Trifecta Venture
Knight Fintech,$23.60,02/01/2026,Mumbai,Fintech,Series A,https://entrackr.com/news/knight-fintech-raises-236-mn-led-by-accel-10965193,Accel;IIFL;Rocket Capital;Prime Venture Partners;3One4 Capital
Kayess Square,$1.20,05/01/2026,Bengaluru,Fintech,Pre-Series A,https://entrackr.com/snippets/consulting-startup-kayess-square-raises-rs-10-cr-in-pre-series-a-10973198,Vakil Housing
Mylapay,$1.00,05/01/2026,Chennai,Fintech,,https://entrackr.com/snippets/payment-infra-startup-mylapay-raises-1-mn-10972179,CDM Capital;Credit Saison;GrowthCap Ventures
SkinInspired,$2.90,06/01/2026,Udaipur,Beauty,Series A,https://entrackr.com/snippets/skininspired-raises-29-mn-led-by-spring-marketing-capital-10976401,Spring Marketing Capital;Lotus Herbals Beauty Innovation Fund;Unilever Ventures
GOAT Life,$0.19,06/01/2026,India,D2C,Pre-Seed,https://entrackr.com/snippets/goat-life-raises-additional-pre-seed-round-led-by-d2c-insider-super-angels-10976384,D2C Insider Super Angels;Consumer Collective by Atrium
FutureCure Health,$11.50,06/01/2026,India,Healthtech,,https://entrackr.com/news/futurecure-health-raises-rs-104-cr-led-by-carnelian-asset-management-10976217,Carnelian Asset Management
Cocosutra,$0.30,06/01/2026,India,Food & Beverage,,https://entrackr.com/snippets/urban-harvest-acquires-gourmet-food-brand-cocosutra-10975086,Urban Harvest
Even Healthcare,$20.00,06/01/2026,Bengaluru,Healthtech,,https://entrackr.com/news/even-healthcare-raises-20-mn-led-by-lachy-groom-and-alpha-wave-10972963,Lachy Groom;Alpha Wave;Sharrp Ventures
Be Clinical,$0.72,07/01/2026,Mumbai,Beauty,Seed,https://entrackr.com/snippets/skincare-brand-be-clinical-raises-seed-round-led-by-v3-ventures-10978768,V3 Ventures;Titan Capital
RoadGrid,$1.33,07/01/2026,India,Electric Mobility,Pre-Series A,https://entrackr.com/snippets/ev-charging-startup-roadgrid-raises-rs-12-cr-in-pre-series-a-round-10978135,Venture Catalysts;IPV;FAAD Network;LetsVenture
Ecozen,$10.70,07/01/2026,Pune,Deeptech,Debt,https://entrackr.com/exclusive/exclusive-ecozen-to-raise-rs-95-cr-debt-from-momentum-capedge-10978069,Momentum Capedge
Flent,$2.50,07/01/2026,Bengaluru,Proptech,Pre-Series A,https://entrackr.com/snippets/proptech-startup-flent-raises-25-mn-in-pre-series-a-round-10977803,Incubate Fund Asia;WEH Ventures;Twin & Bull Family Office;Stride Ventures;91Ventures
Arrowhead,$3.00,07/01/2026,Bengaluru,AI,Seed,https://entrackr.com/snippets/voice-ai-startup-arrowhead-raises-3-mn-in-seed-round-led-by-stellaris-10977766,Stellaris Venture Partners
